Session,Type,Title,Speaker,Institute,Country,Raw_Speaker_Data
Electromagnetic probes,parallel,Characterizing cold nuclear matter effects through dielectrons in d+Au collisions at √NN = 200 GeV at PHENIX,"Kamin, Jason",State University of New York at Stony Brook,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jason', 'last_name': 'Kamin', 'fullName': 'Kamin, Jason', 'id': '1896723', 'affiliation': 'State University of New York at Stony Brook', 'emailHash': 'ae89cd2b4eb3cbfea0d59b0e7d524d12', 'db_id': 1896723, 'person_id': 2047024}"
Jets,parallel,Jet quenching from RHIC to LHC,"Renk, Thorsten",University of Jyväskylä,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Thorsten', 'last_name': 'Renk', 'fullName': 'Renk, Thorsten', 'id': '1896726', 'affiliation': 'University of Jyväskylä', 'emailHash': '8630df57e574e58d6aa3c8ac319b3b22', 'db_id': 1896726, 'person_id': 2046905}"
Pre-equilibrium and initial state physics,parallel,Initial state fluctuations at RHIC and LHC: hadronic or partonic origin?,"Petersen, Hannah",Duke University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Hannah', 'last_name': 'Petersen', 'fullName': 'Petersen, Hannah', 'id': '1896733', 'affiliation': 'Duke University', 'emailHash': '06052739f1bd9c0f30a65d0898e17cdc', 'db_id': 1896733, 'person_id': 2047031}"
Hadron thermodynamics and chemistry,parallel,Resonance measurement in pp and PbPb collisions at LHC with the ALICE detector,"Pulvirenti, Alberto",University / INFN Catania,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alberto', 'last_name': 'Pulvirenti', 'fullName': 'Pulvirenti, Alberto', 'id': '1896768', 'affiliation': 'University / INFN Catania', 'emailHash': 'c6936fab68c17e07a39600cbf0e0e7b2', 'db_id': 1896768, 'person_id': 2047054}"
Correlations and fluctuations,parallel,K0sK0s correlations in 7 TeV proton+proton collisions from the ALICE experiment at the LHC,"Humanic, Thomas","Relativistic Heavy Ion Group, Department of Physics - Ohio State U.",USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Thomas', 'last_name': 'Humanic', 'fullName': 'Humanic, Thomas', 'id': '1896770', 'affiliation': 'Relativistic Heavy Ion Group, Department of Physics - Ohio State U.', 'emailHash': 'b6d185888c47d057bb7b326330aa16b9', 'db_id': 1896770, 'person_id': 2047056}"
Hadron thermodynamics and chemistry,parallel,Measurement of light vector mesons by PHENIX experiment at RHIC,"Sharma, Deepali",Weizmann Institute of Science,United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Deepali', 'last_name': 'Sharma', 'fullName': 'Sharma, Deepali', 'id': '1896778', 'affiliation': 'Weizmann Institute of Science', 'emailHash': '5baaf024310a9fa56dd030104aa64ff8', 'db_id': 1896778, 'person_id': 2047062}"
Heavy flavor and quarkonia production,parallel,Heavy quark diffusion from lattice QCD spectral functions,"Ding, Heng-Tong",Brookhaven National Lab,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Heng-Tong', 'last_name': 'Ding', 'fullName': 'Ding, Heng-Tong', 'id': '1896788', 'affiliation': 'Brookhaven National Lab', 'emailHash': '1a49734af9f7915bae372dfed1bb1c04', 'db_id': 1896788, 'person_id': 2047070}"
Global and collective dynamics,parallel,Search for local strong parity violation in STAR using multiple observables,"Gangadharan, Dhevan",Department of Physics-Ohio State University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Dhevan', 'last_name': 'Gangadharan', 'fullName': 'Gangadharan, Dhevan', 'id': '1896794', 'affiliation': 'Department of Physics-Ohio State University', 'emailHash': '1985de7fea4eceaaf00e539b168d38e7', 'db_id': 1896794, 'person_id': 2047076}"
Heavy flavor and quarkonia production,parallel,The thermal model on the verge of the ultimate test: the LHC data,"Andronic, Anton",Gesellschaft fuer Schwerionenforschung mbH (GSI),Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Anton', 'last_name': 'Andronic', 'fullName': 'Andronic, Anton', 'id': '1896812', 'affiliation': 'Gesellschaft fuer Schwerionenforschung mbH (GSI)', 'emailHash': 'a03fbab9e863b6dbced1d4ac63acb644', 'db_id': 1896812, 'person_id': 2047091}"
Correlations and fluctuations,parallel,Femtoscopy of the system shape fluctuations in heavy ion collisions,"Voloshin, Sergei",Department of Physics and Astronomy-College of Science-Wayne Sta,United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sergei', 'last_name': 'Voloshin', 'fullName': 'Voloshin, Sergei', 'id': '1896829', 'affiliation': 'Department of Physics and Astronomy-College of Science-Wayne Sta', 'emailHash': '36b4bf82b087c3f6d68e448577cca1bd', 'db_id': 1896829, 'person_id': 2047106}"
Correlations and fluctuations,parallel,Two-pion Bose-Einstein correlations in PbPb collisions at 2.76 TeV with ALICE,"Mercado, Jorge",Heidelberg University,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jorge', 'last_name': 'Mercado', 'fullName': 'Mercado, Jorge', 'id': '1896840', 'affiliation': 'Heidelberg University', 'emailHash': '948ecdf5c78d2a20f2c487b261d74d1d', 'db_id': 1896840, 'person_id': 2047114}"
Jets,parallel,Probing nuclear matter with jets and $\gamma$-hadron correlations: results from PHENIX,"Grau, Nathan",Augustana College,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Nathan', 'last_name': 'Grau', 'fullName': 'Grau, Nathan', 'id': '1896841', 'affiliation': 'Augustana College', 'emailHash': '117302461f14c31bc4f84716ddd19c8d', 'db_id': 1896841, 'person_id': 2047115}"
Heavy flavor and quarkonia production,parallel,Recent PHENIX results on open heavy flavor,"Durham, J. Matthew",Stony Brook University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'J. Matthew', 'last_name': 'Durham', 'fullName': 'Durham, J. Matthew', 'id': '1896863', 'affiliation': 'Stony Brook University', 'emailHash': '13ca3e92415b959ddcd2775090a8bd97', 'db_id': 1896863, 'person_id': 2047135}"
Global and collective dynamics,parallel,Collision energy dependence of the flow and spectra results in Au+Au collisions at $\sqrt{s_{NN}}$ = 7.7-200 GeV from PHENIX,"Gong, Xiaoyang",Stony Brook University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xiaoyang', 'last_name': 'Gong', 'fullName': 'Gong, Xiaoyang', 'id': '1896867', 'affiliation': 'Stony Brook University', 'emailHash': 'de8c04382b96ea738df1189789d6070c', 'db_id': 1896867, 'person_id': 2047138}"
Jets,parallel,Energy dependence of energy loss in Au+Au collisions at PHENIX,"Novitzky, Norbert",Department of Physics-University of Jyvaskyla,United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Norbert', 'last_name': 'Novitzky', 'fullName': 'Novitzky, Norbert', 'id': '1896869', 'affiliation': 'Department of Physics-University of Jyvaskyla', 'emailHash': '3497c9c0c50ce2bce873cf0574bfce42', 'db_id': 1896869, 'person_id': 2047140}"
Hadron thermodynamics and chemistry,parallel,Validity of the hadronic freeze-out curve,"Stock, Reinhard",Institut fuer Kernphysik - Johann-Wolfgang-Goethe Univ.,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Reinhard', 'last_name': 'Stock', 'fullName': 'Stock, Reinhard', 'id': '1896875', 'affiliation': 'Institut fuer Kernphysik - Johann-Wolfgang-Goethe Univ.', 'emailHash': 'a5071d68b96304833d25bc207fc399e9', 'db_id': 1896875, 'person_id': 2047145}"
Correlations and fluctuations,parallel,Observation of a ridge correlation structure in high multiplicity pp collisions with CMS,"Velicanu, Dragos",MIT,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Dragos', 'last_name': 'Velicanu', 'fullName': 'Velicanu, Dragos', 'id': '1896891', 'affiliation': 'MIT', 'emailHash': '45cf0ba2cc3810dba8633b56fda30f40', 'db_id': 1896891, 'person_id': 2047156}"
Correlations and fluctuations,parallel,Dihadron correlations in PbPb collisions at $\sqrt{s_{_{NN}}}$ = 2.76 TeV with CMS,"Callner, Jeremy Louis",Physics Department-University of Illinois at Chicago,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jeremy Louis', 'last_name': 'Callner', 'fullName': 'Callner, Jeremy Louis', 'id': '1896893', 'affiliation': 'Physics Department-University of Illinois at Chicago', 'emailHash': 'c40a160bbd4744735b5a58d39c2d1cbc', 'db_id': 1896893, 'person_id': 2047157}"
Jets,parallel,"Jets, mach cone, hot spots, ridges, harmonic flow, dihadron and $\gamma$-hadron correlations in high-energy heavy-ion collisions","Ma, Guo-Liang","Shanghai Institute of Applied Physics, Chinese Academy of Sciences, P.O. Box 800-204, Shanghai 201800, China",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Guo-Liang', 'last_name': 'Ma', 'fullName': 'Ma, Guo-Liang', 'id': '1896914', 'affiliation': 'Shanghai Institute of Applied Physics, Chinese Academy of Sciences, P.O. Box 800-204, Shanghai 201800, China', 'emailHash': '1e9052694b3d3d85cac39e76bccd789e', 'db_id': 1896914, 'person_id': 2047118}"
Global and collective dynamics,parallel,"Charged-particle multiplicity, centrality and the Glauber model with ALICE at 2.76 ATeV","Loizides, Constantinos",Lawrence Berkeley National Lab. (LBNL),USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Constantinos', 'last_name': 'Loizides', 'fullName': 'Loizides, Constantinos', 'id': '1896932', 'affiliation': 'Lawrence Berkeley National Lab. (LBNL)', 'emailHash': '5ebd6c525326aaf0fe6488cfaff0371e', 'db_id': 1896932, 'person_id': 2047186}"
Jets,parallel,Can we see from jet quenching that quark-gluon plasma becomes more perturbative  at LHC than at RHIC,"Zakharov, Bronislav",Landau Institute,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Bronislav', 'last_name': 'Zakharov', 'fullName': 'Zakharov, Bronislav', 'id': '1896937', 'affiliation': 'Landau Institute', 'emailHash': 'e3684cf90bdd323c4f92a56efb6bcf56', 'db_id': 1896937, 'person_id': 2047165}"
Electromagnetic probes,parallel,Enhancement of thermal photon production in event-by-event hydrodynamics,"Chatterjee, Rupa",University of Jyvaskyla,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Rupa', 'last_name': 'Chatterjee', 'fullName': 'Chatterjee, Rupa', 'id': '1896945', 'affiliation': 'University of Jyvaskyla', 'emailHash': '67155a46ba63af4675b5f3afb758fa76', 'db_id': 1896945, 'person_id': 2047194}"
QCD phase diagram,parallel,Lattice QCD based equation of state at finite baryon density,"Huovinen, Pasi",Johann Wolfgang Goethe-Universität,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Pasi', 'last_name': 'Huovinen', 'fullName': 'Huovinen, Pasi', 'id': '1896976', 'affiliation': 'Johann Wolfgang Goethe-Universität', 'emailHash': '74be1bf9ec8f7e850f2e2de384802662', 'db_id': 1896976, 'person_id': 2047220}"
Heavy flavor and quarkonia production,parallel,Open heavy flavor physics in the muon channel with ALICE in pp collisions at 7 TeV and PbPb at 2.76 TeV,"Zhang, Xiaoming","Laboratoire de Physique Corpusculaire, Clermont-Ferrand",United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xiaoming', 'last_name': 'Zhang', 'fullName': 'Zhang, Xiaoming', 'id': '1897564', 'affiliation': 'Laboratoire de Physique Corpusculaire, Clermont-Ferrand', 'emailHash': 'fd828676d2fc1b24e83b9eb3cb63558e', 'db_id': 1897564, 'person_id': 2047614}"
Electromagnetic probes,parallel,Leptonic observables in sqrt(s_NN)=2.76 TeV PbPb collisions measured with the ATLAS detector at the LHC,"Sandström, Rikard",Max Planck Institut,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Rikard', 'last_name': 'Sandström', 'fullName': 'Sandström, Rikard', 'id': '1896998', 'affiliation': 'Max Planck Institut', 'emailHash': '6c0d6929d13416abee38aca99a08e4db', 'db_id': 1896998, 'person_id': 2047246}"
Electromagnetic probes,parallel,"Vector meson production in pp collisions at sqrt(s)=7 TeV, measured with the ALICE detector","De Falco, Alessandro",Univ. + INFN Cagliari,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alessandro', 'last_name': 'De Falco', 'fullName': 'De Falco, Alessandro', 'id': '1897014', 'affiliation': 'Univ. + INFN Cagliari', 'emailHash': 'eb5fb6e164d1b62c7fad0d9c54de6126', 'db_id': 1897014, 'person_id': 2047256}"
Jets,parallel,Suppression of neutral pion production at large transverse momentum measured with the ALICE experiment in PbPb collisions at $\sqrt{s_{NN}}$=2.76 TeV,"Conesa Balbastre, Gustavo",LPSC - Grenoble,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Gustavo', 'last_name': 'Conesa Balbastre', 'fullName': 'Conesa Balbastre, Gustavo', 'id': '1897015', 'affiliation': 'LPSC - Grenoble', 'emailHash': 'f3be5e8b06d4b43006021feb0f652221', 'db_id': 1897015, 'person_id': 2047257}"
Correlations and fluctuations,parallel,Measurements of Bose-Einstein correlations at LHC with CMS,"Padula, Sandra",Instituto de Fisica Teorica (IFT)-Universidade Estadual Paulista,Brazil,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sandra', 'last_name': 'Padula', 'fullName': 'Padula, Sandra', 'id': '1897017', 'affiliation': 'Instituto de Fisica Teorica (IFT)-Universidade Estadual Paulista', 'emailHash': 'd5bad6f318a907517c1cd7f2a4725615', 'db_id': 1897017, 'person_id': 2046842}"
Jets,parallel,Charged particle production at large transverse momentum in PbPb collisions at sqrt(s)=2.76 TeV measured with ALICE at the LHC.,"Otwinowski, Jacek","Research Division and ExtreMe Matter Institute EMMI, GSI Helmholtzzentrum für Schwerionenforschung, Darmstadt, Germany",Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jacek', 'last_name': 'Otwinowski', 'fullName': 'Otwinowski, Jacek', 'id': '1897020', 'affiliation': 'Research Division and ExtreMe Matter Institute EMMI, GSI Helmholtzzentrum für Schwerionenforschung, Darmstadt, Germany', 'emailHash': '9481318b952ba4029e20f41f64d0b33b', 'db_id': 1897020, 'person_id': 2047260}"
Electromagnetic probes,parallel,Direct photon production in heavy ion collisions in PHENIX experiment at RHIC,"Kistenev, Edouard",Brookhaven National Laboratory,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Edouard', 'last_name': 'Kistenev', 'fullName': 'Kistenev, Edouard', 'id': '1897060', 'affiliation': 'Brookhaven National Laboratory', 'emailHash': '09f02b655d8b3b38b2d93340e1ddb043', 'db_id': 1897060, 'person_id': 2047292}"
QCD phase diagram,parallel,QCD critical point and event-by-event fluctuations,"Stephanov, Misha",UIC,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Misha', 'last_name': 'Stephanov', 'fullName': 'Stephanov, Misha', 'id': '1897062', 'affiliation': 'UIC', 'emailHash': 'aa7724f89718607a916a87da863e5636', 'db_id': 1897062, 'person_id': 2047083}"
Global and collective dynamics,parallel,Turbulent fluctuations around Bjorken flow,"Floerchinger, Stefan",CERN,Switzerland,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Stefan', 'last_name': 'Floerchinger', 'fullName': 'Floerchinger, Stefan', 'id': '1897087', 'affiliation': 'CERN', 'emailHash': '05a310e34cb03df7737f0eded389c6b3', 'db_id': 1897087, 'person_id': 2047310}"
Global and collective dynamics,parallel,Sensitivity of the elliptic flow coefficient to a temperature-dependent shear viscosity-to-entropy density ratio in ultrarelativistic heavy-ion collisions at RHIC and LHC,"Niemi, Harri",Frankfurt Institute for Advanced Studies,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Harri', 'last_name': 'Niemi', 'fullName': 'Niemi, Harri', 'id': '1897092', 'affiliation': 'Frankfurt Institute for Advanced Studies', 'emailHash': '0ea73183cf7e24ce545a24b1b073bf91', 'db_id': 1897092, 'person_id': 2046866}"
Heavy flavor and quarkonia production,parallel,J/Psi production and correlation in p+p and R_{AA} at high-pt in Au+Au collisions,"Tang, Zebo",University of Science and Technology of China,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Zebo', 'last_name': 'Tang', 'fullName': 'Tang, Zebo', 'id': '1897115', 'affiliation': 'University of Science and Technology of China', 'emailHash': '723832e28b6552a20af6e9cb1b1a508d', 'db_id': 1897115, 'person_id': 2047329}"
Jets,parallel,Medium-induced modifications of color flow in high transverse momentum processes,"Beraudo, Andrea","Centro Studi e ricerche ""Enrico Fermi"" - Rome (Italy)",USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Andrea', 'last_name': 'Beraudo', 'fullName': 'Beraudo, Andrea', 'id': '1897104', 'affiliation': 'Centro Studi e ricerche ""Enrico Fermi"" - Rome (Italy)', 'emailHash': 'f1d93e73b9c9f38bb74d350c8072aeaf', 'db_id': 1897104, 'person_id': 2047320}"
"Experiments upgrade, future facilities and instrumentations",parallel,Heavy ion program at JINR NICA/MPD facility,"Sorin, Alexander",Joint Institute for Nuclear Research,UK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alexander', 'last_name': 'Sorin', 'fullName': 'Sorin, Alexander', 'id': '1897122', 'affiliation': 'Joint Institute for Nuclear Research', 'emailHash': '2d50c91c9db0bdeaee26cb6e8012bbfb', 'db_id': 1897122, 'person_id': 2047074}"
Electromagnetic probes,parallel,Can transport peak explain the low-mass enhancement of dileptons at RHIC?,"Akamatsu, Yukinao",Nagoya University,United States,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yukinao', 'last_name': 'Akamatsu', 'fullName': 'Akamatsu, Yukinao', 'id': '1897133', 'affiliation': 'Nagoya University', 'emailHash': '1aea1b84374ed1d6715e8d7d81f55e82', 'db_id': 1897133, 'person_id': 2047344}"
Correlations and fluctuations,parallel,Eccentricity and elliptic flow in proton-proton collisions from parton evolution,"Hatta, Yoshitaka",University of Tsukuba,UK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yoshitaka', 'last_name': 'Hatta', 'fullName': 'Hatta, Yoshitaka', 'id': '1897140', 'affiliation': 'University of Tsukuba', 'emailHash': '3d9290c986040f4972a9d5deff41d02d', 'db_id': 1897140, 'person_id': 2047347}"
Heavy flavor and quarkonia production,parallel,Quark recombination and heavy quark diffusion in hot nuclear matter,"Fries, Rainer",Texas A&M University + RBRC,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Rainer', 'last_name': 'Fries', 'fullName': 'Fries, Rainer', 'id': '1897148', 'affiliation': 'Texas A&M University + RBRC', 'emailHash': '043accfcafd1e7abcdeef2818eef1890', 'db_id': 1897148, 'person_id': 2047354}"
QCD at high temperature and density,parallel,Scale for the phase diagram of quantum chromodynamics,"Gupta, Sourendu","TIFR, Mumbai",Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sourendu', 'last_name': 'Gupta', 'fullName': 'Gupta, Sourendu', 'id': '1897160', 'affiliation': 'TIFR, Mumbai', 'emailHash': 'f8d89bf634e3d79ab5e249e72f3698b8', 'db_id': 1897160, 'person_id': 2047362}"
Global and collective dynamics,parallel,Identified particles from viscous hydrodynamics,"Molnar, Denes",Purdue University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Denes', 'last_name': 'Molnar', 'fullName': 'Molnar, Denes', 'id': '1897171', 'affiliation': 'Purdue University', 'emailHash': '2499fb643638c071cf30c16e8ec80df3', 'db_id': 1897171, 'person_id': 2047370}"
New theoretical developments,parallel,Equilibration and Thermalization of Strongly Coupled Field Theories,"Mueller, Berndt",Duke University,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Berndt', 'last_name': 'Mueller', 'fullName': 'Mueller, Berndt', 'id': '1897212', 'affiliation': 'Duke University', 'emailHash': 'e51bc35ff8b893a5b108a7694d341c8f', 'db_id': 1897212, 'person_id': 2047244}"
QCD phase diagram,parallel,"Event anisotropy $v_{2}$ of identified hadrons and light nuclei in Au+Au collisions at $\sqrt{s_{NN}}=$ 7.7, 11.5 and 39 GeV with STAR","Schmah, Alexander",Lawrence Berkeley National Lab,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alexander', 'last_name': 'Schmah', 'fullName': 'Schmah, Alexander', 'id': '1897227', 'affiliation': 'Lawrence Berkeley National Lab', 'emailHash': '3fd915fb761c1738e6daa036af0ca05a', 'db_id': 1897227, 'person_id': 2047410}"
Jets,parallel,"Next-to-leading order analysis of inclusive jet, tagged jet and di-jet production in PbPb collisions at the LHC","Vitev, Ivan",Los Alamos National Laboratory,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ivan', 'last_name': 'Vitev', 'fullName': 'Vitev, Ivan', 'id': '1897229', 'affiliation': 'Los Alamos National Laboratory', 'emailHash': '24892447840676e23b8b8cf1de0f16f0', 'db_id': 1897229, 'person_id': 2047331}"
Jets,parallel,Leading hadron PID effects in di-hadron angular correlations in STAR,"Kauder, Kolja",University of Illinois at Chicago,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Kolja', 'last_name': 'Kauder', 'fullName': 'Kauder, Kolja', 'id': '1897233', 'affiliation': 'University of Illinois at Chicago', 'emailHash': '52c8368a4c65978926d2fba88c228dd0', 'db_id': 1897233, 'person_id': 2047413}"
QCD phase diagram,parallel,Charge fluctuations in chiral models and the QCD phase transition,"Skokov, Vladimir","GSI, Darmstadt, Germany",Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Vladimir', 'last_name': 'Skokov', 'fullName': 'Skokov, Vladimir', 'id': '1897234', 'affiliation': 'GSI, Darmstadt, Germany', 'emailHash': 'fb46cfe68980406143d0d478d02afbf1', 'db_id': 1897234, 'person_id': 2047318}"
"Experiments upgrade, future facilities and instrumentations",parallel,Cross section normalization in ALICE,"Oyama, Ken",University of Heidelberg,Japan,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ken', 'last_name': 'Oyama', 'fullName': 'Oyama, Ken', 'id': '1897244', 'affiliation': 'University of Heidelberg', 'emailHash': '3e4cddd11a1b45a90a5aae7252a84a02', 'db_id': 1897244, 'person_id': 2047420}"
Electromagnetic probes,parallel,Measurements of low mass dielectrons in Au+Au collisions with the HBD upgrade of the PHENIX detector,"Makek, Mihael",Weizmann Institute of Science,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mihael', 'last_name': 'Makek', 'fullName': 'Makek, Mihael', 'id': '1897245', 'affiliation': 'Weizmann Institute of Science', 'emailHash': 'a62929203033d0cb27597528e81b0bd6', 'db_id': 1897245, 'person_id': 2047421}"
Heavy flavor and quarkonia production,parallel,Heavy-flavor production cross section in the semi-electronic channel  at mid-rapidity in pp collisions at sqrt(s)=7 TeV with ALICE,"Masciocchi, Silvia",GSI Darmstadt,Germany,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Silvia', 'last_name': 'Masciocchi', 'fullName': 'Masciocchi, Silvia', 'id': '1897246', 'affiliation': 'GSI Darmstadt', 'emailHash': '49905886944950fac8352bf549ad828f', 'db_id': 1897246, 'person_id': 2047422}"
Electromagnetic probes,parallel,Electrical conductivity and thermal dilepton rate from quenched lattice QCD.,"Kaczmarek, Olaf",University of Bielefeld,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Olaf', 'last_name': 'Kaczmarek', 'fullName': 'Kaczmarek, Olaf', 'id': '1897254', 'affiliation': 'University of Bielefeld', 'emailHash': 'cb4a95098e3d70f5197766e4930f78f6', 'db_id': 1897254, 'person_id': 2047427}"
Hadron thermodynamics and chemistry,parallel,Measurement of $\pi$/K/p spectra with ALICE in proton-proton collisions at $\sqrt{s} = 900$ GeV and $\sqrt{s} = 7$ TeV,"Chojnacki, Marek",UU/NIKHEF,DK,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Marek', 'last_name': 'Chojnacki', 'fullName': 'Chojnacki, Marek', 'id': '1897255', 'affiliation': 'UU/NIKHEF', 'emailHash': '6273abccb65696425dbadcfbc04e8363', 'db_id': 1897255, 'person_id': 2047428}"
Heavy flavor and quarkonia production,parallel,Measurement of J/psi production at forward rapidity in pp collisions at sqrt(s)= 2.76 and 7 TeV with ALICE,"Arnaldi, Roberta",INFN Torino,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Roberta', 'last_name': 'Arnaldi', 'fullName': 'Arnaldi, Roberta', 'id': '1897257', 'affiliation': 'INFN Torino', 'emailHash': 'c80c3ec95a2bd7e48656e070d81d7277', 'db_id': 1897257, 'person_id': 2046914}"
Global and collective dynamics,parallel,Elliptic flow at high transverse momentum in PbPb collisions at $\sqrt{s_{NN}} = 2.76$~TeV with the ALICE experiment,"Dobrin, Alexandru Florin",Wayne State University,RO,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alexandru Florin', 'last_name': 'Dobrin', 'fullName': 'Dobrin, Alexandru Florin', 'id': '1897259', 'affiliation': 'Wayne State University', 'emailHash': '51db426574081e366331fb1e6f9c51fb', 'db_id': 1897259, 'person_id': 2047431}"
Hadron thermodynamics and chemistry,parallel,Particle identification in the ALICE experiment,"Kalweit, Alexander Philipp",Technische Universität Darmstadt,Unknown,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alexander Philipp', 'last_name': 'Kalweit', 'fullName': 'Kalweit, Alexander Philipp', 'id': '1897264', 'affiliation': 'Technische Universität Darmstadt', 'emailHash': '518b17135468f53a731f0f278195fa14', 'db_id': 1897264, 'person_id': 2047434}"
Correlations and fluctuations,parallel,"Moments of charge fluctuations, pseudo-critical temperatures and freeze-out in heavy ion collisions","Karsch, Frithjof",Brookhaven National Laboratory,USA,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Frithjof', 'last_name': 'Karsch', 'fullName': 'Karsch, Frithjof', 'id': '1897296', 'affiliation': 'Brookhaven National Laboratory', 'emailHash': 'd99579fe8aef6ec48d520d731387011a', 'db_id': 1897296, 'person_id': 2047456}"
