name,affiliation,country,year,indico_id
Fabrizio Chinu,Universita e INFN Torino (IT),IT,2025,1334113
Fabrizio Grosa,CERN,,2025,1334113
Fan Si,University of Science and Technology of China,,2025,1334113
Farid Salazar,Temple University,,2025,1334113
Federica Capellino,GSI Darmstadt,,2025,1334113
Federico Antinori,"Universita e INFN, Padova (Italy)",,2025,1334113
Feng Liu,Central China Normal University,,2025,1334113
Feng-lei Liu,Central china normal university,,2025,1334113
Ferdinando Frascà,INFN - sezione di Torino,,2025,1334113
Fernando Gardim,Federal University of Alfenas,,2025,1334113
Florian Alef,Technische Universität Darmstadt,,2025,1334113
Florian Eisenhut,Goethe University Frankfurt (DE),DE,2025,1334113
Florian Jonas,University of California Berkeley (US),US,2025,1334113
Florian Lindenbauer,TU Wien,,2025,1334113
Florian Seck,TU Darmstadt / GSI,,2025,1334113
Francesca Ercolessi,"Universita e INFN, Bologna (IT)",IT,2025,1334113
Francesco Giacosa,Kielce University,,2025,1334113
Francesco Mazzaschi,CERN,,2025,1334113
Franciszek Pauwels,Charles University (CZ),CZ,2025,1334113
Frank Geurts,Rice University (US),US,2025,1334113
Frank Gonzalez,"University of California, Davis",,2025,1334113
Franz Matejcek,"Goethe-Universität Frankfurt, Institut für Kernphysik",,2025,1334113
Frithjof Karsch,Bielefeld University,,2025,1334113
Fu Ma,Fudan University,,2025,1334113
Fu-Peng Li,Central China Normal University,,2025,1334113
Fuqiang Wang,Purdue University,,2025,1334113
Gabor David,Stony Brook University,,2025,1334113
GABRIEL DALE-GAU,University of Illinois at Chicago,,2025,1334113
Gabriel Rabelo Soares,University of Campinas - UNICAMP - BR,,2025,1334113
Gabriel Silveira Denicol,Universidade Federal Fluminense,,2025,1334113
Gabriel Soares Rocha,Universidade Federal Fluminense,,2025,1334113
Gabriele Coci,University of Catania & INFN-LNS,,2025,1334113
Gabriele Parisi,University of Catania,,2025,1334113
Gang Wang,UCLA,,2025,1334113
Gergely Endrodi,Eotvos University Budapest,,2025,1334113
Gergely Gabor Barnafoldi,HUN-REN Wigner Research Centre for Physics (HU),HU,2025,1334113
Giacomo Alocco,"Universita e INFN, Torino (IT)",IT,2025,1334113
Gian Michele Innocenti,Massachusetts Inst. of Technology (US),US,2025,1334113
Gianluca Usai,"Universita e INFN, Cagliari (IT)",IT,2025,1334113
Gines Martinez-Garcia,Subatech CNRS,,2025,1334113
GIulia Manca,"Universita` degli studi di Cagliari and INFN, Cagliari, IT",,2025,1334113
Giuseppe Bruno,"Dipartimento di Fisica ""M Merlin"" and INFN, Bari (IT)",IT,2025,1334113
Gleb Romanenko,"Universita e INFN, Bologna (IT)",IT,2025,1334113
Govert Nijs,CERN,,2025,1334113
Gowthama K K,Indian Institute of Technology Bombay,,2025,1334113
Grazia Luparello,INFN Trieste (IT),IT,2025,1334113
Greg Jackson,Subatech (CNRS/IN2P3),,2025,1334113
Gregory Ottino,Lawrence Berkeley National Laboratory,,2025,1334113
Grigory Nigmatkulov,University of Illinois Chicago,,2025,1334113
Guang-You Qin,Central China Normal University,,2025,1334113
Guangyu Zheng,University of Chinese Academy of Sciences,,2025,1334113
Gunther Roland,MIT,,2025,1334113
Guoping Wang,Central China Normal University,,2025,1334113
Guy Moore,TU Darmstadt,,2025,1334113
Gyeonghwan Bak,Chonnam National University (KR),KR,2025,1334113
Gyula Bencedi,HUN-REN Wigner Research Centre for Physics (HU),HU,2025,1334113
Gábor Papp,Eötvös Loránd University,,2025,1334113
Hadi Mehrabpour,Peking Univresity,,2025,1334113
Han Gao,McGill University,,2025,1334113
Han-Sheng Li,Purdue University,,2025,1334113
Hanna Zbroszczyk,Warsaw University of Technology (PL),PL,2025,1334113
Hannah Bossi,Massachusetts Inst. of Technology (US),US,2025,1334113
Hannah Elfner,GSI/Goethe Uni,,2025,1334113
Hans Rudolf Schmidt,GSI Helmholtzzentrum für Schwerionenforschung GmbH(GSI) & University of Tübingen,,2025,1334113
Hanseo Park,University of Tsukuba (JP),JP,2025,1334113
HANWEN FENG,Central China Normal University,,2025,1334113
Hao-Lei Chen,Fudan University,,2025,1334113
Hao-Ren Jheng,Massachusetts Inst. of Technology (US),US,2025,1334113
Harald Appelshaeuser,Goethe University Frankfurt (DE),DE,2025,1334113
Harri Niemi,University of Jyväskylä,,2025,1334113
Harshit Pandey,"The Institute of Mathematical Sciences, Chennai, India",,2025,1334113
Heikki Mäntysaari,University of Jyväskylä,,2025,1334113
Helen Caines,Yale University (US),US,2025,1334113
Hendrik Roch,Wayne State University,,2025,1334113
Hendrik van Hees,Goethe University Frankfurt,,2025,1334113
Heng-Tong Ding,Central China Normal University,,2025,1334113
Henner Buesching,Goethe University Frankfurt (DE),DE,2025,1334113
Henry Hirvonen,Vanderbilt University,,2025,1334113
Herbert Stroebele,Goethe University Frankfurt (DE),DE,2025,1334113
Hikari Murakami,"KMI, Nagoya",,2025,1334113
Himanshu Sharma,"Universita e INFN, Padova (IT)",IT,2025,1334113
Hitansh Shah,University of Houston,,2025,1334113
Hongcan Li,Central China Normal University,,2025,1334113
Horst Sebastian Scheid,CERN,,2025,1334113
Hosein Gholami,TU Darmstadt,,2025,1334113
Huan Huang,University of California Los Angeles,,2025,1334113
Huda Nasrulloh,University of Science and Technology of China,,2025,1334113
Huichao Song,Peking U,,2025,1334113
Hyungjun Lee,Sungkyunkwan University (KR),KR,2025,1334113
Hyunji Lim,Pusan National University (KR),KR,2025,1334113
Ian Bearden,Niels Bohr Institute,,2025,1334113
Ian Cordeiro,University of Illinois at Urbana-Champaign,,2025,1334113
Ida Storehaug,University of Oslo (NO),NO,2025,1334113
Ilia Grishmanovskii,"ITP, Frankfurt",,2025,1334113
Ilya Fokin,Heidelberg University (DE),DE,2025,1334113
Ilya Selyuzhenkov,"GSI, Darmstadt",,2025,1334113
Imanol Corredoira,CEA/IRFU,,2025,1334113
In Kwon Yoo,Pusan National University (KR),KR,2025,1334113
Ingo Deppner,GSI Helmholtzzentrum für Schwerionenforschung GmbH,,2025,1334113
Ingrid Mckibben Lofnes,University of Bergen (NO),NO,2025,1334113
Ionut Cristian Arsene,University of Oslo (NO),NO,2025,1334113
Iouri Vassiliev,GSI,,2025,1334113
Irakli Keshelashvili,GSI Helmholtzzentrum für Schwerionenforschung GmbH,,2025,1334113
Iris Likmeta,University of Houston,,2025,1334113
Isaac Mooney,Yale University,,2025,1334113
Isabela Maietto Silverio,UNESP - Universidade Estadual Paulista (BR),BR,2025,1334113
Isabella Danhoni,University of Illinois Urbana-Champaign,,2025,1334113
Ishfaq Ahmad Rather,"ITP, Goethe University, 60438 Frankfurt am Main, Germany",,2025,1334113
ismail soudi,University of Jyvaskyla,,2025,1334113
Isobel Kolbe,University of the Witwatersrand (ZA),ZA,2025,1334113
Itzhak Tserruya,Weizmann Institute,,2025,1334113
Iuliana-Carina Udrea,TU Darmstadt/GSI,,2025,1334113
Ivan Vorobyev,CERN,,2025,1334113
Iwona Grabowska-Bold,AGH University of Krakow (PL),PL,2025,1334113
Jacek Tomasz Otwinowski,Institute of Nuclear Physics Polish Academy of Sciences (PL),PL,2025,1334113
Jack Holguin,The University of Manchester,,2025,1334113
Jacquelyn Noronha-Hostler,University of Illinois Urbana-Champaign,,2025,1334113
Jaebeom Park,University of Colorado Boulder,,2025,1334113
Jaehyeok Ryu,Pusan National University (KR),KR,2025,1334113
Jaein Hwang,Korea University,,2025,1334113
Jaeyoon Cho,Inha University (KR),KR,2025,1334113
Jakob Elias Lohr,ITP Frankfurt,,2025,1334113
Jakub Ceska,Czech Technical University in Prague,,2025,1334113
James Lawrence Nagle,University of Colorado Boulder,,2025,1334113
Jamie Karthein,Massachusetts Institute of Technology,,2025,1334113
Jan Orlinski,"Faculty of Physics, University of Warsaw",,2025,1334113
Jan Rais,Goethe University Frankfurt am Main,,2025,1334113
Jan Scharf,Goethe University Frankfurt (DE),DE,2025,1334113
Jan Schöngarth,Goethe University Frankfurt (DE),DE,2025,1334113
Jan Steinheimer-Froschauer,GSI,,2025,1334113
Jan Vanek,Brookhaven National Laboratory,,2025,1334113
Jan Wissmann,Universität Münster,,2025,1334113
Jan Fiete Grosse-Oetringhaus,CERN,,2025,1334113
Jan M. Pawlowski,Heidelberg University,,2025,1334113
Jan Philipp Klinger,Goethe University Frankfurt,,2025,1334113
Jana Bielcikova,Czech Academy of Sciences (CZ),CZ,2025,1334113
Jana N. Guenther,University of Wuppertal,,2025,1334113
Janik Ditzel,Goethe University Frankfurt (DE),DE,2025,1334113
Janis Jäger,Goethe University Frankfurt (DE),DE,2025,1334113
Jannis Gebhard,Heidelberg University,,2025,1334113
Jasmine Brewer,University of Oxford,,2025,1334113
Jasper Parkkila,Warsaw University of Technology,,2025,1334113
Jean Du Plessis,Massachusetts Institute of Technology,,2025,1334113
Jean-Francois Paquet,Vanderbilt University,,2025,1334113
Jean-Yves OLLITRAULT,IPhT Saclay,,2025,1334113
Jens Wiechula,Goethe University Frankfurt (DE),DE,2025,1334113
Jens Andreas Hügel,Universität Bielefeld,,2025,1334113
Jerome Jung,Goethe University Frankfurt (DE),DE,2025,1334113
Jerzy Pietraszko,GSI Darmstadt,,2025,1334113
Jeseleth Van Rose,Vanderbilt University,,2025,1334113
Jesper Karlsson Gumprecht,Austrian Academy of Sciences (AT),AT,2025,1334113
Jessica Ou Ya Vogel,TU Darmstadt,,2025,1334113
Jhoao Gabriel Martins Campos Almeida Arneiro,Universidade de Sao Paulo (BR),BR,2025,1334113
Jia Lin Pei,Fudan University,,2025,1334113
Jiangyong Jia,Stony Brook University (US),US,2025,1334113
Jianhui Zhu,Fudan University,,2025,1334113
Jianqiao Wang,Tsinghua University (CN),CN,2025,1334113
Jiaxing Zhao,HFHF/Goethe University,,2025,1334113
Jiaxuan Luo,USTC,,2025,1334113
JiaZhao Lin,Rice University (US),US,2025,1334113
Jie Zhu,Bielefeld University,,2025,1334113
Jin-Biao Gu,Central China Normal University,,2025,1334113
Jing An,Central China Normal University,,2025,1334113
Jing Wang,CERN,,2025,1334113
JINGAN SUN,Fudan University,,2025,1334113
Jingyu Zhang,Fudan university,,2025,1334113
Jinhyun Park,Pusan National University (KR),KR,2025,1334113
Jinlong Zhang,Shandong University,,2025,1334113
Jishnu Goswami,Bielefeld University,,2025,1334113
Joachim Hansen,Lund University (SE),SE,2025,1334113
Joachim Stroth,Goethe University Frankfurt / GSI,,2025,1334113
Joakim Nystrand,University of Bergen (NO),NO,2025,1334113
Joao Lourenco Henriques Barata,CERN,,2025,1334113
Joe Osborn,Brookhaven National Laboratory,,2025,1334113
Joerg Aichelin,SUBATECH,,2025,1334113
Joern Putschke,Wayne State University,,2025,1334113
Joey Staa,Lund University (SE),SE,2025,1334113
Johann M. Heuser,GSI Helmholtzzentrum für Schwerionenforschung GmbH,,2025,1334113
Johanna Stachel,Heidelberg University (DE),DE,2025,1334113
Johannes Keul,"IKF, Goethe Universität Frankfurt",,2025,1334113
Johannes Pöplau,Goethe University Frankfurt,,2025,1334113
Johannes Roth,Justus-Liebig-Universität Gießen,,2025,1334113
John Harris,Yale University,,2025,1334113
Jonas Turnwald,TU Darmstadt,,2025,1334113
Jonas Winter,Technische Universität Darmstadt,,2025,1334113
Jonathan Parra,University of Houston,,2025,1334113
Joonsuk Bae,Sungkyunkwan University (KR),KR,2025,1334113
Jorge Noronha,University of Illinois Urbana-Champaign,,2025,1334113
Jorge Luis Golan Dasilva,Brookhaven National Laboratory,,2025,1334113
Jorge Manuel Martínez Vera,Università degli Studi di Torino & Universitat de Barcelona,,2025,1334113
Joscha Egger,FIAS/GU Frankfurt,,2025,1334113
Joseph Atchison,Abilene Christian University,,2025,1334113
Joseph Kapusta,University of Minnesota,,2025,1334113
Joshua König,Goethe Universität Frankfurt (DE),DE,2025,1334113
João A. Gonçalves,LIP - IST,,2025,1334113
João Silva,LIP-Lisbon / ULisboa-IST,,2025,1334113
João Paulo Sampaio Santos,UERJ,,2025,1334113
Juan Torres-Rincon,Universitat de Barcelona,,2025,1334113
Juergen Eschke,FAIR GmbH (DE),DE,2025,1334113
Juergen Eser,Frankfurt University,,2025,1334113
Julia Sammet,Goethe Universität Frankfurt/ITP,,2025,1334113
Julia Velkovska,Vanderbilt University,,2025,1334113
Juliette Authier,"Laboratoire Leprince-Ringuet, CNRS (FR)",FR,2025,1334113
Julio Andary,Goethe-Universität Frankfurt,,2025,1334113
Junlee Kim,CERN,,2025,1334113
Junyi Han,"Central China Normal University, Heidelberg University",,2025,1334113
Jurgen Schukraft,University of Copenhagen (DK),DK,2025,1334113
Jussi Auvinen,University of Jyväskylä,,2025,1334113
Jussi Viinikainen,Vanderbilt University (US),US,2025,1334113
Justin Mauldin,Frankfurt University,,2025,1334113
Jürgen Schaffner-Bielich,Goethe University,,2025,1334113
Jędrzej Kołaś,Warsaw University of Technology,,2025,1334113
Kai Schweda,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE,2025,1334113
Kai Zhou,CUHK-Shenzhen,,2025,1334113
KaiJia Sun,"Institute of Modern Physics, Fudan University, Shanghai, China",,2025,1334113
Kaiyang Wang,University of Science and Technology of China,,2025,1334113
Kaiyi Wu,CCNU,,2025,1334113
Kangkan Goswami,Indian Institute of Technology Indore,,2025,1334113
Kari Eskola,University of Jyvaskyla,,2025,1334113
Karina Scharmann,Justus-Liebig-Universität Gießen,,2025,1334113
Karl-Heinz Kampert,University Wuppertal,,2025,1334113
Kartik Deepak Bhide,University of Freiburg (DE),DE,2025,1334113
Katarzyna Grebieszkow,Warsaw University of Technology (PL),PL,2025,1334113
Kayman Gonçalves,University of Campinas,,2025,1334113
Kayran Schmidt,TU Wien,,2025,1334113
Ke Mi,Central China Normal University,,2025,1334113
Kehao Zhang,Central China Normal University,,2025,1334113
Keiwan Jamaly,Goethe University Frankfurt,,2025,1334113
Kenta Shigaki,Hiroshima University (JP),JP,2025,1334113
Kevin Possendoro Pala,University of Illinois Urbana-Champaign / University of São Paulo,,2025,1334113
Khwahish Kushwah,"Universidade Federal Fluminense (UFF), Rio de Janeiro, Brazil",,2025,1334113
Kirill Boguslavski,TU Wien (AT),AT,2025,1334113
Klaus Reygers,Heidelberg University,,2025,1334113
Korinna Zapp,Lund University,,2025,1334113
Koshiro Yoda,University of Tsukuba (JP),JP,2025,1334113
Krishna Rajagopal,Massachusetts Inst. of Technology (US),US,2025,1334113
Krista Lizbeth Smith,Pusan National University (ROK),ROK,2025,1334113
Kristina Totic,Goethe University,,2025,1334113
Krzysztof Piasecki,University of Warsaw,,2025,1334113
Lang Xu,Central China Normal University CCNU (CN) / Institut de Physique des 2 Infinis de Lyon IP2I (FR),FR,2025,1334113
Laszlo Gyulai,HUN-REN Wigner RCP,,2025,1334113
