name,affiliation,country,year,indico_id
Chad Flores,University of California Davis (US),US,2017,433345
Chanwook Park,McGill University,,2017,433345
Chaolun Wu,University of Colorado Boulder,,2017,433345
Charles Ferraioli,University of Maryland (US),US,2017,433345
Charles Gale,McGill University,,2017,433345
Charles Hughes,University of Tennessee (US),US,2017,433345
Charles Felix Maguire,Vanderbilt University (US),US,2017,433345
Chathuranga Sirimanna,Wayne State University,,2017,433345
Cheng-Chieh Peng,Purdue University (US),US,2017,433345
Chi Yang,Shandong University,,2017,433345
Chiho Nonaka,Nagoya University,,2017,433345
Chong Kim,UC Riverside,,2017,433345
Christian Bourjau,University of Copenhagen (DK),DK,2017,433345
Christian Klein-Boesing,Westfaelische Wilhelms-Universitaet Muenster (DE),DE,2017,433345
Christian Holm Christensen,University of Copenhagen (DK),DK,2017,433345
Christina Deveaux,Justus Liebig Universitaet Giessen,,2017,433345
Christina Markert,University of Texas (US),US,2017,433345
Christine Aidala,University of Michigan,,2017,433345
Christine Nattrass,University of Tennessee (US),US,2017,433345
Christoph Blume,Johann-Wolfgang-Goethe Univ. (DE),DE,2017,433345
Christoph Herold,"Suranaree University of Technology, School of Physics",,2017,433345
Christopher Mc Ginn,Massachusetts Inst. of Technology (US),US,2017,433345
Christopher Plumberg,University of Minnesota,,2017,433345
Christopher Wesselborg,American Physical Society,,2017,433345
Christopher Zin,Wayne State University,,2017,433345
Chun Shen,Brookhaven National Laboratory,,2017,433345
Chunjian Zhang,Shanghai Institute of Applied Physics,,2017,433345
Claude Andre Pruneau,Wayne State University (US),US,2017,433345
Claudia Behnke,Social Media,,2017,433345
Claudia Ratti,University of Houston,,2017,433345
Constantinos Loizides,Lawrence Berkeley National Lab. (US),US,2017,433345
Cristina Terrevoli,"Universita e INFN, Padova (IT)",IT,2017,433345
Cristina Tuve,"Universita $ INFN, Catania (IT)",IT,2017,433345
Daiki Sekihata,Hiroshima University (JP),JP,2017,433345
Daniel Brown,Lehigh University,,2017,433345
Daniel Cebra,"University of California, Davis",,2017,433345
Daniel Muhlheim,Westfaelische Wilhelms-Universitaet Muenster (DE),DE,2017,433345
Daniel Nemes,Yale,,2017,433345
Daniel Pablos,McGill,,2017,433345
Daniel Tapia Takaki,The University of Kansas (US),US,2017,433345
Darren McGlinchey,University of Colorado,,2017,433345
David d'Enterria,CERN,,2017,433345
David Hofman,University of Illinois at Chicago (US),US,2017,433345
David Horák,Czech Technical University (CZ),CZ,2017,433345
David Morrison,BNL,,2017,433345
David Silvermyr,Lund University (SE),SE,2017,433345
David Stewart,Yale University,,2017,433345
David Tlusty,Rice University,,2017,433345
Davide Caffarri,NIKHEF,,2017,433345
Debojit Sarkar,Department of Atomic Energy (IN),IN,2017,433345
Declan Keane,"Kent State Univ, Ohio, USA",,2017,433345
Deepa Thomas,University of Texas (US),US,2017,433345
Deepali Sharma,Stony Brook University,,2017,433345
Denes Molnar,Purdue University,,2017,433345
Denis Jouan,Institut de Physique Nucleaire Orsay,,2017,433345
Denise Aparecida Moreira De Godoy,Westfälische Wilhelms-Universität Münster,,2017,433345
Dennis Bazow,The Ohio State University,,2017,433345
Dennis Perepelitsa,University of Colorado Boulder,,2017,433345
Derek Anderson,Texas A&M University,,2017,433345
Derek Teaney,Stony Brook University,,2017,433345
Dhanush Anil Hangal,University of Illinois at Chicago (US),US,2017,433345
Di-Lun Yang,RIKEN,,2017,433345
Diego Stocco,Centre National de la Recherche Scientifique (FR),FR,2017,433345
Dieter Roehrich,University of Bergen (NO),NO,2017,433345
Diogenes Domenicis Gimenez,Universidade de Sao Paulo (BR),BR,2017,433345
Dmitri Kharzeev,Stony Brook University and BNL,,2017,433345
Dong Ho Moon,Chonnam National University (KR),KR,2017,433345
Dong Jo Kim,Jyväskylä University (FI),FI,2017,433345
Dubinin Aleksandr,University of Wroclaw,,2017,433345
Dániel Kincses,Eötvös Loránd University,,2017,433345
Edgar Perez Lezama,Johann-Wolfgang-Goethe Univ. (DE),DE,2017,433345
Edmond Iancu,Institut de Physique Théorique de Saclay (IPhT),,2017,433345
Edmundo Garcia-Solis,National Science Foundation,,2017,433345
Eduard Seifert,Justus-Liebig-University Giessen,,2017,433345
Edward O'Brien,Brookhaven National Lab,,2017,433345
Eero Aleksi Kurkela,CERN and University of Stavanger,,2017,433345
Elena Bruna,INFN Torino (IT),IT,2017,433345
Elena Petreska,Nikhef/VU Amsterdam,,2017,433345
Eliane Epple,Yale University,,2017,433345
Emilie Maurice,Universite de Paris-Sud 11 (FR),FR,2017,433345
Enrico Scomparin,Universita e INFN Torino (IT),IT,2017,433345
Eric Mannel,Brookhaven National Labs,,2017,433345
Erin Gauger,University of Texas (US),US,2017,433345
Ernst Hellbar,Johann-Wolfgang-Goethe Univ. (DE),DE,2017,433345
Ester Anna Rita Casula,"Universita e INFN, Cagliari (IT)",IT,2017,433345
Esther Bartsch,Johann-Wolfgang-Goethe Univ. (DE),DE,2017,433345
Evgeny Kryshen,Petersburg Nuclear Physics Institut (RU),RU,2017,433345
Fabian Pliquett,Johann-Wolfgang-Goethe Univ. (DE),DE,2017,433345
Fabian Rennecke,"Institute for Theoretical Physics, Heidelberg University",,2017,433345
Fabrizio Grosa,Politecnico e INFN Torino (IT),IT,2017,433345
Federico Antinori,"Universita e INFN, Padova (IT) and CERN, Geneva (CH)",CH,2017,433345
Feng Liu,Central China Normal University,,2017,433345
Fernando Gardim,Federal University of Alfenas,,2017,433345
Filip Krizek,Acad. of Sciences of the Czech Rep. (CZ),CZ,2017,433345
Flemming Videbaek,BNL,,2017,433345
Florian Herrmann,Westfaelische Wilhelms-Universitaet Muenster (DE),DE,2017,433345
Francesca Bellini,"Universita e INFN, Bologna (IT)",IT,2017,433345
Frank Geurts,Rice University (US),US,2017,433345
Frederique Grassi,Universidade de São Paulo,,2017,433345
Freja Thoresen,University of Copenhagen (DK),DK,2017,433345
Frithjof Karsch,Brookhaven National Laboratory and Bielefeld University,,2017,433345
Fuqiang Wang,Purdue University (US),US,2017,433345
Gabor David,Stony Brook University,,2017,433345
Gabriel Denicol,Universidade Federal Fluminense,,2017,433345
Gabriele Coci,INFN - National Institute for Nuclear Physics,,2017,433345
Gaku Mitsuka,RIKEN,,2017,433345
Gang Wang,UCLA,,2017,433345
Gennady Kozlov,Joint Institute for Nuclear Research (RU),RU,2017,433345
George Fai,U.S. Department of Energy,,2017,433345
George Moschelli,Lawrence Technological University,,2017,433345
George Stephans,Massachusetts Inst. of Technology (US),US,2017,433345
Gergely Fejos,"Research Center for Nuclear Physics, Osaka University",,2017,433345
Gergely Gabor Barnafoldi,Wigner RCP Hungarian Academy of Sciences (HU),HU,2017,433345
Giacomo Contin,Lawrence Berkeley National Lab. (US),US,2017,433345
Gian Michele Innocenti,Massachusetts Inst. of Technology (US),US,2017,433345
Gianluca Usai,"University of Cagliari e INFN, Cagliari (IT)",IT,2017,433345
Gines Martinez-Garcia,Subatech UMR 6457,,2017,433345
Gojko Vujanovic,The Ohio State University,,2017,433345
Gokce Basar,"University of Maryland, College Park",,2017,433345
Gordon Baym,University of Illinois,,2017,433345
Grazyna Odyniec,Lawrence Berkeley National Laboratory,,2017,433345
Greeshma Koyithatta Meethaleveedu,IIT- Indian Institute of Technology (IN),IN,2017,433345
Guang-You Qin,Central China Normal University,,2017,433345
Guannan Xie,LBNL/USTC,,2017,433345
Guilherme Teixeira De Almeida Milhano,LIP-Lisbon & CERN TH,,2017,433345
Gunther Roland,Massachusetts Inst. of Technology (US),US,2017,433345
Gábor Papp,Eötvös University / Institute for Physics,,2017,433345
Haavard Helstrup,Western Norway University of Applied Sciences (NO),NO,2017,433345
Haiwang Yu,New Mexico State University,,2017,433345
Hallie Causey Trauger,University of Illinois at Chicago (US),US,2017,433345
Hamda Cherif,Johann-Wolfgang-Goethe Univ. (DE),DE,2017,433345
Hanlin Li,Wuhan University of Science and Technology & Purdue University,,2017,433345
Hannah Petersen,Frankfurt Institute of Advanced Studies,,2017,433345
Hannu Paukkunen,University of Jyväskylä,,2017,433345
Hao Qiu,Purdue University (US),US,2017,433345
Haojie Xu,Peking University,,2017,433345
Harald Appelshaeuser,Johann-Wolfgang-Goethe Univ. (DE),DE,2017,433345
Harri Niemi,"J. W. Goethe Universität, Frankfurt am Main",,2017,433345
Heidi Schuldes,Goethe-University Frankfurt,,2017,433345
Heikki Mäntysaari,Brookhaven National Laboratory,,2017,433345
Helen Caines,Yale University (US),US,2017,433345
Hendrik Poppenborg,Westfaelische Wilhelms-Universitaet Muenster (DE),DE,2017,433345
Henner Buesching,University of Frankfurt,,2017,433345
hidekazu tsukiji,Yakawa Institute for Theoretical Physics,,2017,433345
Hideki Hamagaki,Nagasaki Inst. of Applied Science (JP),JP,2017,433345
Hidetoshi TAYA,The University of Tokyo,,2017,433345
Hikari Murakami,University of Tokyo (JP),JP,2017,433345
Hiroshi Nakagomi,Tsukuba University,,2017,433345
Hiroshi Ohno,"Center for Computational Sciences, University of Tsukuba",,2017,433345
Hirotsugu Fujii,University of Tokyo,,2017,433345
Ho-Ung Yee,University of Illinois at Chicago / RBRC,,2017,433345
Hongxi Xing,Northwestern University / Argonne National Laboratory,,2017,433345
Horst Sebastian Scheid,Johann-Wolfgang-Goethe Univ. (DE),DE,2017,433345
Hua Pei,Central China Normal University CCNU (CN),CN,2017,433345
huan huang,UCLA,,2017,433345
Hubert van Hecke,Los Alamos National Laboratory,,2017,433345
Huichao Song,Peking University,,2017,433345
Huijun Ge,Stony Brook University,,2017,433345
Hyeonjoong Kim,Yonsei University (KR),KR,2017,433345
Ian Gardner Bearden,University of Copenhagen (DK),DK,2017,433345
Igor Altsybeev,St Petersburg State University (RU),RU,2017,433345
Igor Kozlov,McGill University,,2017,433345
Igor Lakomov,CERN,,2017,433345
Ilkka Helenius,Tübingen University,,2017,433345
In Kwon Yoo,"Dep. of Physics, Pusan National University (KR)",KR,2017,433345
Ingo-Martin Deppner,Physikalisches Institut der Universität Heidelberg,,2017,433345
Ionut Cristian Arsene,University of Oslo (NO),NO,2017,433345
Iouri Vassiliev,GSI,,2017,433345
Irais Bautista Guzman,Autonomous University of Puebla (MX),MX,2017,433345
Isaac Upsal,Ohio State University,,2017,433345
Isobel Kolbe,University of Cape Town,,2017,433345
Israel Portillo,University of Houston,,2017,433345
Itzhak Tserruya,Weizmann Institute of Science (IL),IL,2017,433345
Iurii Karpenko,SUBATECH,,2017,433345
Ivan Kisel,"Frankfurt Institute for Advanced Studies, FIAS",,2017,433345
Ivan Vitev,LANL,,2017,433345
Ivan Vorobyev,Technische Universitaet Muenchen (DE),DE,2017,433345
Iwona Grabowska-Bold,AGH University of Science and Technology (PL),PL,2017,433345
Jacopo Ghiglieri,CERN,,2017,433345
Jacquelyn Noronha-Hostler,University of Houston,,2017,433345
JaeBeom Park,Korea University (KR),KR,2017,433345
Jaehyeon Do,Yonsei university,,2017,433345
Jakub Kvapil,Czech Technical University in Prague,,2017,433345
Jakub Andrzej Kremer,AGH University of Science and Technology (PL),PL,2017,433345
James Brandenburg,Rice University,,2017,433345
James Castle,The University of Kansas (US),US,2017,433345
James Dunlop,Brookhaven National Laboratory,,2017,433345
James Mulligan,Yale University (US),US,2017,433345
Jamie Nagle,University of Colorado Boulder,,2017,433345
Jan Steinheimer,Frankfurt Institute for Advanced Studies,,2017,433345
Jan Fiete Grosse-Oetringhaus,CERN,,2017,433345
Jana Bielcikova,"Nuclear Physics Institute, Czech Academy of Sciences",,2017,433345
Jana Günther,University of Wuppertal,,2017,433345
Jarkko Peuron,University of Jyväskylä,,2017,433345
Jasmine Brewer,Massachusetts Institute of Technology,,2017,433345
Jason Bryslawskyj,University of California Riverside,,2017,433345
Javier Martin Blanco,Centre National de la Recherche Scientifique (FR),FR,2017,433345
Javier Orjuela Koop,University of Colorado Boulder,,2017,433345
Jean-Bernard Rose,Frankfurt Institute for Advanced Studies,,2017,433345
Jean-Francois Paquet,Stony Brook University,,2017,433345
Jennifer Klay,California Polytechnic State Univ. (US),US,2017,433345
Jens-Jorgen Gaardhoeje,"University of Copenhagen (DK), Niels Bohr Institute",,2017,433345
Jeongsu Bok,New Mexico State University,,2017,433345
Jerome Jung,Johann-Wolfgang-Goethe Univ. (DE),DE,2017,433345
Jesse Buxton,Ohio State University (US),US,2017,433345
ji xu,Central China Normal University,,2017,433345
Jian Sun,Purdue University (US),US,2017,433345
Jiangyong Jia,State University of New York (US),US,2017,433345
jiaxing zhao,Tsinghua University,,2017,433345
Jie Zhao,Purdue University,,2017,433345
Jihye Song,Pusan National University (KR),KR,2017,433345
Jihyun Bhom,"Institute of Nuclear Physics Polish Academy of Sciences ul. Radzikowskiego 152 31-342 Kraków, Poland",,2017,433345
Jim Thomas,Lawrence Berkeley National Lab. (US),US,2017,433345
Jin Huang,Brookhaven National Lab,,2017,433345
Jindřich Lidrych,Czech Technical University in Prague,,2017,433345
Jinfeng Liao,Indiana University,,2017,433345
Jing Wang,Massachusetts Inst. of Technology (US),US,2017,433345
Jingbo Zhang,Harbin Institute of Technology,,2017,433345
Jinjin Pan,Wayne State University (US),US,2017,433345
Jiri Dolejsi,Charles University (CZ),CZ,2017,433345
Joachim Schambach,University of Texas (US),US,2017,433345
Joachim Stroth,Johann-Wolfgang-Goethe Univ. (DE),DE,2017,433345
Jochen Wambach,TU-Darmstadt and GSI,,2017,433345
Joel Anthony Mazer,University of Tennessee (US),US,2017,433345
joerg aichelin,Subatech/CNRS,,2017,433345
Joern Putschke,Wayne State University (US),US,2017,433345
Johann Heuser,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE,2017,433345
Johanna Stachel,Ruprecht-Karls-Universitaet Heidelberg (DE),DE,2017,433345
John Lajoie,Iowa State University,,2017,433345
John William Harris,Yale University (US),US,2017,433345
Jonah Bernhard,Duke University,,2017,433345
Jonatan Adolfsson,Lund University (SE),SE,2017,433345
Jorge Noronha,University of Sao Paulo,,2017,433345
Jorge Andres Lopez Lopez,Federico Santa Maria Technical University (CL),CL,2017,433345
Joseph Adams,Ohio State University,,2017,433345
Joseph Atchison,Texas A&M University,,2017,433345
Joseph Osborn,University of Michigan,,2017,433345
Joseph Simpson,United States Naval Academy,,2017,433345
Julia Velkovska,Vanderbilt University (US),US,2017,433345
Julius Gronefeld,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE,2017,433345
Jurgen Schukraft,CERN,,2017,433345
Jussi Auvinen,Duke University,,2017,433345
Justin Ewigleben,Lehigh University,,2017,433345
Justin Edward Frantz,Ohio University (US),US,2017,433345
Justin Thomas Blair,University of Texas (US),US,2017,433345
Jürgen Eser,Goethe-University Frankfurt,,2017,433345
Kai Zhou,Frankfurt Institute for Advanced Studies,,2017,433345
Karel Safarik,CERN,,2017,433345
Kari J. Eskola,University of Jyvaskyla,,2017,433345
Katarina Gajdosova,University of Copenhagen (DK),DK,2017,433345
Kathryn Meehan,UC Davis,,2017,433345
Kaya Tatar,Massachusetts Inst. of Technology (US),US,2017,433345
Kazuhiro Watanabe,Old Dominion University,,2017,433345
Kazuhisa Okamoto,Nagoya University,,2017,433345
Kazunori Itakura,"Theory Center, IPNS, KEK",,2017,433345
Kazuya Aoki,KEK,,2017,433345
Kazuya Nagashima,Hiroshima University (JP),JP,2017,433345
Kenta Shigaki,Hiroshima University (JP),JP,2017,433345
Kevin Dusling,Physical Review Letters,,2017,433345
Kirill Lapidus,Yale University (US),US,2017,433345
Kirill Tuchin,Iowa State University,,2017,433345
Klaus Dehmelt,State University of New York (US),US,2017,433345
Klaus Johannes Reygers,Ruprecht-Karls-Universitaet Heidelberg (DE),DE,2017,433345
Koichi Hattori,Fudan University,,2017,433345
Koji Kawaguchi,Sophia University,,2017,433345
Kolja Kauder,Wayne State University,,2017,433345
Konrad Tywoniuk,CERN,,2017,433345
Korinna Christine Zapp,CERN theory department,,2017,433345
Krishna Rajagopal,Massachusetts Inst. of Technology (US),US,2017,433345
Krista Smith,Florida State University,,2017,433345
Kristjan Gulbrandsen,University of Copenhagen (DK),DK,2017,433345
Kun Jiang,University of Science and Technology of China,,2017,433345
Kunsu Oh,Pusan National University (KR),KR,2017,433345
Kurt Jung,University of Illinois at Chicago (US),US,2017,433345
Kurt Keys Hill,University of Colorado Boulder (US),US,2017,433345
Kyoichiro Ozawa,KEK,,2017,433345
Lais Ozelin De Lima Pimentel,University of Copenhagen (DK),DK,2017,433345
Larry McLerran,"Intitute for Nuclear Theory, University of Washington, Seattle, WA 98195",,2017,433345
Laura Fabbietti,Technische Universitaet Muenchen (DE),DE,2017,433345
Laura Havener,Columbia University (US),US,2017,433345
Leonardo Tinti,The Ohio State University,,2017,433345
Leonie Mueck,"Nature Research Group, Springer Nature",,2017,433345
Leticia Cunqueiro Mendez,Westfaelische Wilhelms-Universitaet Muenster (DE),DE,2017,433345
Li Yan,McGill University,,2017,433345
Li Yi,Yale University,,2017,433345
Liang He,Purdue University,,2017,433345
Liankun Zou,UC Riverside,,2017,433345
Lijia Jiang,Frankfurt Institute for Advanced Studies,,2017,433345
Lijuan Ruan,Brookhaven National Laboratory,,2017,433345
Lin Chen,Central China Normal University,,2017,433345
Liwen Wen,UCLA,,2017,433345
Long Zhou,USTC,,2017,433345
Ludwik Turko,University of Wroclaw (PL),PL,2017,433345
luis hernandez,"Instituto de Ciencias Nucleares, UNAM",,2017,433345
Madhukar Mishra,"Birla Institute of Technology and Science Pilani, Pilani Campus",,2017,433345
Maksym Zyzak,GSI,,2017,433345
Manan Shah,"PDPIAS, CHARUSAT",,2017,433345
Maneesha Sushama Pradeep,UIC,,2017,433345
Manuel Calderon de la Barca Sanchez,University of California Davis (US),US,2017,433345
Manuel Lorenz,University Frankfurt,,2017,433345
Maowu Nie,Shanghai Institute of Applied Physics (SINAP),,2017,433345
Marcelo Gameiro Munhoz,Universidade de Sao Paulo (BR),BR,2017,433345
Marco Van Leeuwen,Nikhef National institute for subatomic physics (NL),NL,2017,433345
Marcus Bluhm,University of Wroclaw,,2017,433345
Maria Paola Lombardo,INFN,,2017,433345
Marie Germain,"Subatech, IN2P3-CNRS (FR)",FR,2017,433345
Mark Mace,Stony Brook University,,2017,433345
Marlene Nahrgang,Subatech,,2017,433345
Marta Verweij,CERN,,2017,433345
Martin Rybar,Univ. Illinois at Urbana-Champaign (US),US,2017,433345
Martin Spousta,Charles University,,2017,433345
Martin L Purschke,Brookhaven National Laboratory (US),US,2017,433345
Marzia Rosati,Iowa State University,,2017,433345
Masaru Hongo,RIKEN iTHES,,2017,433345
Massimo Masera,University of Torino and INFN (IT),IT,2017,433345
Mateusz Dyndal,DESY,,2017,433345
Mateusz Ploskon,Lawrence Berkeley National Laboratory (US),US,2017,433345
Matthew Luzum,Universidade de Sao Paulo,,2017,433345
Mauricio Martinez Guerrero,North Caroline State University,,2017,433345
Maxim Konyushikhin,Wayne State University (US),US,2017,433345
Maxime Guilbaud,Rice University (US),US,2017,433345
maximilian attems,University of Barcelona,,2017,433345
Maximiliano Puccio,Universita e INFN Torino (IT),IT,2017,433345
Maya Shimomura,Nara Women's University (JP),JP,2017,433345
Mayank Singh,McGill University,,2017,433345
MD NASIM,"University of California, Los Angeles",,2017,433345
Meera Machado,University of Copenhagen,,2017,433345
Megan Connors,Georgia State University (US),US,2017,433345
Meijian Li,Iowa State University,,2017,433345
Meike Charlotte Danisch,Ruprecht-Karls-Universitaet Heidelberg (DE),DE,2017,433345
Mesut Arslandok,Ruprecht-Karls-Universitaet Heidelberg (DE),DE,2017,433345
Michael Lomnitz,Kent State University & Lawrence Berkeley National Lab.,,2017,433345
Michael Murray,The University of Kansas (US),US,2017,433345
Michael Oliver,Yale University (US),US,2017,433345
Michael Strickland,Kent State University,,2017,433345
Michael Tannenbaum,Brookhaven National Laboratory (US),US,2017,433345
Michael Weber,"Stefan Meyer Institute for Subatomic Physics (SMI), Austrian Academy of Sciences (AT)",AT,2017,433345
Michael (Felix) Clark,Columbia University (US),US,2017,433345
Michael Andreas Winn,Universite de Paris-Sud 11 (FR),FR,2017,433345
Michael William Phipps,Univ. Illinois at Urbana-Champaign (US),US,2017,433345
Michele Floris,CERN,,2017,433345
Michito Okai,Sophia University,,2017,433345
Miguel Arratia,UC Berkeley,,2017,433345
Miguel Angel Lopez-Ruiz,Indiana University,,2017,433345
Miguel Ángel Escobedo Espinosa,University of Jyväskylä,,2017,433345
Miki Sakaida,Osaka University,,2017,433345
Miklos Gyulassy,Lawrence Berkeley National Lab,,2017,433345
Milap Patel,Iowa State University,,2017,433345
Ming Li,"University of Minnesota, Twin Cities",,2017,433345
Ming Xiong Liu,Los Alamos National Laboratory,,2017,433345
Mingliang Zhou,State University of New York (US),US,2017,433345
Miroslav Šaur,Nuclear Physics Institute of the CAS,,2017,433345
Misha Stephanov,UIC,,2017,433345
Mohamad Tarhini,Universite de Paris-Sud 11 (FR),FR,2017,433345
Mohammad Nopoush,Kent State University,,2017,433345
Mohammad Ahmad Saleh,Wayne State University (US),US,2017,433345
Moritz Greif,University of Frankfurt,,2017,433345
Mubarak Alqahtani,Kent State University,,2017,433345
Murad Sarsour,Georgia State University,,2017,433345
Myunggeun Song,Yonsei University (KR),KR,2017,433345
Naoto Tanaka,University of Tsukuba (JP),JP,2017,433345
Naoto Tanji,Heidelberg University,,2017,433345
Nicholas Elsey,Wayne State University,,2017,433345
Nicole Apadula,Lawrence Berkeley National Lab. (US),US,2017,433345
Nicolo Jacazio,"Universita e INFN, Bologna (IT)",IT,2017,433345
NIHAR RANJAN SAHOO,Texas A&M University,,2017,433345
Niklas Mueller,Heidelberg University,,2017,433345
Nima Zardoshti,University of Birmingham (GB),GB,2017,433345
Ning Yu,Central China Normal University CCNU,,2017,433345
"Niseem Abdelrahman""Magdy""",Stony Brook University,,2017,433345
Norbert Novitzky,Stony Brook University,,2017,433345
Nu Xu,CCNU/LBNL,,2017,433345
Nuggehalli Ajitanand,SUNY Stony Brook,,2017,433345
