name,affiliation,country,year,indico_id
Aaron Angerami,Columbia University (US),US,2015,355454
Abhisek Sen,Iowa State University,,2015,355454
Adam Bzdak,Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie. NIP: 6750001923,,2015,355454
Adam Kisiel,Warsaw University of Technology (PL),PL,2015,355454
Adam Trzupek,Institute of Nuclear Physics Polish Academy of Sciences (PL),PL,2015,355454
Adam Tomasz Matyja,Polish Academy of Sciences (PL),PL,2015,355454
Akari Takeda,Nara Women's University,,2015,355454
Akihide Nobuhiro,Hiroshima University (JP),JP,2015,355454
Akihiko Monnai,RIKEN BNL Research Center,,2015,355454
Akira Ohnishi,Kyoto University,,2015,355454
Alan Dion,Stony Brook University,,2015,355454
Alberto Baldisseri,"CEA/IRFU, Centre d'etudes de Saclay Gif-sur-Yvette (FR)",FR,2015,355454
Aleksas Mazeliauskas,Stony Brook University,,2015,355454
Alessandro De Falco,Universita e INFN (IT),IT,2015,355454
Alexander Milov,Weizmann Institute of Science,,2015,355454
Alexander Nikolaev,Far Eastern Federal University,,2015,355454
Alexander Rothkopf,Heidelberg University,,2015,355454
Alexander Sorin,Joint Inst. for Nuclear Research (RU),RU,2015,355454
Alexander Philipp Kalweit,CERN,,2015,355454
Alexandre Alarcon Do Passo Suaide,Universidade de Sao Paulo (BR),BR,2015,355454
Alexandre Lebedev,Iowa State University,,2015,355454
Ali Hanks,UC Berkeley,,2015,355454
Alice Zimmermann,Ruprecht-Karls-Universitaet Heidelberg (DE),DE,2015,355454
AMAL SARKAR,Indian Institute of Technology Bombay,,2015,355454
Andre Mischke,Utrecht University,,2015,355454
Andrea Beraudo,"INFN, sezione di Torino (IT)",IT,2015,355454
Andrea Dainese,INFN - Padova (IT),IT,2015,355454
Andrea Dubla,Utrecht University,,2015,355454
Andreas Morsch,CERN,,2015,355454
Andrey Kotov,Institute for Theoretical and Experimental Physics,,2015,355454
Andrey Sadofyev,Massachusetts Inst. of Technology (US),US,2015,355454
Andrey Sadofyev,MIT,,2015,355454
Andrey Seryakov,St. Petersburg State University (RU),RU,2015,355454
Andriniaina Narindra Rasoanaivo,University of Cape Town,,2015,355454
Angela Badala,INFN - Sezione di Catania,,2015,355454
Anne Marie Sickles,Univ. Illinois at Urbana-Champaign (US),US,2015,355454
Annelies Marianne Veen,Utrecht University,,2015,355454
Anthony Frawley,Florida State University,,2015,355454
Anthony Robert Timmins,University of Houston (US),US,2015,355454
Antonio Ortiz Velasquez,Universidad Nacional Autonoma (MX),MX,2015,355454
Antonio Uras,Universite Claude Bernard-Lyon I (FR),FR,2015,355454
Antonio Carlos Oliveira Da Silva,Universidade de Sao Paulo (BR),BR,2015,355454
Arbin Timilsina,ISU,,2015,355454
Armando Puglisi,"INFN-LNS, University of Catania",,2015,355454
ARPAN DAS,"Institute of Physics, Bhubaneswar",,2015,355454
Arturo Fernandez Tellez,Autonomous University of Puebla (MX),MX,2015,355454
Asobu Suzuki,University of Tsukuba,,2015,355454
Astrid Morreale,Centre National de la Recherche Scientifique (FR),FR,2015,355454
Atsuro Ikeda,Osaka University,,2015,355454
Atsushi Nakamura,Osaka Univ,,2015,355454
Austin Baty,Massachusetts Inst. of Technology (US),US,2015,355454
Axel Drees,Stony Brook University,,2015,355454
Azwinndini Muronga,University of Johannesburg,,2015,355454
Baldo Sahlmueller,Johann-Wolfgang-Goethe Univ. (DE),DE,2015,355454
Barbara Betz,Goethe University Frankfurt,,2015,355454
Barbara Jacak,Lawrence Berkeley National Lab. (US),US,2015,355454
Barbara Trzeciak,Czech Technical University in Prague,,2015,355454
Barbara Krystyna Wosiek,Institute of Nuclear Physics Polish Academy of Sciences (PL),PL,2015,355454
Ben Meiring,University of Cape Town,,2015,355454
Ben-Wei Zhang,Institute of Particle Physics,,2015,355454
Bengt Friman,GSI,,2015,355454
Benjamin Doenigus,Johann-Wolfgang-Goethe Univ. (DE),DE,2015,355454
Berndt Mueller,Brookhaven National Laboratory,,2015,355454
Bertrand Ducloue,University of Jyvaskyla,,2015,355454
Biao Tu,Central China Normal University,,2015,355454
Bikash Sinha,"Variable Energy Cyclotron Centre, Kolkata, India",,2015,355454
Bin Wu,CEA-Saclay,,2015,355454
Bingchu Huang,University of Illinois at Chicago,,2015,355454
BingRan He,Nagoya Univ.,,2015,355454
Biswarup Paul,Saha Institute of Nuclear Physics (IN),IN,2015,355454
Bjoern Schenke,Brookhaven National Lab,,2015,355454
Bojana Blagojevic,"Institute of Physics, University of Belgrade",,2015,355454
Bong-Hwi Lim,Pusan National University (KR),KR,2015,355454
Boris Hippolyte,Institut Pluridisciplinaire Hubert Curien (FR),FR,2015,355454
Brant Johnson,Brookhaven National Laboratory,,2015,355454
Brennan Schaefer,Vanderbilt University,,2015,355454
Brigitte Cheynis,Universite Claude Bernard-Lyon I (FR),FR,2015,355454
Burkhard Kampfer,HZDR,,2015,355454
Byungsik Hong,Korea University (KR),KR,2015,355454
Caio Alves Garcia Prado,Universidade de Sao Paulo (BR),BR,2015,355454
Carlos Merino,University of Santiago de Compostela,,2015,355454
Carlos A. Salgado,Universidade de Santiago de Compostela (ES),ES,2015,355454
Carlos Eugenio Perez Lara,Stony Brook University,,2015,355454
Carsten Greiner,University of Frankfurt,,2015,355454
Carsten Klein,Johann-Wolfgang-Goethe Univ. (DE),DE,2015,355454
Catalin Ristea,University of Bucharest,,2015,355454
Charles Gale,McGill University,,2015,355454
CHI YANG,University of Science and Technology of China,,2015,355454
Chihiro Sasaki,FIAS & Uni of Wroclaw,,2015,355454
Chiho Nonaka,Nagoya University,,2015,355454
Chilo Garabatos Cuadrado,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE,2015,355454
Christian Bourjau,University of Copenhagen (DK),DK,2015,355454
Christian Holm Christensen,University of Copenhagen (DK),DK,2015,355454
Christina Markert,University of Texas (US),US,2015,355454
Christoph Blume,Johann-Wolfgang-Goethe Univ. (DE),DE,2015,355454
Christopher Flores,"University of California, Davis",,2015,355454
Christopher Mc Ginn,Massachusetts Inst. of Technology (US),US,2015,355454
Christopher Plumberg,The Ohio State University,,2015,355454
Chun Shen,McGill University,,2015,355454
Chunbin Yang,Institute of Particle Physics,,2015,355454
Chunhui Zhang,Nikhef National institute for subatomic physics (NL),NL,2015,355454
Claudia Hoehne,University Giessen,,2015,355454
Claudia Ratti,University of Houston,,2015,355454
Colin Adcock,IOP Publishing,,2015,355454
Constantinos Loizides,Lawrence Berkeley National Lab. (US),US,2015,355454
Cristiane Jahnke,Universidade de Sao Paulo (BR),BR,2015,355454
Cristina Bedda,Politecnico e INFN Torino (IT),IT,2015,355454
Cristina Tuve,"Universita e INFN, Catania (IT)",IT,2015,355454
Cynthia Hadjidakis,CNRS / University of Paris-Sud 11 (FR),FR,2015,355454
Daicui Zhou,Central China Normal University CCNU (CN),CN,2015,355454
Daiki Sekihata,Hiroshima University (JP),JP,2015,355454
Daiki Suenaga,Nagoya University,,2015,355454
daimei zhou,iopp,,2015,355454
Daisuke Watanabe,University of Tsukuba (JP),JP,2015,355454
Daniel Cebra,"University of California, Davis",,2015,355454
Daniel Pablos,Universitat de Barcelona,,2015,355454
Daniil Gelfand,Vienna University of Technology,,2015,355454
Danut Argintaru,"Constanta Maritime University, Romania",,2015,355454
Darren McGlinchey,University of Colorado,,2015,355454
David Hofman,University of Illinois at Chicago (US),US,2015,355454
David Morrison,Brookhaven National Laboratory,,2015,355454
David Silvermyr,Lund University (SE),SE,2015,355454
David Zaslavsky,Central China Normal University,,2015,355454
David Michael Rohr,Frankfurt Institute for Advanced Studies,,2015,355454
DEBADEEPTI MISHRA,"NATIONAL INSTITUTE OF SCIENCE EDUCATION AND RESEARCH, INDIA",,2015,355454
Debojit Sarkar,Department of Atomic Energy (IN),IN,2015,355454
Deepa Thomas,University of Texas (US),US,2015,355454
Deepali Sharma,Stony Brook University,,2015,355454
Defu Hou,Central China Normal University,,2015,355454
Denes Molnar,Purdue University,,2015,355454
Dennis Bazow,The Ohio State University,,2015,355454
Dennis Perepelitsa,Brookhaven National Laboratory (US),US,2015,355454
Deqing Fang,"Shanghai Institute of Applied Physics, Chinese Academy of Sciences",,2015,355454
Derek Teaney,Stony Brook University,,2015,355454
Di-Lun Yang,RIKEN/University of Crete,,2015,355454
Dieter Roehrich,University of Bergen (NO),NO,2015,355454
Dinesh Srivastava,"Variable Energy Cyclotron Centre, Kolkata",,2015,355454
Dirk Rischke,University Frankfurt,,2015,355454
Dmitri Kharzeev,Stony Brook University,,2015,355454
Dmitri Peresunko,National Research Centre Kurchatov Institute (RU),RU,2015,355454
Dmytro Oliinychenko,FIAS,,2015,355454
Domenico Colella,Slovak Academy of Sciences (SK),SK,2015,355454
Domenico Elia,INFN Bari,,2015,355454
Dong Ho Moon,Chonnam National University (KR),KR,2015,355454
Douglas Wertepny,The Ohio State University,,2015,355454
Edgar Perez Lezama,Johann-Wolfgang-Goethe Univ. (DE),DE,2015,355454
Edmond Iancu,"CEA/IPhT,Centre d'etude de Saclay Gif-sur-Yvette (FR)",FR,2015,355454
Eduardo Fraga,Universidade Federal do Rio de Janeiro,,2015,355454
Eduardo Grossi,University of Florence & INFN Florence,,2015,355454
Eero Aleksi Kurkela,CERN & Univ. Stavanger,,2015,355454
Elena Bratkovskaya,"ITP and FIAS, Uni. Frankfurt",,2015,355454
Elena Petreska,"CPHT, Ecole Polytechnique",,2015,355454
Emilien Chapon,LLR - Ecole polytechnique,,2015,355454
Enke Wang,Institute of Particle Physics,,2015,355454
Enrico Scomparin,INFN Torino (IT),IT,2015,355454
Enrico Speranza,GSI and TU Darmstadt,,2015,355454
Ernst Sichtermann,Lawrence Berkeley National Laboratory,,2015,355454
Esther Bartsch,Johann-Wolfgang-Goethe Univ. (DE),DE,2015,355454
Evgeny Kryshen,CERN,,2015,355454
Evgeny Shulga,National Research Nuclear University MEPhI (RU),RU,2015,355454
Ewa Maksymiuk,Jan Kochanowski University,,2015,355454
Fabio Dominguez,Universidade de Santiago de Compostela,,2015,355454
"Fabio, Filippo Colamaria","University of Bary and INFN, Bari (IT)",IT,2015,355454
Federico Antinori,"Universita e INFN, Padova (IT)",IT,2015,355454
Feng Liu,Central China Normal University,,2015,355454
Filip Erhardt,University of Zagreb (HR),HR,2015,355454
Francesco Becattini,Unversity of Florence,,2015,355454
Francois Gelis,Institut de Physique Theorique,,2015,355454
Frank Geurts,Rice University (US),US,2015,355454
Frederique Grassi,Instituto de Física - Universidade de São Paulo,,2015,355454
Frithjof Karsch,Brookhaven National Laboratory,,2015,355454
Fuqiang Wang,Purdue University (US),US,2015,355454
Gabor Almasi,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH,,2015,355454
Gabor David,Brookhaven National Laboratory,,2015,355454
Gabriel Denicol,McGill University,,2015,355454
Gaku Mitsuka,RIKEN BNL Research Center,,2015,355454
Ganesh Jagannath Tambave,University of Bergen (NO),NO,2015,355454
Gang Chen,China University of Geosciences,,2015,355454
Gang Wang,UCLA,,2015,355454
Garima Punetha,Kumaun University Nainital,,2015,355454
Geonhee Oh,Chonnam National University (KR),KR,2015,355454
Georg Wolschin,Heidelberg University,,2015,355454
George Fai,U.S. Department of Energy,,2015,355454
Gergely Fejos,Osaka University,,2015,355454
Gergely Gabor Barnafoldi,Wigner RCP Hungarian Academy of Sciences (HU),HU,2015,355454
Giacomo Contin,Lawrence Berkeley National Lab. (US),US,2015,355454
Gines Martinez-Garcia,Subatech (CNRS/IN2P3),,2015,355454
Giorgio Torrieri,"IFGW, Unicamp",,2015,355454
Giulia Manca,Laboratoire de l'Accelerateur Lineaire d'Orsay (FR),FR,2015,355454
Gokce Basar,"University of Maryland, College Park",,2015,355454
Goran Simatovic,University of Zagreb (HR),HR,2015,355454
Gordon Baym,University of Illinois,,2015,355454
Grazyna Odyniec,Lawrence Berkeley National laboratory,,2015,355454
Guang-You Qin,Central China Normal University,,2015,355454
Guannan Xie,LBNL/USTC,,2015,355454
Gunther Roland,Massachusetts Inst. of Technology (US),US,2015,355454
Guo-Liang Ma,"Shanghai INstitute of Applied Physics (SINAP), CAS",,2015,355454
Gustavo Conesa Balbastre,Centre National de la Recherche Scientifique (FR),FR,2015,355454
Guy Paic,Universidad Nacional Autonoma (MX),MX,2015,355454
Gyula Bencedi,Hungarian Academy of Sciences (HU),HU,2015,355454
Gábor Papp,Eötvös University,,2015,355454
Haavard Helstrup,Bergen University College (NO),NO,2015,355454
Haitao Zhang,Central China Normal University CCNU (CN),CN,2015,355454
Hamza Berrehrah,FIAS,,2015,355454
Hanna Grönqvist,"Institut de physique théorique, CEA Saclay",,2015,355454
Hannah Petersen,Frankfurt Institute for Advanced Studies,,2015,355454
Hans Martin Ljunggren,Lund University (SE),SE,2015,355454
Hanzhong Zhang,"IOPP, CCNU",,2015,355454
hao liu,Institute of High Energy Physics,,2015,355454
Hao Qiu,Lawrence Berkeley National Lab,,2015,355454
Harald Appelshaeuser,Johann-Wolfgang-Goethe Univ. (DE),DE,2015,355454
Harri Niemi,Johann Wolfgang Goethe-Universität,,2015,355454
Hector Bello Martinez,Autonomous University of Puebla (MX),MX,2015,355454
Heidi Schuldes,Goethe-University Frankfurt,,2015,355454
Henner Buesching,Johann-Wolfgang-Goethe Univ. (DE),DE,2015,355454
hidekazu tsukiji,"Yukawa Institute for Theoretical Physics, Kyoto University",,2015,355454
Hideki Hamagaki,University of Tokyo (JP),JP,2015,355454
Hidemitsu Asano,Kyoto University/RIKEN,,2015,355454
Hideo Suganuma,Kyoto University,,2015,355454
Hideto Enyo,Inst. of Physical and Chemical Research (JP),JP,2015,355454
Hidetoshi TAYA,The University of Tokyo,,2015,355454
Hikari Murakami,University of Tokyo (JP),JP,2015,355454
Hiroki Yamamoto,University of Tsukuba (JP),JP,2015,355454
Hiroki Yokoyama,University of Tsukuba (JP),JP,2015,355454
HIROMI HINOHARA,Sophia University,,2015,355454
Hiroshi Horii,University of Tokyo,,2015,355454
Hiroshi Masui,Central China Normal University,,2015,355454
Hiroshi Nakagomi,Tsukuba University/RIKEN,,2015,355454
Hiroshi Ohno,"Center for Computational Sciences, University of Tsukuba",,2015,355454
Hirotsugu Fujii,University of Tokyo,,2015,355454
Hiroyuki Sako,Japan Atomic Energy Agency,,2015,355454
Hong Ni,Vanderbilt University (US),US,2015,355454
Hongsheng Zhu,University of Bergen(NO) and Central China Normal University CCNU (CN),CN,2015,355454
Hua Pei,Central China Normal University CCNU (CN),CN,2015,355454
Huan Chen,China University of Geosciences (Wuhan),,2015,355454
Huan Zhong Huang,UCLA,,2015,355454
Hubert van Hecke,Los Alamos National Laboratory,,2015,355454
Hugo Denis Antonio Pereira Da Costa,"CEA/IRFU,Centre d'etude de Saclay Gif-sur-Yvette (FR)",FR,2015,355454
Huichao Song,Peking University,,2015,355454
HYUNGJOO KIM,Yonsei University,,2015,355454
Ian Bearden,"Niels Bohr Institiute, University of Copenhagen",,2015,355454
Igor Kozlov,McGill University,,2015,355454
Ilya Selyuzhenkov,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE,2015,355454
In-Kwon Yoo,Pusan National University (KR),KR,2015,355454
Indranil Das,Saha Institute of Nuclear Physics (IN),IN,2015,355454
Ingvar Otterlund,Lund University (SE),SE,2015,355454
Ionut Cristian Arsene,University of Oslo (NO),NO,2015,355454
Irais Bautista Guzman,Autonomous University of Puebla (MX),MX,2015,355454
Isobel Kolbe,University of Cape Town,,2015,355454
itaru nakagawa,RIKEN,,2015,355454
Itzhak Tserruya,Weizmann Institute of Science (IL),IL,2015,355454
Iurii Karpenko,Frankfurt Institute for Advanced Studies,,2015,355454
Ivan Kisel,Johann-Wolfgang-Goethe Univ. (DE),DE,2015,355454
Ivan Vitev,Lis Alamos National Laboratory,,2015,355454
