name,affiliation,country,year,indico_id
Gasik Piotr,Technische Universität München,,2018,656452
Gavai Rajiv V,"Tata Institute, Mumbai, India",,2018,656452
Geraksiev Nikolay,JINR,,2018,656452
Geurts Frank,Rice University,,2018,656452
Ghiglieri Jacopo,CERN,,2018,656452
Ghosh Jhuma,Saha Institute of Nuclear Physics (IN),IN,2018,656452
Ghosh Snigdha,"Variable Energy Cyclotron Centre, Kolkata",,2018,656452
Giacalone Giuliano,Université Paris-Saclay,,2018,656452
Giubellino Paolo,GSI & FAIR,,2018,656452
Givoletti Jacopo,CAEN SPA,,2018,656452
Golosov Oleg,"MEPhI (Moscow, Russia)",,2018,656452
Gonzalez Victor,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE,2018,656452
Gonzalez Ferreiro Elena,"LLR, Ecole Polytechnique (FR) & Universidade de Santiago de Compostela (ES)",ES,2018,656452
Gossiaux Pol Bernard,"SUBATECH -- CNRS/IN2P3, IMT Atlantique, Université de Nantes",,2018,656452
Grabowska-Bold Iwona,AGH University of Science and Technology (PL),PL,2018,656452
Graczykowski Lukasz Kamil,Warsaw University of Technology (PL),PL,2018,656452
Grassi Frederique,Universidade de São Paulo,,2018,656452
Greco Vincenzo,University of Catania - INFN,,2018,656452
Greene Victoria,Vanderbilt University (US),US,2018,656452
Greif Moritz,University of Frankfurt,,2018,656452
Greiner Carsten,Goethe University,,2018,656452
Grelli Alessandro,Utrecht University (NL),NL,2018,656452
Grosa Fabrizio,Politecnico di Torino - DISAT (IT),IT,2018,656452
Grosse-Oetringhaus Jan Fiete,CERN,,2018,656452
Grossi Eduardo,Heidelberg University,,2018,656452
Guber Fedor,"INR, Russian Academy of Sciences (RU)",RU,2018,656452
Guenther Jana N.,Regensburg University,,2018,656452
Guerrero Rodríguez Pablo,"UGR (Granada, Spain)/CPHT (Palaiseau, France)",,2018,656452
GUILBAUD Maxime,CERN,,2018,656452
Gupta Sourendu,"TIFR, Mumbai",,2018,656452
Gyulassy Miklos,"ColumbiaU, LBNL, CCNU, Wigner MTA",,2018,656452
Habib Michael Karim,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE,2018,656452
Hachiya Takashi,Nara Women's University and RIKEN,,2018,656452
Hagiwara Yoshikazu,Kyoto University,,2018,656452
Hamagaki Hideki,Nagasaki Institite of Applied Science,,2018,656452
Hambrock Robert,University of Cape Town,,2018,656452
Hammelmann Jan,Goethe University Frankfurt,,2018,656452
Hansen Hubert,IPNL,,2018,656452
Haque Md Rihan,Nikhef National institute for subatomic physics (NL),NL,2018,656452
Harabasz Szymon,TU Darmstadt,,2018,656452
Harlenderova Alena,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE,2018,656452
Harris John W,Yale University (US),US,2018,656452
Harutyunyan Arus,Frankfurt University,,2018,656452
Hattori Koichi,Fudan University,,2018,656452
Hauksson Sigtryggur,McGill University,,2018,656452
Hayashi Shinichi,University of Tokyo (JP),JP,2018,656452
He Wanbing,Fudan University,,2018,656452
He Xiaochun,Georgia State University,,2018,656452
Heckel Stefan,Johann-Wolfgang-Goethe Univ. (DE),DE,2018,656452
Heinz Ulrich,The Ohio State University / CERN,,2018,656452
Hellbär Ernst,Goethe-Universität Frankfurt,,2018,656452
Helstrup Håvard,Western Norway University of Applied Sciences,,2018,656452
Herrmann Florian,"Institut für Kernphysik, Universität Münster",,2018,656452
Herrmann Norbert,Univ. Heidelberg,,2018,656452
Heuser Johann,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE,2018,656452
Hill Kurt Keys,University of Colorado Boulder (US),US,2018,656452
Hills Christopher,University of Liverpool,,2018,656452
Hippolyte Boris,USIAS-IPHC-CERN,,2018,656452
Hirano Tetsufumi,Sophia University,,2018,656452
Hoehne Claudia,University Giessen,,2018,656452
Hohlweger Bernhard,TU Munich,,2018,656452
Hong Byungsik,Korea University,,2018,656452
Hongo Masaru,RIKEN,,2018,656452
Hornung Sebastian,GSI Darmstadt (DE),DE,2018,656452
Horowitz William,University of Cape Town,,2018,656452
Hosokawa Ritsuya,University of Tsukuba (JP),JP,2018,656452
Hu Qipeng,University of Colorado Boulder,,2018,656452
Huang Hengfeng,"School of Physics, Peking University",,2018,656452
Huang Huan,"University of California, Los Angeles",,2018,656452
Huang Jin,Brookhaven National Lab,,2018,656452
Huang Shengli,Stony Brook University,,2018,656452
Huang Xu-Guang,Fudan University,,2018,656452
Huhn Patrick,Johann-Wolfgang-Goethe Univ. (DE),DE,2018,656452
Hulcher Zachary,University of Cambridge,,2018,656452
Huovinen Pasi,University of Wroclaw,,2018,656452
Hushnud Hushnud,Saha Institute of Nuclear Physics,,2018,656452
Hussain Nur,Gauhati University,,2018,656452
Iancu Edmond,IPhT,,2018,656452
Ilieva Mariya,JINR,,2018,656452
Innocenti Gian Michele,Massachusetts Inst. of Technology (US),US,2018,656452
Ishida Pedro,Instituto de Física da Universidade de São Paulo,,2018,656452
Jacak Barbara,University of California - Berkeley,,2018,656452
Jacazio Nicolo,"Universita e INFN, Bologna (IT)",IT,2018,656452
Jacobs Peter,Lawrence Berkeley National Laboratory,,2018,656452
JADHAV MANOJ,IIT- Indian Institute of Technology (IN),IN,2018,656452
Jaiswal Amaresh,National Institute of Science Education and Research,,2018,656452
Jalilian-Marian Jamal,Baruch College,,2018,656452
Janik Malgorzata Anna,Warsaw University of Technology (PL),PL,2018,656452
Jeon Sangyong,McGill University,,2018,656452
Ji Yuanjing,University of Science and Technology of China,,2018,656452
Jia Jiangyong,Stony brook Universty (US),US,2018,656452
Jiang Kun,University of Science and Technology of China & Purdue University,,2018,656452
Jiang Ze Fang,CCNU,,2018,656452
JIPA Alexandru,"University of Bucharest, Faculty of Physics",,2018,656452
Johnson Brant,"APS Physical Review (L, E, AB); GSU/BNL/RBRC",,2018,656452
Jowett John,CERN,,2018,656452
Jung Jerome,Johann-Wolfgang-Goethe Univ. (DE),DE,2018,656452
Jung Kurt,University of Illinois at Chicago (US),US,2018,656452
Kajimoto Shiori,Osaka University,,2018,656452
Kalinak Peter,Slovak Academy of Sciences (SK),SK,2018,656452
Kalweit Alexander Philipp,CERN,,2018,656452
Kampfer Burkhard,HZDR/Inst. Rad. Phys.,,2018,656452
Kanakubo Yuuka,Sophia University,,2018,656452
Kapishin Mikhail,"Joint Institute for Nuclear Research, Dubna",,2018,656452
Kapusta Joseph,University of Minnesota,,2018,656452
Karczmarczyk Przemyslaw,Warsaw University of Technology (PL),PL,2018,656452
Kardan Behruz,"IKF, Uni-Frankfurt",,2018,656452
Karn Prof Dr Santosh Kumar,"PCCS, Greater Noida, NCR-Delhi, Dr APJ Abdul Kalam Technical Un",,2018,656452
Karpenko Iurii,SUBATECH Nantes / CNRS,,2018,656452
Kashirin Evgeny,NRNU MEPhI,,2018,656452
Katz Roland,University of São Paulo,,2018,656452
Kauder Kolja,Wayne State University,,2018,656452
Kawana Daichi,University of Tsukuba (JP),JP,2018,656452
Ke Weiyao,Duke University,,2018,656452
Keane Declan,Kent State University,,2018,656452
Kekelidze Vladimir,Joint Institute for Nuclear Research,,2018,656452
Kersting Nina,Bielefeld University,,2018,656452
Khachatryan Vladimir,Stony Brook University,,2018,656452
Khatun Anisa,Aligarh Muslim University (IN),IN,2018,656452
Khuntia Arvind,Indian Institute of Technology Indore (IN),IN,2018,656452
Kikoła Daniel,"Faculty of Physics, Warsaw University of Technology",,2018,656452
Kim Beomkyu,Inha University,,2018,656452
Kim Dong Jo,University of Jyvaskyla (FI),FI,2018,656452
Kim Eun-Joo,Chonbuk National University,,2018,656452
Kim Hyeonjoong,Yonsei University (KR),KR,2018,656452
Kim Hyunchul,Chonnam National University (KR),KR,2018,656452
Kim Yongsun,Univ. Illinois at Urbana Champaign (US),US,2018,656452
Kincses Dániel,Eötvös Loránd University,,2018,656452
Kireyeu Viktar,Joint Institute for Nuclear Research (RU),RU,2018,656452
Kisiel Adam,Warsaw University of Technology (PL),PL,2018,656452
Klein Carsten,Johann-Wolfgang-Goethe Univ. (DE),DE,2018,656452
Klein-Boesing Christian,Westfaelische Wilhelms-Universitaet Muenster (DE),DE,2018,656452
Klochkov Viktor,Frankfurt Uni / GSI,,2018,656452
Knichel Michael Linus,CERN,,2018,656452
Knospe Anders Garritt,University of Houston (US),US,2018,656452
Koch Volker,Lawrence Berkeley National Laboratory,,2018,656452
Koehler Markus,Heidelberg University,,2018,656452
Kolbe I.,University of Cape Town (ZA),ZA,2018,656452
Kornakov Georgy,TU Darmstadt,,2018,656452
Kotov Andrey,ITEP,,2018,656452
Kramarik Lukas,Czech Technical University (CZ),CZ,2018,656452
Kres Ievgenii,University of Wuppertal,,2018,656452
Krintiras Georgios,Universite Catholique de Louvain (UCL) (BE),BE,2018,656452
Krizkova Gajdosova Katarina,University of Copenhagen (DK),DK,2018,656452
Krouppa Brandon,Kent State University,,2018,656452
Kruse Anna-Lena,Bielefeld University,,2018,656452
Krüger Mario,Johann-Wolfgang-Goethe Univ. (DE),DE,2018,656452
Kubera Andrew,Ohio State University (US),US,2018,656452
Kucher Inna,"LLR, Palaiseau, France",,2018,656452
Kugler Andrej,"Nuclear Physics Institute, Czech Acad. of Sciences (CZ)",CZ,2018,656452
Kulathunga Mudiyanselage Nalinda,University of Houston,,2018,656452
Kulinich Yakov Petrovich,Univ. Illinois at Urbana Champaign (US),US,2018,656452
Kumar Shyam,"Ph.D. student at IIT Bombay, Mumbai, India",,2018,656452
Kurgyis Bálint,Eötvös Loránd University,,2018,656452
Kurkela Eero Aleksi,CERN,,2018,656452
Kwon Jiyeon,Inha University,,2018,656452
Kähler Philipp,Westfaelische Wilhelms-Universitaet Muenster (DE),DE,2018,656452
La Rocca Paola,"Universita e INFN, Catania (IT)",IT,2018,656452
Lacey Roy,Stony Brook University,,2018,656452
Lahiri Anirban,Bielefeld University,,2018,656452
Lai Yue Shi,Lawrence Berkeley National Lab,,2018,656452
Lajoie John,Iowa State University,,2018,656452
Lappi Tuomas,University of Jyvaskyla,,2018,656452
Lardeux Antoine,University of Oslo (NO),NO,2018,656452
Larionov Pavel,INFN e Laboratori Nazionali di Frascati (IT),IT,2018,656452
Lau Pak Hang,MIT,,2018,656452
Lea Ramona,Universita e INFN Trieste (IT),IT,2018,656452
Lednicky Richard,JINR Dubna,,2018,656452
Lee Kang Seog,Chonnam National University,,2018,656452
Lee Songkyo,Iowa State University,,2018,656452
Lee Sookhyun,Iowa State University,,2018,656452
Lee Yen-Jie,Massachusetts Inst. of Technology (US),US,2018,656452
Lehner Sebastian,Austrian Academy of Sciences (AT),AT,2018,656452
Leung Yue Hang,Stony Brook University,,2018,656452
Levai Peter,MTA Wigner RCP,,2018,656452
Li Haitao,Los Alamos National Laboratory,,2018,656452
Li Shi-Yuan,Shandong University,,2018,656452
Li Shiyong,University of Illinois at Chicago,,2018,656452
Li Wei,Rice University (US),US,2018,656452
Li Wei,"Shanghai Institute of Applied Physics, Chinese Academy of Sciences",,2018,656452
Li Xin,University of Science and Technology of China,,2018,656452
Liang Yue,Kent State Univesrsity & Lawrence Berkeley National Laboratory,,2018,656452
Liao Jinfeng,Indiana University,,2018,656452
Lim Bong-Hwi,Pusan National University (KR),KR,2018,656452
Lim Sanghoon,University of Colorado Boulder,,2018,656452
Lin Zi-Wei,"East Carolina University, Central China Normal University",,2018,656452
Lipiec Andrzej,Warsaw University of Technology,,2018,656452
Liu Feng,Central China Normal University,,2018,656452
Liu Peng,"Shanghai Institute of Applied Physics, Chinese Academy of Sciences",,2018,656452
Liu Shuai,Texas A&M University,,2018,656452
Liu Zhen,USTC/BNL,,2018,656452
Llope W.J.,Wayne State University (US),US,2018,656452
Loizides Constantinos,ORNL,,2018,656452
Lombardo Maria Paola,INFN,,2018,656452
Lopez Jorge,Federico Santa Maria Technical University (CL),CL,2018,656452
Lorenz Manuel,University Frankfurt,,2018,656452
Lorenzo Alessandra,"Universita e INFN, Bologna (IT)",IT,2018,656452
Lunardon Marcello,University of Padova and INFN Sezione di Padova,,2018,656452
Luo Ao,Central China Normal University,,2018,656452
Luo Tan,CCNU,,2018,656452
Luo Xiaofeng,Central China Normal University,,2018,656452
Luparello Grazia,INFN Trieste (IT),IT,2018,656452
Luzum Matthew,University of São Paulo,,2018,656452
Lyuboshitz Valery,"Joint Institute for Nuclear Research, Dubna",,2018,656452
Lökös Sándor,"Eötvös University, Budapest and Eszterházy University, Gyöngyös",,2018,656452
Lühder Jens,"Institut für Kernphysik, university muenster",,2018,656452
Ma Guo-Liang,"Shanghai Institute of Applied Physics, CAS",,2018,656452
Ma Long,Fudan University,,2018,656452
Ma Rongrong,BNL,,2018,656452
Mace Mark,Stony Brook University/Brookhaven National Lab,,2018,656452
Magas Volodymyr,University of Barcelona,,2018,656452
Mahmoud Tariq,University of Bonn (DE),DE,2018,656452
Majumder Abhijit,Wayne State University,,2018,656452
Makiyama Takahiro,Yuge college,,2018,656452
Maksiak Bartosz,"Warsaw University of Technology, Faculty of Physics",,2018,656452
Maksymiuk Ewa,Jan Kochanowski University,,2018,656452
Malecki Bartosz Piotr,Polish Academy of Sciences (PL),PL,2018,656452
Mallick Dukhishyam,National Institute of Science Education and Research (IN),IN,2018,656452
manca giulia,University of Cagliari and INFN,,2018,656452
Mantovani Sarti Valentina,Technische Universitaet Muenchen (DE),DE,2018,656452
Manzari Vito,INFN - Bari,,2018,656452
Mao Yaxian,Central China Normal University CCNU (CN),CN,2018,656452
