First Name	Last Name	Affiliation
Boris	Teyssier	Universite Claude Bernard-Lyon I (FR)
Boris	Tomasik	Univerzita Mateja Bela (SK)
Bowen	Xiao	Central China Normal University
Brandon	Krouppa	Kent State University
Brant	Johnson	American Physical Society
Brian	Cole	Columbia University (US)
Caio	Alves Garcia Prado	Universidade de Sao Paulo (BR)
Carlos	Perez Lara	Stony Brook University
Carlos A.	Salgado	Universidade de Santiago de Compostela (ES)
Carlota	Andres	Universidade de Santiago de Compostela
Carsten	Klein	Johann-Wolfgang-Goethe Univ. (DE)
Cesar Luiz	da Silva	Los Alamos National Lab
Chad	Flores	University of California Davis (US)
Chanwook	Park	McGill University
Chaolun	Wu	University of Colorado Boulder
Charles	Ferraioli	University of Maryland (US)
Charles	Gale	McGill University
Charles	Hughes	University of Tennessee (US)
Charles Felix	Maguire	Vanderbilt University (US)
Chathuranga	Sirimanna	Wayne State University
Cheng-Chieh	Peng	Purdue University (US)
Chi	Yang	Shandong University
Chiho	Nonaka	Nagoya University
Chong	Kim	UC Riverside
Christian	Bourjau	University of Copenhagen (DK)
Christian	Klein-Boesing	Westfaelische Wilhelms-Universitaet Muenster (DE)
Christian Holm	Christensen	University of Copenhagen (DK)
Christina	Deveaux	Justus Liebig Universitaet Giessen
Christina	Markert	University of Texas (US)
Christine	Aidala	University of Michigan
Christine	Nattrass	University of Tennessee (US)
Christoph	Blume	Johann-Wolfgang-Goethe Univ. (DE)
Christoph	Herold	Suranaree University of Technology, School of Physics
Christopher	Mc Ginn	Massachusetts Inst. of Technology (US)
Christopher	Plumberg	University of Minnesota
Christopher	Wesselborg	American Physical Society
Christopher	Zin	Wayne State University
Chun	Shen	Brookhaven National Laboratory
Chunjian	Zhang	Shanghai Institute of Applied Physics
Claude Andre	Pruneau	Wayne State University (US)
Claudia	Behnke	Social Media
Claudia	Ratti	University of Houston
Constantinos	Loizides	Lawrence Berkeley National Lab. (US)
Cristina	Terrevoli	Universita e INFN, Padova (IT)
Cristina	Tuve	Universita $ INFN, Catania (IT)
Daiki	Sekihata	Hiroshima University (JP)
Daniel	Brown	Lehigh University
Daniel	Cebra	University of California, Davis
Daniel	Muhlheim	Westfaelische Wilhelms-Universitaet Muenster (DE)
Daniel	Nemes	Yale
Daniel	Pablos	McGill
Daniel	Tapia Takaki	The University of Kansas (US)
Darren	McGlinchey	University of Colorado
David	d'Enterria	CERN
David	Hofman	University of Illinois at Chicago (US)
David	Horák	Czech Technical University (CZ)
David	Morrison	BNL
David	Silvermyr	Lund University (SE)
David	Stewart	Yale University
David	Tlusty	Rice University
Davide	Caffarri	NIKHEF
Debojit	Sarkar	Department of Atomic Energy (IN)
Declan	Keane	Kent State Univ, Ohio, USA
Deepa	Thomas	University of Texas (US)
Deepali	Sharma	Stony Brook University
Denes	Molnar	Purdue University
Denis	Jouan	Institut de Physique Nucleaire Orsay
Denise Aparecida	Moreira De Godoy	Westfälische Wilhelms-Universität Münster
Dennis	Bazow	The Ohio State University
Dennis	Perepelitsa	University of Colorado Boulder
Derek	Anderson	Texas A&M University
Derek	Teaney	Stony Brook University
Dhanush Anil	Hangal	University of Illinois at Chicago (US)
Di-Lun	Yang	RIKEN
Diego	Stocco	Centre National de la Recherche Scientifique (FR)
Dieter	Roehrich	University of Bergen (NO)
Diogenes	Domenicis Gimenez	Universidade de Sao Paulo (BR)
Dmitri	Kharzeev	Stony Brook University and BNL
Dong Ho	Moon	Chonnam National University (KR)
Dong Jo	Kim	Jyväskylä University (FI)
Dubinin	Aleksandr	University of Wroclaw
Dániel	Kincses	Eötvös Loránd University
Edgar	Perez Lezama	Johann-Wolfgang-Goethe Univ. (DE)
Edmond	Iancu	Institut de Physique Théorique de Saclay (IPhT)
Edmundo	Garcia-Solis	National Science Foundation
Eduard	Seifert	Justus-Liebig-University Giessen
Edward	O'Brien	Brookhaven National Lab
Eero Aleksi	Kurkela	CERN and University of Stavanger
Elena	Bruna	INFN Torino (IT)
Elena	Petreska	Nikhef/VU Amsterdam
Eliane	Epple	Yale University
Emilie	Maurice	Universite de Paris-Sud 11 (FR)
Enrico	Scomparin	Universita e INFN Torino (IT)
Eric	Mannel	Brookhaven National Labs
Erin	Gauger	University of Texas (US)
Ernst	Hellbar	Johann-Wolfgang-Goethe Univ. (DE)
Ester Anna Rita	Casula	Universita e INFN, Cagliari (IT)
Esther	Bartsch	Johann-Wolfgang-Goethe Univ. (DE)
Evgeny	Kryshen	Petersburg Nuclear Physics Institut (RU)
Fabian	Pliquett	Johann-Wolfgang-Goethe Univ. (DE)
Fabian	Rennecke	Institute for Theoretical Physics, Heidelberg University
Fabrizio	Grosa	Politecnico e INFN Torino (IT)
Federico	Antinori	Universita e INFN, Padova (IT) and CERN, Geneva (CH)
Feng	Liu	Central China Normal University
Fernando	Gardim	Federal University of Alfenas
Filip	Krizek	Acad. of Sciences of the Czech Rep. (CZ)
Flemming	Videbaek	BNL
Florian	Herrmann	Westfaelische Wilhelms-Universitaet Muenster (DE)
Francesca	Bellini	Universita e INFN, Bologna (IT)
Frank	Geurts	Rice University (US)
Frederique	Grassi	Universidade de São Paulo
Freja	Thoresen	University of Copenhagen (DK)
Frithjof	Karsch	Brookhaven National Laboratory and Bielefeld University
Fuqiang	Wang	Purdue University (US)
Gabor	David	Stony Brook University
Gabriel	Denicol	Universidade Federal Fluminense
Gabriele	Coci	INFN - National Institute for Nuclear Physics
Gaku	Mitsuka	RIKEN
Gang	Wang	UCLA
Gennady	Kozlov	Joint Institute for Nuclear Research (RU)
George	Fai	U.S. Department of Energy
George	Moschelli	Lawrence Technological University
George	Stephans	Massachusetts Inst. of Technology (US)
Gergely	Fejos	Research Center for Nuclear Physics, Osaka University
Gergely Gabor	Barnafoldi	Wigner RCP Hungarian Academy of Sciences (HU)
Giacomo	Contin	Lawrence Berkeley National Lab. (US)
Gian Michele	Innocenti	Massachusetts Inst. of Technology (US)
Gianluca	Usai	University of Cagliari e INFN, Cagliari (IT)
Gines	Martinez-Garcia	Subatech UMR 6457
Gojko	Vujanovic	The Ohio State University
Gokce	Basar	University of Maryland, College Park
Gordon	Baym	University of Illinois
Grazyna	Odyniec	Lawrence Berkeley National Laboratory
Greeshma	Koyithatta Meethaleveedu	IIT- Indian Institute of Technology (IN)
Guang-You	Qin	Central China Normal University
Guannan	Xie	LBNL/USTC
Guilherme	Teixeira De Almeida Milhano	LIP-Lisbon & CERN TH
Gunther	Roland	Massachusetts Inst. of Technology (US)
Gábor	Papp	Eötvös University / Institute for Physics
Haavard	Helstrup	Western Norway University of Applied Sciences (NO)
Haiwang	Yu	New Mexico State University
Hallie Causey	Trauger	University of Illinois at Chicago (US)
Hamda	Cherif	Johann-Wolfgang-Goethe Univ. (DE)
Hanlin	Li	Wuhan University of Science and Technology & Purdue University
Hannah	Petersen	Frankfurt Institute of Advanced Studies
Hannu	Paukkunen	University of Jyväskylä
Hao	Qiu	Purdue University (US)
Haojie	Xu	Peking University
Harald	Appelshaeuser	Johann-Wolfgang-Goethe Univ. (DE)
Harri	Niemi	J. W. Goethe Universität, Frankfurt am Main
Heidi	Schuldes	Goethe-University Frankfurt
Heikki	Mäntysaari	Brookhaven National Laboratory
Helen	Caines	Yale University (US)
Hendrik	Poppenborg	Westfaelische Wilhelms-Universitaet Muenster (DE)
Henner	Buesching	University of Frankfurt
hidekazu	tsukiji	Yakawa Institute for Theoretical Physics
Hideki	Hamagaki	Nagasaki Inst. of Applied Science (JP)
Hidetoshi	TAYA	The University of Tokyo
Hikari	Murakami	University of Tokyo (JP)
Hiroshi	Nakagomi	Tsukuba University
Hiroshi	Ohno	Center for Computational Sciences, University of Tsukuba
Hirotsugu	Fujii	University of Tokyo
Ho-Ung	Yee	University of Illinois at Chicago / RBRC
Hongxi	Xing	Northwestern University / Argonne National Laboratory
Horst Sebastian	Scheid	Johann-Wolfgang-Goethe Univ. (DE)
Hua	Pei	Central China Normal University CCNU (CN)
huan	huang	UCLA
Hubert	van Hecke	Los Alamos National Laboratory
Huichao	Song	Peking University
Huijun	Ge	Stony Brook University
Hyeonjoong	Kim	Yonsei University (KR)
Ian Gardner	Bearden	University of Copenhagen (DK)
Igor	Altsybeev	St Petersburg State University (RU)
Igor	Kozlov	McGill University
Igor	Lakomov	CERN
Ilkka	Helenius	Tübingen University
In Kwon	Yoo	Dep. of Physics, Pusan National University (KR)
Ingo-Martin	Deppner	Physikalisches Institut der Universität Heidelberg
Ionut Cristian	Arsene	University of Oslo (NO)
Iouri	Vassiliev	GSI
Irais	Bautista Guzman	Autonomous University of Puebla (MX)
Isaac	Upsal	Ohio State University
Isobel	Kolbe	University of Cape Town
Israel	Portillo	University of Houston
Itzhak	Tserruya	Weizmann Institute of Science (IL)
Iurii	Karpenko	SUBATECH
Ivan	Kisel	Frankfurt Institute for Advanced Studies, FIAS
Ivan	Vitev	LANL
Ivan	Vorobyev	Technische Universitaet Muenchen (DE)
Iwona	Grabowska-Bold	AGH University of Science and Technology (PL)
Jacopo	Ghiglieri	CERN
Jacquelyn	Noronha-Hostler	University of Houston
JaeBeom	Park	Korea University (KR)
Jaehyeon	Do	Yonsei university
Jakub	Kvapil	Czech Technical University in Prague
Jakub Andrzej	Kremer	AGH University of Science and Technology (PL)
James	Brandenburg	Rice University
James	Castle	The University of Kansas (US)
James	Dunlop	Brookhaven National Laboratory
James	Mulligan	Yale University (US)
Jamie	Nagle	University of Colorado Boulder
Jan	Steinheimer	Frankfurt Institute for Advanced Studies
Jan Fiete	Grosse-Oetringhaus	CERN
Jana	Bielcikova	Nuclear Physics Institute, Czech Academy of Sciences
Jana	Günther	University of Wuppertal
Jarkko	Peuron	University of Jyväskylä
Jasmine	Brewer	Massachusetts Institute of Technology
Jason	Bryslawskyj	University of California Riverside
Javier	Martin Blanco	Centre National de la Recherche Scientifique (FR)
Javier	Orjuela Koop	University of Colorado Boulder
Jean-Bernard	Rose	Frankfurt Institute for Advanced Studies
Jean-Francois	Paquet	Stony Brook University
Jennifer	Klay	California Polytechnic State Univ. (US)
Jens-Jorgen	Gaardhoeje	University of Copenhagen (DK), Niels Bohr Institute
Jeongsu	Bok	New Mexico State University
Jerome	Jung	Johann-Wolfgang-Goethe Univ. (DE)
Jesse	Buxton	Ohio State University (US)
ji	xu	Central China Normal University
Jian	Sun	Purdue University (US)
Jiangyong	Jia	State University of New York (US)
jiaxing	zhao	Tsinghua University
Jie	Zhao	Purdue University
Jihye	Song	Pusan National University (KR)
Jihyun	Bhom	Institute of Nuclear Physics Polish Academy of Sciences ul. Radzikowskiego 152 31-342 Kraków, Poland
Jim	Thomas	Lawrence Berkeley National Lab. (US)
Jin	Huang	Brookhaven National Lab
Jindřich	Lidrych	Czech Technical University in Prague
Jinfeng	Liao	Indiana University
Jing	Wang	Massachusetts Inst. of Technology (US)
Jingbo	Zhang	Harbin Institute of Technology
Jinjin	Pan	Wayne State University (US)
Jiri	Dolejsi	Charles University (CZ)
Joachim	Schambach	University of Texas (US)
Joachim	Stroth	Johann-Wolfgang-Goethe Univ. (DE)
Jochen	Wambach	TU-Darmstadt and GSI
Joel Anthony	Mazer	University of Tennessee (US)
joerg	aichelin	Subatech/CNRS
Joern	Putschke	Wayne State University (US)
Johann	Heuser	GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE)
Johanna	Stachel	Ruprecht-Karls-Universitaet Heidelberg (DE)
John	Lajoie	Iowa State University
John William	Harris	Yale University (US)
Jonah	Bernhard	Duke University
Jonatan	Adolfsson	Lund University (SE)
Jorge	Noronha	University of Sao Paulo
Jorge Andres	Lopez Lopez	Federico Santa Maria Technical University (CL)
Joseph	Adams	Ohio State University
Joseph	Atchison	Texas A&M University
Joseph	Osborn	University of Michigan
Joseph	Simpson	United States Naval Academy
Julia	Velkovska	Vanderbilt University (US)
Julius	Gronefeld	GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE)
Jurgen	Schukraft	CERN
Jussi	Auvinen	Duke University
Justin	Ewigleben	Lehigh University
Justin Edward	Frantz	Ohio University (US)
Justin Thomas	Blair	University of Texas (US)
Jürgen	Eser	Goethe-University Frankfurt
Kai	Zhou	Frankfurt Institute for Advanced Studies
Karel	Safarik	CERN
Kari J.	Eskola	University of Jyvaskyla
Katarina	Gajdosova	University of Copenhagen (DK)
Kathryn	Meehan	UC Davis
Kaya	Tatar	Massachusetts Inst. of Technology (US)
Kazuhiro	Watanabe	Old Dominion University
Kazuhisa	Okamoto	Nagoya University
Kazunori	Itakura	Theory Center, IPNS, KEK
Kazuya	Aoki	KEK
Kazuya	Nagashima	Hiroshima University (JP)
Kenta	Shigaki	Hiroshima University (JP)
Kevin	Dusling	Physical Review Letters
Kirill	Lapidus	Yale University (US)
Kirill	Tuchin	Iowa State University
Klaus	Dehmelt	State University of New York (US)
Klaus Johannes	Reygers	Ruprecht-Karls-Universitaet Heidelberg (DE)
Koichi	Hattori	Fudan University
Koji	Kawaguchi	Sophia University
Kolja	Kauder	Wayne State University
Konrad	Tywoniuk	CERN
Korinna Christine	Zapp	CERN theory department
Krishna	Rajagopal	Massachusetts Inst. of Technology (US)
Krista	Smith	Florida State University
Kristjan	Gulbrandsen	University of Copenhagen (DK)
Kun	Jiang	University of Science and Technology of China
Kunsu	Oh	Pusan National University (KR)
Kurt	Jung	University of Illinois at Chicago (US)
Kurt Keys	Hill	University of Colorado Boulder (US)
Kyoichiro	Ozawa	KEK
Lais	Ozelin De Lima Pimentel	University of Copenhagen (DK)
Larry	McLerran	Intitute for Nuclear Theory, University of Washington, Seattle, WA 98195
Laura	Fabbietti	Technische Universitaet Muenchen (DE)
Laura	Havener	Columbia University (US)
Leonardo	Tinti	The Ohio State University
Leonie	Mueck	Nature Research Group, Springer Nature
Leticia	Cunqueiro Mendez	Westfaelische Wilhelms-Universitaet Muenster (DE)
Li	Yan	McGill University
Li	Yi	Yale University
Liang	He	Purdue University
Liankun	Zou	UC Riverside
Lijia	Jiang	Frankfurt Institute for Advanced Studies
Lijuan	Ruan	Brookhaven National Laboratory
Lin	Chen	Central China Normal University
Liwen	Wen	UCLA
Long	Zhou	USTC
Ludwik	Turko	University of Wroclaw (PL)
luis	hernandez	Instituto de Ciencias Nucleares, UNAM
Madhukar	Mishra	Birla Institute of Technology and Science Pilani, Pilani Campus
Maksym	Zyzak	GSI
Manan	Shah	PDPIAS, CHARUSAT
Maneesha Sushama	Pradeep	UIC
Manuel	Calderon de la Barca Sanchez	University of California Davis (US)
Manuel	Lorenz	University Frankfurt
Maowu	Nie	Shanghai Institute of Applied Physics (SINAP)
Marcelo	Gameiro Munhoz	Universidade de Sao Paulo (BR)
Marco	Van Leeuwen	Nikhef National institute for subatomic physics (NL)
Marcus	Bluhm	University of Wroclaw
Maria Paola	Lombardo	INFN
Marie	Germain	Subatech, IN2P3-CNRS (FR)
Mark	Mace	Stony Brook University
Marlene	Nahrgang	Subatech
Marta	Verweij	CERN
Martin	Rybar	Univ. Illinois at Urbana-Champaign (US)
Martin	Spousta	Charles University
Martin L	Purschke	Brookhaven National Laboratory (US)
Marzia	Rosati	Iowa State University
Masaru	Hongo	RIKEN iTHES
Massimo	Masera	University of Torino and INFN (IT)
Mateusz	Dyndal	DESY
Mateusz	Ploskon	Lawrence Berkeley National Laboratory (US)
Matthew	Luzum	Universidade de Sao Paulo
Mauricio	Martinez Guerrero	North Caroline State University
Maxim	Konyushikhin	Wayne State University (US)
Maxime	Guilbaud	Rice University (US)
maximilian	attems	University of Barcelona
Maximiliano	Puccio	Universita e INFN Torino (IT)
Maya	Shimomura	Nara Women's University (JP)
Mayank	Singh	McGill University
MD	NASIM	University of California, Los Angeles
Meera	Machado	University of Copenhagen
Megan	Connors	Georgia State University (US)
Meijian	Li	Iowa State University
Meike Charlotte	Danisch	Ruprecht-Karls-Universitaet Heidelberg (DE)
Mesut	Arslandok	Ruprecht-Karls-Universitaet Heidelberg (DE)
Michael	Lomnitz	Kent State University & Lawrence Berkeley National Lab.
Michael	Murray	The University of Kansas (US)
Michael	Oliver	Yale University (US)
Michael	Strickland	Kent State University
Michael	Tannenbaum	Brookhaven National Laboratory (US)
Michael	Weber	Stefan Meyer Institute for Subatomic Physics (SMI), Austrian Academy of Sciences (AT)
Michael (Felix)	Clark	Columbia University (US)
Michael Andreas	Winn	Universite de Paris-Sud 11 (FR)
Michael William	Phipps	Univ. Illinois at Urbana-Champaign (US)
Michele	Floris	CERN
Michito	Okai	Sophia University
Miguel	Arratia	UC Berkeley
Miguel Angel	Lopez-Ruiz	Indiana University
Miguel Ángel	Escobedo Espinosa	University of Jyväskylä
Miki	Sakaida	Osaka University
Miklos	Gyulassy	Lawrence Berkeley National Lab
Milap	Patel	Iowa State University
Ming	Li	University of Minnesota, Twin Cities
Ming Xiong	Liu	Los Alamos National Laboratory
Mingliang	Zhou	State University of New York (US)
Miroslav	Šaur	Nuclear Physics Institute of the CAS
Misha	Stephanov	UIC
Mohamad	Tarhini	Universite de Paris-Sud 11 (FR)
Mohammad	Nopoush	Kent State University
Mohammad Ahmad	Saleh	Wayne State University (US)
Moritz	Greif	University of Frankfurt
Mubarak	Alqahtani	Kent State University
Murad	Sarsour	Georgia State University
Myunggeun	Song	Yonsei University (KR)
Naoto	Tanaka	University of Tsukuba (JP)
Naoto	Tanji	Heidelberg University
Nicholas	Elsey	Wayne State University
Nicole	Apadula	Lawrence Berkeley National Lab. (US)
Nicolo	Jacazio	Universita e INFN, Bologna (IT)
NIHAR RANJAN	SAHOO	Texas A&M University
Niklas	Mueller	Heidelberg University
Nima	Zardoshti	University of Birmingham (GB)
Ning	Yu	Central China Normal University CCNU
Niseem	Abdelrahman"Magdy"	Stony Brook University
Norbert	Novitzky	Stony Brook University
Nu	Xu	CCNU/LBNL
Nuggehalli	Ajitanand	SUNY Stony Brook
Olaf	Kaczmarek	University of Bielefeld
Olga	Evdokimov	University of Illinois at Chicago (US)
Oliver	Arnold	Technische Universitaet Muenchen (DE)
Oton	Vazquez Doce	Technische Universitaet Muenchen (DE)
Panos	Christakoglou	Nikhef National institute for subatomic physics (NL)
Paolo	Giubellino	FAIR & GSI
Paolo	Martinengo	CERN
Paolo	Parotto	University of Houston
Paolo Giuseppe	Alba	Frankfurt Institute for Advanced Studies
Pascal	Dillenseger	Johann-Wolfgang-Goethe Univ. (DE)
Pasi	Huovinen	University of Wroclaw
Pasquale	Di Nezza	Istituto Nazionale Fisica Nucleare Frascati (IT)
Patrick	Huhn	Johann-Wolfgang-Goethe Univ. (DE)
Patrick	Robbe	LAL - Universite Paris-Sud 11
Patrick	Sellheim	Goethe-University Frankfurt
Paul	Romatschke	University of Colorado, Boulder
Paul	Sorensen	BNL, DOE
Paul	Stankus	Oak Ridge National Laboratory - (US)
Pavol	Federic	Acad. of Sciences of the Czech Rep. (CZ)
Peifeng	Liu	Stony Brook University
Peng	Huo	State University of New York (US)
Peter	Arnold	University of Virginia
Peter	Braun-Munzinger	GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE)
Peter	Jones	University of Birmingham (GB)
Peter	Levai	Wigner RCP, Hungarian Academy of Sciences (HU)
Peter	Petreczky	BNL
Peter	Senger	GSI
Peter Alan	Steinberg	Brookhaven National Laboratory (US)
Peter Martin	Jacobs	Lawrence Berkeley National Lab. (US)
Peter Thomas	Jahn	Technische Universitaet Darmstadt
Petja	Paakkinen	University of Jyväskylä
Pierre	Moreau	Frankfurt Institute for Advanced Studies
Piotr	Bozek	AGH University of Science and Technology
Piotr	Gasik	Technische Universitaet Muenchen (DE)
Pol	Gossiaux	Subatech
Pooja	Pareek	Indian Institute of Technology Indore (IN)
Prakhar	Garg	Stony Brook University
Prashanth	Shanmuganathan	Lehigh university, USA
Prithwish	Tribedy	Brookhaven National Laboratory
Péter	Pósfay	Wigner Research Centre for Physics
Qian	Yang	University of Science and Technology of China
Qiao	Xu	Vanderbilt University (US)
Quan	Wang	The University of Kansas (US)
Qun	Wang	University of Science and Technology of China
Rachid	Nouicer	BNL
Radim	Slovak	Charles University (CZ)
Raghava	Varma	IIT- Indian Institute of Technology (IN)
Rainer	Fries	Texas A&M University
Rajiv V	Gavai	Tata Institute, Mumbai, India
Raju	Venugopalan	Brookhaven National Laboratory
Ralf	Averbeck	GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE)
Ralf	Rapp	Texas A&M University
Ran	Bi	Massachusetts Inst. of Technology (US)
Raul Tonatiuh	Jimenez Bustamante	Ruprecht-Karls-Universitaet Heidelberg (DE)
Raymond	Ehlers	Yale University (US)
Redmer Alexander	Bertens	University of Tennessee, Knoxville
Rene	Bellwied	University of Houston (US)
Richard	Seto	University of California Riverside (US)
Richard	Witt	United States Naval Academy
Richard Daniel	Majka	Yale University (US)
Ritsuya	Hosokawa	University of Tsukuba (JP)
Robert	Hambrock	University of Cape Town
Robert	Pisarski	Brookhaven National Lab.
Robert	Ray	University of Texas at Austin
Roberta	Arnaldi	INFN Torino (IT)
Roland	Katz	University of São Paulo
Roli	Esha	University of California - Los Angeles
Romain	Holzmann	GSI
Ron	Belmont	University of Colorado Boulder
Ron	Soltz	Lawrence Livermore Nat. Laboratory (US)
Rongrong	Ma	BNL
Rosi Jan	Reed	Lehigh University
Roy Alphanso	Lacey	State University of New York (US)
Ryan	Weller	University of Colorado at Boulder
Ryo	Aoyama	University of Tsukuba
Sabita	Das	Central China Normal University
Saehanseul	Oh	Yale University (US)
Salvatore	Aiola	Yale University (US)
Samuel Steed	Boren	The University of Kansas (US)
Sang Eon	Park	Rice University (US)
Sanghoon	Lim	LANL
Sangwook	Ryu	Frankfurt Institute for Advanced Studies
Sangyong	Jeon	McGill University
Sarah	Campbell	Columbia University (US)
Sarah	Porteboeuf	Univ. Blaise Pascal Clermont-Fe. II (FR)
Satoshi	Yano	Hiroshima University (JP)
Sayantan	Sharma	BNL
Scott	McDonald	McGill University
Scott	Moreland	Duke University
Scott	Pratt	Michigan State University
Sean	Bartz	Macalester College
Sean	Gavin	Wayne State University
Sebastian	Lehner	Austrian Academy of Sciences (AT)
Sebastian	Tapia Araya	Federico Santa Maria Technical University (CL)
Sedigheh	Jowzaee	Wayne State University
Sergei	Voloshin	Wayne State University (US)
Sergei	Zharko	Peter the Great Saint-Petersburg Polytechnic University
Shanshan	Cao	Wayne State University
Shenghui	Zhang	USTC
Shengquan	Tuo	Vanderbilt University (US)
Shingo	Sakai	University of Tsukuba (JP)
Shinsuke	Yoshida	Los Alamos National Laboratory
Shiori	Kajimoto	Osaka University
Shoichiro	Tsutsui	KEK
Shu	Lin	Sun Yat-Sen University
Shuai	Liu	Texas A&M University
Shuai	Yang	Brookhaven National Lab
Shusu	Shi	CCNU
Shuzhe	SHI	Indiana University, Bloomington
Sigtryggur	Hauksson	McGill University
Siwei	Luo	The university of Illinois at Chicago
Soeren	Schlichting	University of Washington
Songkyo	Lee	Korea University (KR)
Sonia	Parmar	Panjab University (IN)
Sooraj Krishnan	Radhakrishnan	Lawrence Berkeley National Lab
Soren Pontoppidan	Sorensen	University of Tennessee (US)
Soumya	Mohapatra	Columbia University (US)
Sourav	Tarafdar	Vanderbilt University (US)
Sourendu	Gupta	Tata Institute of Fundamental Research
Spencer	Klein	Lawrence Berkeley National Laboratory
Spyridon	Margetis	Kent State University
Srimoyee	Sen	University of Arizona
Stefania	Bufalino	Politecnico e INFN Torino (IT)
Stefano	Trogolo	Universita e INFN Torino (IT)
Steffen A.	Bass	Duke University
Steffen Georg	Weber	Technische Universitaet Darmstadt (DE)
Stephen	Sanders	The University of Kansas (US)
Steven	Rose	Texas A&M University
Subhash	Singha	Kent State University
Sumit	Basu	Wayne State University, Detroit, Michigan
Sungtae	Cho	Kangwon National University
