First Name	Last Name	Affiliation
Shuang	Li	China Three Gorges University
Shuqing	Li	Jining University
Shusu	Shi	Central China Normal University
Shuwan	Shen	Central China Normal Univercity
shuxiang	ma	shandong University
Shuzhe	SHI	McGill University
Shyam	Kumar	Institute of Modern Physics, Chinese Academy of Sciences
Sigtryggur	Hauksson	McGill University
Silvia	Masciocchi	GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE)
Silvia	Pisano	Centro Fermi & Laboratori Nazionali di Frascati - INFN (IT)
Sitian	Qian	Peking University
Siyu	Tang	Central China Normal University CCNU (CN) and LPC Clermont-Ferrand
Sizar	Aziz	Centre National de la Recherche Scientifique (FR)
Soeren	Schlichting	Universität Bielefeld
Somadutta	Bhatta	Stony brook Universty (US)
Somnath	Kar	Central China Normal University CCNU (CN)
Song	Shi	National University of Defense Technology
Song	Zhang	Fudan University (CN)
Songkyo	Lee	Iowa State University (US)
Sonja	Kabana	Centre National de la Recherche Scientifique (FR)
Sooraj Krishnan	Radhakrishnan	Lawrence Berkeley National Laboratory
sora	oh	chonbuk national university
Soumya	Mohapatra	Columbia University (US)
Sourav	Kundu	National Institute of Science Education and Research (IN)
Sourendu	Gupta	TIFR
Souvik Priyam	Adhya	Charles University
Stefan	Floerchinger	Heidelberg University
Stefano	Trogolo	Universita e INFN, Padova (IT)
Steffen A.	Bass	Duke University
Subhash	Singha	Institute of Modern Physics CAS
SUBHASIS	SAMANTA	National Institute of Science Education and Research
Subikash	Choudhury	Fudan University, UCLA
Subrata	Pal	Tata Institute, Mumbai
Sudhir	Raniwala	University of Rajasthan (IN)
Sudhir Pandurang	Rode	Indian Institute of Technology Indore (IN)
Sumit Kumar	Saha	VECC
Sunil	Jaiswal	Tata Institute of Fundamental Research
Sushant Kumar	Singh	Variable Energy Cyclotron Centre, Kolkata
Sushanta	Tripathy	Indian Institute of Technology Indore (IN)
Swagato	Mukherjee	Brookhaven National Laboratory
Szymon	Harabasz	Technische Universität Darmstadt
Taesoo	Song	GSI
Takahiro	Miura	Osaka University
Takahito	Todoroki	RIKEN BNL Research Center
Takashi	Hachiya	Nara Women's University and RIKEN
Taku	Gunji	University of Tokyo (JP)
Takumi	Osako	Hiroshima University (JP)
Tamas	Biro	Wigner RCP
Tan	Luo	IGFAE
Tang	Shi'an	Peking University
Tapan K.	Nayak	CERN, Geneva and NISER, Bhubaneswar
Tatsuya	Chujo	University of Tsukuba (JP)
Tetsufumi	Hirano	Sophia Univ
Tetyana	Galatyuk	TU Darmstadt / GSI
Thomas	Hemmick	Stony Brook University
Tianhao	Shao	Shanghai Institute of Applied Physics
Tiantian	Cheng	Central China Normal University CCNU (CN)
Tianyu	Dai	Duke University
Timothy	Rinn	University Of Illinois (US)
Tiziano	Virgili	Università and INFN, Salerno (IT)
Tom	Reichert	Institut für Theoretische Physik, Goethe Universität Frankfurt
Tomas	Herman	Czech Technical University (CZ)
Tomasz	Bold	AGH Univ. of Science and Technology, Krakow
Tong	Liu	Yale University
Toru	Kojo	Central China Normal University
Toshihiro	Nonaka	Central China Normal University
Travis	Dore	University of Illinois at Urbana-Champaign
Tribhuban	Parida	Indian Institute of Science Education and research,Berhampur
UKACHUKWU	UGOCHUKWU	CHARTJOSSY INVESTMENT LIMITED
Umut	Gursoy	Utrecht University
Urs	Wiedemann	CERN
Vadim	Babkin	Joint Institute for Nuclear Research (RU)
Valerii	Kondratev	St Petersburg State University (RU)
Veronica	Canoa Roman	Stony Brook university
Verônica	Dexheimer	Kent State University
Victor	Roy	National Institute of Science Education and Research
Victoria	Greene	Vanderbilt University (US)
Viktor	Klochkov	GSI / Frankfurt Uni
Vincent	Gaebel	Frankfurt Institute for Advanced Studies
Vit	Kucera	Inha University (KR)
Vito	Manzari	INFN - Bari
Vladimir	Skokov	North Carolina State University
Volker	Koch	LBNL
Vytautas	Vislavicius	University of Copenhagen (DK)
Wanbing	He	Fudan University
wang	fen	qwe
Wei	Chen	UCAS
Wei	Dai	China University of Geosciences
Wei	Li	Rice University (US)
Wei-jie	Fu	Dalian University of Technology
Wei-Liang	Qian	University of Sao Paulo
Weihu	Ma	Fudan University
Weixi	Kong	CCNU
Weiyao	Ke	University of California, Berkeley
Wen-Jing	Xing	Central China Normal University
Wenbin	Zhao	Peking University
Wenchang	Xiang	Guizhou University of Finance and Economics
Wenchao	Zhang	Shaanxi Normal University
Wenda	Guo	Central China Normal University CCNU (CN)
WenHao	Zhou	Shanghai Institute of Applied Physics, CAS
Wenjing	Zhang	Central China Normal University CCNU (CN)
Wenkai	Fan	Duke University
Wenkai	Zou	Columbia University (US)
Wenqing	Fan	Stony Brook University
Wilke	Van Der Schee	CERN
William	Zajc	Columbia University
William Alexander	Horowitz	University of Cape Town (ZA)
Wojciech	Broniowski	UJK & IFJ PAN
Wojciech	Florkowski	Institute of Physics, Jagiellonian University
Wu	Kejun	China Three Gorge University
Xiang	Li	Peking University
Xiang-Yu	Wu	Central China Normal University.
Xianglei	Zhu	Tsinghua University (CN)
Xiangrong	Zhu	Huzhou Universtiy
Xiao-Dan	Wang	CCNU
Xiao-Liang	Xia	Fudan University
Xiaofeng	Luo	Central China Normal University
Xiaojun	Yao	Massachusetts Institute of Technology
Xiaoli	Luo	Shandong University
Xiaolong	Chen	USTC
Xiaoming	Zhang	Central China Normal University CCNU (CN)
Xiaozhi	Bai	GSI-Helmholtzzentrum für Schwerionenforschung
Xiaozhou	Yu	Fudan University
Xin	An	UIC
Xin	Dong	Lawrence Berkeley National Laboratory
Xin-li	Sheng	Institute for theoretical physics, Goethe Uni.
Xin-Nian	Wang	Central China Normal University (China)) / Lawrence Berkeley Na
Xing Long	Li	Central China Normal University CCNU (CN)
Xingrui	Gou	Shandong University
Xingyu	Guo	South China Normal Univeristy
Xinye	Peng	Central China Normal University
Xinyue	Ju	University of Science and Technology of China
Xionghong	He	Institute of Modern Physics, CAS
Xiujun	Li	University of Science and Technology of China
Xiuxiu	Jiang	Central China Normal University CCNU (CN)
Xu-Guang	Huang	Fudan University
Ya	Zhu	Central China Normal University CCNU (CN)
Yacine	Mehtar-Tani	Brookhaven National Laboratory
Yafei	Wang	CCNU
Yalei	Tan	Central China Normal University CCNU (CN)
Yan	Huang	Tsinghua University
Yan	Lu	Wuhan University of Science and Technology
Yanbing	Cai	GuiZhou University of Finance and Economics
Yanchun	Ding	Central China Normal University CCNU (CN)
Yanfang	Liu	TAMU
Yang	He	ShanDongUniversity
Yangguang	Yang	University of Science and Technology of China
Yao	Li	CCNU
Yapeng	Zhang	Institute of Modern Physics, CAS
Yaping	Wang	Central China Normal University CCNU (CN)
Yasuki	Tachibana	Wayne State University
Yasuyuki	Akiba	RIKEN
Yaxian	Mao	Central China Normal University CCNU (CN)
Yayun	He	Central China Normal University
Ye	Lu	Central China Normal University
Yen-Jie	Lee	Massachusetts Inst. of Technology (US)
Yeonju	Go	Korea University (KR)
Yi	Chen	Massachusetts Inst. of Technology (US)
Yi	Chen	University of Chinese Academy of Sciences; Shanghai Institute of Applied Physics, Chinese Academy of Sciences
Yi	Yang	National Cheng Kung University (TW)
Yi	Yin	Institute of Modern physics, Lanzhou
yian	li	Shanghai Inst. of Applied Physics Chinese Academy of Science
Yifei	Zhang	University of Science and Technology of China (CN)
Yifeng	Sun	INFN-LNS
Yiheng	Luo	Tsinghua University (CN)
yilin	cheng	Shanghai Institude of Applied Physics
Yilong	Xie	China University of Geosciences(Wuhan)
Yilun	Du	Department of Physics and Technology, University of Bergen
Yin	Jiang	Beihang University
Yingjie	Zhou	Central China Normal University CCNU (CN)
Yingying	SHI	Shandong University
Yitao	Wu	University of Science and Technology of China (CN)
Yogesh	Kumar	University of Delhi
Yoko	Minato	Nara Women's University (JP)
Yongzhen	Hou	Central China Normal University CCNU (CN)
Yorito	Yamaguchi	Hiroshima University (JP)
Yoshitaka	Hatta	BNL
You	Zhou	Niels Bohr Institute
Youngil	Kwon	Yonsei University (KR)
Yu	Fu	Central China Normal University
Yu	Shi	ccnu
Yu	Zhang	CCNU
Yu	Zhang	Central China Normal University
Yu-Chen	Liu	Fudan University
Yuangfang	Wu	Central China Normal University
Yuanjing	Ji	University of Science and Technology of China
Yuansheng	Zhao	Fudan University
Yuanyuan	Zhang	CCNU, LBL
Yue	Liang	Kent State Univesrsity & Lawrence Berkeley National Laboratory
Yue Hang	Leung	Lawrence Berkeley National Laboratory
Yufei	Liu	Central China Normal University
Yufu	Lin	CCNU && BNL
Yuji	Hirono	Asia Pacific Center for Theoretical Physics
Yuki	Fujimoto	The University of Tokyo
Yuki	Gogun	Sophia University
Yukinao	Akamatsu	Osaka University
Yuko	Sekiguchi	University of Tokyo (JP)
Yukun	Song	University of Jinan
Yun	Guo	Guangxi Normal University
Yuri	Murin	Joint Institute for Nuclear Research (RU)
Yuri	Sato	University of Tsukuba
Yuto	Yoshida	Sophia University
Yuuka	Kanakubo	Sophia Univ.
Yuxin	Liu	Peking University
yuxin	xiao	CCNU
Yuxing	Dang	Central China Normal University CCNU (CN)
Yves	Schutz	IPHC, Strasbourg
Zaochen	Ye	Rice University
Ze Fang	Jiang	Central China Normal University
Zebo	Tang	University of Science and Technology of China (CN)
Zehao	Sun	Shandong University
Zeyan	Wang	Tsinghua University
Zeyu	Zhai	University of Science and Technology of China
Zhan	Bai	Peking University
Zhan	Gao	CCNU
Zhandong	Sun	University of Debrecen
Zhangbu	Xu	Brookhaven National Laboratory
Zhanna	Khabanova	Nikhef National institute for subatomic physics (NL)
zhao	zhang	North China Electric Power University, Beijing, China
Zhaozhong	Shi	Massachusetts Inst. of Technology (US)
Zhe	Xu	Tsinghua University
Zhen	Liu	University of Science and Technology of China and Brookhaven National Laboratory
zhen	wang	Shandong University
Zhengyu	Chen	Tsinghua University
Zhenyu	Chen	Shandong University
Zhenyu	Ye	University of Illinois at Chicago (US)
Zhenyu	Zhu	Goethe University Frankfurt am Main
Zhenzhen	YANG	CCNU/LBNL
Zhiwei	Du	Fudan University
Zhong	Yang	CCNU
Zhong-Bao	Yin	Central China Normal University CCNU (CN)
Zhoudunming	Tu	BNL
Zi-Wei	Lin	East Carolina University, Central China Normal University
Ziming	Liu	Peking University
Ziyang	Li	University of Science and Technology of China
Ziyue	Wang	Tsinghua University
Zoltan	Varga	Hungarian Academy of Sciences (HU)
Zubayer	Ahammed	Department of Atomic Energy (IN)
Zuo-Yun	Wang	CCNU
Zuzana	Moravcova	University of Copenhagen (DK)
Émilien	Chapon	CERN
