Session,Type,Title,Speaker,Institute,Country,Abstract,Raw_Speaker_Data
Parallel Session - Heavy Flavor I,parallel,Diffusion of charm quarks in jets in high-energy heavy-ion collisions,"WANG, Sa",Central China Normal University,Unknown,"Heavy flavor physics in high-energy heavy-ion collisions is a promising and active area to study the `` jet quenching "" effects both at the RHIC and the LHC. The recent reported $D^0$ meson radial profiles in jets measured by CMS collaboration provide new experimental constraints on the mechanisms of heavy flavor production in proton-proton collisions and give new insights into the in-medium interaction mechanisms of heavy quarks inside the quark-gluon plasma (QGP). In this talk, we present the first theoretical calculations of the $D^0$ meson radial distributions relative to the jet axis both in p+p and Pb+Pb collisions at $\sqrt{s_{NN}}=5.02$ TeV, which show a nice agreement compared to the experimental data. In our work, the in-medium parton propagations are described by a Monte Carlo transport model which uses the next-to-leading order (NLO) plus parton shower (PS) event generator SHERPA as input and includes elastic (collisional) and inelastic (radiative) interaction for heavy quarks as well as light partons. Our simulated results show that, at low $D^0$ $p_T$, the radial distribution shifts to larger radius indicating a strong diffusion effect of charm quarks due to the in-medium interactions, but no significant modification observed at high $D^0$ $p_T$, which are consistent with the experimental data. In the further study, we estimate the net effect on the charm diffusion from collisional and radiative mechanism, and demonstrate the $p_T$ dependence of this diffusion effect. We find that collisional process has significant effects at low $p_T$, especially dominates at $0-5$ GeV, and the radiative process has a non-zero effect even at high $p_T\sim 50$ GeV. The total diffusion effect decreases with $D^0$ $p_T$ which explains the significant modification at low $D^0$ meson $p_T$ observed in experiment. Besides, for unit energy loss, the collisional interaction shows much stronger angular deviation than radiative interaction indicating an essential difference between these two mechanisms.  For completeness, we also present the calculations of $D^0$ meson radial distribution in jets in p+p and $0-10\%$ Au+Au collisions at $200$ GeV, and estimate the nuclear modification factor of charm jet in central Au+Au collisions at $200$ GeV and central Pb+Pb collisions at $5.02$ TeV.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sa', 'last_name': 'WANG', 'fullName': 'WANG, Sa', 'id': '4557366', 'affiliation': 'Central China Normal University', 'emailHash': '2b609468aa2ac6ec877a46a4e4d89f67', 'db_id': 4557366, 'person_id': 4581653}"
Parallel Session - Heavy flavor II,parallel,"PHENIX $J/\psi$ measurements in $p$+Al, $p$+Au, and $^3$He+Au collisions","Smith for the PHENIX Collaboration, Krista",Florida State University,USA,"Nuclear modification of charmonium in small systems is thought to be caused by a combination of initial-state effects in the charm quark production, such as depletion from gluon shadowing and Cronin enhancement, and final-state breakup through comoving particles. The timescale of a charmonium state to neutralize with respect to the duration of the charmonium crossing the nuclear media may also be relevant. The PHENIX collaboration measured $J/\psi$ yields in $p$+Al, $p$+Au and $^3$He+Au at $\sqrt{s_{NN}}$ = 200 GeV at forward and backward rapidities ($1.2<|y|<2.2$). Along with previous $d$+Au data, these measurements comprise the most extensive study of inclusive $J/\psi$ in small systems including dependence on system size, centrality, transverse momentum, and rapidity, all at the same collision energy. This presentation will show the conclusion of this experimental effort and discuss the implications on the current understanding of charmonia interaction with nuclear media.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Krista', 'last_name': 'Smith for the PHENIX Collaboration', 'fullName': 'Smith for the PHENIX Collaboration, Krista', 'id': '4596121', 'affiliation': 'Florida State University', 'emailHash': '643c5d144bf58c41110c816b32029164', 'db_id': 4596121, 'person_id': 4692799}"
Parallel Session - Heavy flavor IV,parallel,Open and hidden beauty production  in pPb collisions at LHCb,"Chen for the LHCb Collaboration, Shanzhen","Universita e INFN, Cagliari (IT)",Unknown,"Provided by the large beauty quark mass, beauty production is sensitive to test pQCD calculation as well as the nuclear matter effects in heavy ion collisions.  In this talk, the measurement of open beauty hadron and Upsilon production in pPb data at nucleon-nucleon center-of-mass energy 8.16 TeV is presented. Nuclear matter effects, including the modification of gluon PDF and beauty hadronization in nuclear environment are discussed. The production of Upsilon excited states is used to investigate final state effects in pPb collisions.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Shanzhen', 'last_name': 'Chen for the LHCb Collaboration', 'fullName': 'Chen for the LHCb Collaboration, Shanzhen', 'id': '4601045', 'affiliation': 'Universita e INFN, Cagliari (IT)', 'emailHash': 'd1fd9bd7eef7fa3e8b739711bdb88c69', 'db_id': 4601045, 'person_id': 4697655}"
Parallel Session - EM probes II,parallel,"Measurements of dielectron production in Au+Au collisions at $\sqrt{s_{\text{NN}}}$ = 27, 54.4 and 200 GeV with the STAR experiment","Seck for the STAR Collaboration, Florian",TU Darmstadt,Unknown,"Dielectrons are suggested as excellent probes of the hot and dense medium created in relativistic heavy-ion collisions due to their minimal interactions with the partonic and hadronic medium. They can carry the information from the initial to the final stage of a collision. The study of the dielectron mass spectrum could help to disentangle various contributions. In the low mass region (LMR, $M_{ee}$<$M_{\phi}$), the mass spectra of vector mesons are modified due to their interaction with the medium which is related to the chiral symmetry restoration. In the intermediate mass region (IMR, $M_{\phi}$<$M_{ee}$<$M_{J/\Psi}$), dielectrons from thermal radiation are predicted as a QGP thermometer, although the contributions from heavy quark semi-leptonic decays make the extraction of the thermal radiation contribution very challenging. 

In this talk, we will present the dielectron spectra in Au+Au collisions at $\sqrt{s_{\text{NN}}}$ = 27, 54.4 and 200 GeV with the STAR experiment. The 1.3B (1.5B) minimum-bias events of Au+Au collisions at $\sqrt{s_{\text{NN}}}$ = 27 (54.4) GeV taken in 2018 (2017) significantly enhance the precision of the in-medium $\rho$ modification measurement compared to the published STAR BES-I results. Lower heavy quark semi-leptonic decay contributions compared to those at top RHIC energies and the large data samples may allow the first extraction of the medium temperature with IMR dielectrons at RHIC. The Heavy Flavor Tracker (HFT) installed at STAR in 2014 enables a better understanding of the semi-leptonic decay contributions by providing high-precision tracking and vertex information. The first measurement of the dielectron spectra with the HFT in $\sqrt{s_{\text{NN}}}$ = 200 GeV Au+Au collisions will be presented. The physics implications of these measurements will be discussed and put into context of previous results.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Florian', 'last_name': 'Seck for the STAR Collaboration', 'fullName': 'Seck for the STAR Collaboration, Florian', 'id': '4644958', 'affiliation': 'TU Darmstadt', 'emailHash': 'cb1e8c854b5cdde704e4cb9bb2637839', 'db_id': 4644958, 'person_id': 4737195}"
Parallel Session - Heavy flavor III,parallel,Longitudinal dependence of B and D mesons and heavy flavor leptons observables in relativistic heavy ion collisions,"A. G. Prado, Caio",Central China Normal University (CN),Unknown,"It is largely acknowledged that heavy flavor probes are sensitive to the properties of the quark gluon plasma and as such they are often considered an important tool for the plasma tomography studies.  In the past several years there has been an astounding amount of work aimed at understanding the heavy quarks coupling with the medium.  Nevertheless, the longitudinal dependence of common observables have not yet been throughly explored.  Forward rapidity observables can provide further insight on the dynamics of the medium due to the interplay between the medium size directly affecting the path length of the heavy quark probes, and the differences in the production spectra.  In this work we investigate the nuclear modification factor $R_\text{AA}$ and flow coefficients $v_n$ of B and D mesons, as well as heavy flavor leptons, in the rapidity range $-4.0 < y < 4.0$.  We use relativistic Langevin equation with gluon radiation coupled with the CLVisc (3+1)D viscous hydrodynamics medium background for AuAu at $\sqrt{s_\text{NN}} = 200$ GeV, and PbPb at $\sqrt{s_\text{NN}} = 2.76$ TeV and $\sqrt{s_\text{NN}} = 5.02$ TeV collisions.  Comparison with current data is shown for mid-rapidity observables as well as forward rapidity muons.  We provide predictions for different rapidity ranges for B and D mesons observables.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Caio', 'last_name': 'A. G. Prado', 'fullName': 'A. G. Prado, Caio', 'id': '4557416', 'affiliation': 'Central China Normal University (CN)', 'emailHash': 'fb53c8c32052ab400cb62a9c0f4cfe5e', 'db_id': 4557416, 'person_id': 4585999}"
Parallel Session - EM probes II,parallel,Signatures of chiral symmetry restoration in dilepton production,"Sasaki, Chihiro",FIAS & Uni of Wroclaw,Unknown,"We study the structural change of the vector spectral function and integrated production rates
of dileptons in the presence of the chiral mixing induced exclusively at finite density. The mixing
produces multiple bumps and peaks around the vacuum masses of the rho, omega and phi resonances in the spectral function. The arising modification becomes pronounced when the mass difference between parity partners decreases. In particular, the emergent peaks around the vacuum phi meson in the production rates serves as an excellent signature of the partially-restored chiral symmetry in heavy-ion collisions.

Reference:
[1] C. Sasaki, arXiv:1906.05077.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Chihiro', 'last_name': 'Sasaki', 'fullName': 'Sasaki, Chihiro', 'id': '4557441', 'affiliation': '', 'emailHash': '3bd434da12b165df8ff4bbe96f79516a', 'db_id': 4557441, 'person_id': 4582338}"
Parallel Session - EM probes II,parallel,Thermal photon production in Au+Au collisions from PHENIX,"Fan, Wenqing",Stony Brook University,USA,"PHENIX measurements of low $p_T$ direct photons in Au+Au collisions at 200 GeV show large yields and simultaneously large anisotropies with respect to the reaction plane. Calculations of thermal photon emission fall short in describing the yield and the anisotropy at the same time. Furthermore, a recent publication of the STAR collaboration indicates lower direct photon yields in Au+Au collisions than observed by PHENIX. In order to provide new insights, in this talk PHENIX will present new direct photon results from Au+Au data taken in 2014. This analysis adds a third independent measurement from Au+Au collisions to the previously published PHENIX results using a dataset that provides a 10 fold increase in statistics for the measurement of direct photon yields and their anisotropy.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Wenqing', 'last_name': 'Fan', 'fullName': 'Fan, Wenqing', 'id': '4596122', 'affiliation': 'Stony Brook University', 'emailHash': '742300ee6a0c536f9311ead53028bc41', 'db_id': 4596122, 'person_id': 4585664}"
Parallel Session - EM probes II,parallel,"Low-mass dielectron  measurements in pp, p-Pb and Pb-Pb collisions with ALICE at the LHC","Scheid for the ALICE Collaboration, Horst Sebastian",Johann-Wolfgang-Goethe Univ. (DE),Unknown,"The production of low-mass dielectrons is the most promising tool for the understanding of the chiral symmetry restoration and of the properties of the Quark-Gluon Plasma (QGP) 
created in heavy-ion collisions. At low invariant mass, the dielectron production is sensitive to the properties of vector mesons in the medium related to the chiral symmetry 
restoration. In the intermediate-mass region, the main component of the dielectron continuum is coming from correlated electron pairs from heavy-flavour hadron decays, which carry information about heavy-quark energy loss and collectivity. In this mass region, thermal 
radiation from the QGP gives insight into the early temperature of the medium. Finally, 
at very low momenta initial photon annihilation and photonuclear processes, triggered by 
the coherent electromagnetic fields of the incoming nuclei, are expected to play a role 
in more peripheral collisions.

To study the dielectron production in heavy-ion collisions, it is crucial to first understand the primordial e$^{+}$e$^{-}$ pair production in vacuum with minimum-bias proton-proton collisions and to disentangle hot from cold-nuclear matter effects with p--Pb collisions. Moreover, observations of collective effects in high-multiplicity pp and p--Pb collisions show surprising similarities with those in heavy-ion collisions, which can be further investigated with the measurement of dielectrons in such collisions.

In this talk, we will give an overview of the latest measurements of e$^{+}$e$^{-}$ 
pair production in pp, p--Pb and Pb--Pb collisions recorded by ALICE at different energies. The results will be shown as a function of the charged-particle multiplicity in the event, 
or the centrality of the collision. They will be compared to the expected dielectron yield from known hadronic sources and in Pb-Pb collisions with several predictions for the 
thermal radiation from the hadron gas and QGP phases and photo-production of correlated e$^{+}$e$^{-}$. Their implications for the production of heavy quarks and quasi-real 
virtual-photons will be discussed as well.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Horst Sebastian', 'last_name': 'Scheid for the ALICE Collaboration', 'fullName': 'Scheid for the ALICE Collaboration, Horst Sebastian', 'id': '4596131', 'affiliation': 'Johann-Wolfgang-Goethe Univ. (DE)', 'emailHash': 'ca187f34481d2e484d081330dcafce31', 'db_id': 4596131, 'person_id': 4692806}"
Parallel Session - EM probes I,parallel,Electrical Cross-Conductivity in the Hadron Gas,"Rose, Jean-Bernard",Frankfurt Institute for Advanced Studies,Unknown,"Inducing an electric field in the QCD medium generates an electric current which is proportional to the matter’s electric conductivity. Since quarks and hadrons also carry baryon and strange charge, such a field also respectively produces a baryon and strangeness current whose amplitude depends on baryo-electric and strange-electric conductivities. We dub the combination of these 3 properties of matter the cross-conductivity and proceed to calculate it in the hadron gas phase at and below temperatures corresponding to the phase transition between the hadron gas and the quark-gluon plasma. We use the newly-released SMASH transport code to simulate the hadron gas and the Green-Kubo formalism to extract the transport coefficients. After validating the approach for a simple system for which analytical results can be calculated (namely, pions, kaons and protons interacting with constant cross-sections), we gradually increase the number of degrees of freedom, up to reaching a state-of-the-art hadronic resonance gas as described by our current knowledge. Our results show that there are significant differences in the temperature dependence of the different components of the cross-conductivity as a function of the number of degrees of freedom. This new observable can in principle be computed on the lattice, and as such could be used to further constrain the properties of the hadron gas in the low temperature region.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jean-Bernard', 'last_name': 'Rose', 'fullName': 'Rose, Jean-Bernard', 'id': '4557449', 'affiliation': '', 'emailHash': '35a8f8d9136b27ee4f540551fb9f3d21', 'db_id': 4557449, 'person_id': 4584514}"
Parallel Session - New theoretical developments I,parallel,Computing real time correlation functions on a hybrid classical/quantum computer,"Mueller, Niklas",Brookhaven National Laboratory,USA,"Nuclear structure functions and parton Wigner distributions of protons and nuclei are principal components of QCD phenomenology. Their first principle computation is an outstanding problem in QCD, because they involve non-perturbative nucleon/nuclear matrix elements of electromagnetic currents that are light-like separated in Minkowskian spacetime. Real-time correlation functions are a difficult problem for lattice computations, which are only feasible in Euclidean space time.  To overcome restrictions of classical computing, we outline a strategy to compute nuclear structure functions in the high energy Regge limit of QCD using a hybrid quantum computer [1]. Our approach takes advantage of the representation of the fermion determinant in the QCD path integral as a quantum mechanical path integral over 0+1-dimensional fermionic and bosonic world-lines in background gauge fields [2].  While extremely challenging in general, the problem simplifies in the Regge limit, where the interaction of the world-lines with gauge fields is strongly localized in proper time and the corresponding quantum circuits can be written down.  As a proof principle, we employ the Color Glass Condensate effective theory of high energy QCD to construct the algorithm for a first straightforward application of the framework, specifically, the problem of computing the well-known dipole model result for the structure function $F_2$ [3]. We outline how this computation can be systematically scaled up in complexity and extended in scope to other real-time correlation functions, for example to describe non-equilibrium transport of quarks and gluons in a Quark-Gluon-Plasma, where the restrictions of euclidean lattice computations are evident.

[1] N. Mueller, A. Tarasov, R. Venugopalan, in preparation
[2] N. Mueller, R. Venugopalan, Phys.Rev. D99 (2019) no.5, 056003
[3] A. Tarasov, R. Venugopalan, arXiv:1903.11624 [hep-ph]","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Niklas', 'last_name': 'Mueller', 'fullName': 'Mueller, Niklas', 'id': '4557514', 'affiliation': 'Brookhaven National Laboratory', 'emailHash': 'e52c7f259611013bb30a98a1e068f24f', 'db_id': 4557514, 'person_id': 4585722}"
Parallel Session - Future facilities,parallel,New opportunities in heavy ion physics at HL-LHC with a Mip Timing Detector at CMS,"Stahl Leiton for the CMS Collaboration, Andre Govinda",Rice University (US),USA,"The Compact Muon Solenoid (CMS) detector at the CERN Large Hadron Collider (LHC) is undergoing an extensive Phase II upgrade program to prepare for the challenging conditions of the High-Luminosity LHC (HL-LHC). A new timing layer is designed to measure minimum ionizing particles (MIPs) with a time resolution of ~30 ps and hermetic coverage up to a pseudo-rapidity of $|\eta|$=3. The precision time information from the mip timing detector (MTD) will serve as an excellent time-of-flight detector for particle identification in QCD and heavy ion physics. Together with the wide coverage of tracker and calorimetry, the MTD will enable a broad range of new and unique opportunities in heavy ion physics at CMS. We present the current status and ongoing R&D of the MTD and performance of extending heavy ion physics program at CMS with particle identification, such as heavy flavor hadron reconstruction over wide rapidity down to very low transverse moment.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Andre Govinda', 'last_name': 'Stahl Leiton for the CMS Collaboration', 'fullName': 'Stahl Leiton for the CMS Collaboration, Andre Govinda', 'id': '4596156', 'affiliation': 'Rice University (US)', 'emailHash': '19e0cf1f135883220a998e5e59bd8430', 'db_id': 4596156, 'person_id': 4692824}"
Parallel Session - New theoretical developments II,parallel,Improved opacity expansion for medium-induced parton splitting,"Mehtar-Tani, Yacine",Brookhaven National Laboratory,USA,"Medium-induced parton splitting is the building block for jet evolution in the presence of a hot QCD medium and plays a central role in quantitative studies of jet quenching. It exhibits two regimes: the one dominated by one single hard scattering at high frequency, and the other by multiple soft scattering at low frequency. A closed analytic formula encompassing both regimes is so far lacking. Some progress in this direction was recently achieved [1,2], where we propose an improved opacity expansion approach in which instead of expanding around vacuum the expansion is performed around the harmonic oscillator providing a better convergence of the series at low frequencies We show that the first two orders account for the two known analytic limits.



[1] Y. Mehtar-Tani, ""Gluon bremsstrahlung in finite media beyond multiple soft scattering approximation,""  arXiv:1903.00506 [hep-ph] (to appear in JHEP)
[2] Y. Mehtar-Tani, K. Tywoniuk, in preparation","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yacine', 'last_name': 'Mehtar-Tani', 'fullName': 'Mehtar-Tani, Yacine', 'id': '4557697', 'affiliation': 'Brookhaven National Laboratory', 'emailHash': 'ccfab5687e96802d8cffe3401603ec08', 'db_id': 4557697, 'person_id': 4576309}"
Parallel Session - Future facilities,parallel,LHC Run 3 and Run 4 prospects for heavy-ion physics with LHCb,"Di Nezza for the LHCb Collaboration, Pasquale",INFN e Laboratori Nazionali di  Frascati (IT),Unknown,"The largely unknown parton distribution functions of nuclei and the similarities observed between high-multiplicity pp and pPb events compared to PbPb, often described by means of hydrodynamics, are the main motivations for an extended pPb data taking program during LHC Run 3 and Run 4. The future increase in luminosity combined with the LHCb unique detector capabilities will allow to perform new and precise measurements. Moreover, an upgraded internal gas target is going to be installed for the LHCb run 3 fixed target program, allowing a wider choice of target gas species and an increase of the gas density by up to two order of magnitude. Prospects will be presented on both the LHCb collider and fixed target programs.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Pasquale', 'last_name': 'Di Nezza for the LHCb Collaboration', 'fullName': 'Di Nezza for the LHCb Collaboration, Pasquale', 'id': '4601046', 'affiliation': 'INFN e Laboratori Nazionali di  Frascati (IT)', 'emailHash': '54b7b634b7322ffc73eaab487a7cd565', 'db_id': 4601046, 'person_id': 4697656}"
Parallel Session - QM & nuclear astrophysics,parallel,Quarkyonic Matter and Neutron Stars,"Kiesang, Jeon","INT, University of Washington",USA,"Masses and radii of neutron stars and the recent data from LIGO suggest that
the sound velocity is greater than or of the order of 1/3 at densities a few times that of nuclear matter.  We show that this arises naturally if nuclear matter is Quarkyonic.  Quarkyonic matter has a shell in the Fermi surface of nuclear matter
and Fermi sea of quarks.  We discuss how this shell might arise dynamically","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jeon', 'last_name': 'Kiesang', 'fullName': 'Kiesang, Jeon', 'id': '4557760', 'affiliation': 'INT, University of Washington', 'emailHash': 'ee39320f5ad06cccc9b6259fb5839e70', 'db_id': 4557760, 'person_id': 4576448}"
Parallel Session - QM & nuclear astrophysics,parallel,Continuity from neutron matter to color-superconducting quark matter with $^3 P_2$ superfluidity,"Fujimoto, Yuki",The University of Tokyo,Unknown,"Quark-hadron continuity has been well understood for three-flavor symmetric nuclear and quark matter, which is however a theoretically over-idealized environment.  In this talk we clarify how quark-hadron continuity can be applied to neutron matter in the realistic neutron star environment.  Our key observation is that neutron matter can be smoothly connected to the two-flavor color-superconducting (2SC) state mixed with a condensate of $\langle dd\rangle$.  We give three convincing arguments:  The first one is the symmetry-breaking argument, the second one is the argument based on rearrangement of gauge-invariant order parameters, and the last one is the dynamical argument associated with nuclear forces in terms of $d$-quark exchanges.  Interestingly, in the quark sector, we have found a universal dynamical mechanism to favor $^3 P_2$ superfluidity above a certain threshold density, below which the ground state is a $^0 S_1$ superfluid.  Such transitional behavior of the favored ground state has been long known in nuclear physics, and as should be the case if quark-hadron continuity holds for neutron matter, quark matter turns out to share the same properties.
Our finding provides us with an important theoretical foundation for the phenomenological construction of the equation of state (EoS) in the neutron star environment.  We conclude that, even in the presence of a $^3 P_2$ component of superfluidity, a prescription to interpolate the EoS smoothly between the nuclear and quark sides perfectly makes sense.  We also emphasize that such a state of the 2SC with tensorial $\langle dd\rangle$ in accord with $^3 P_2$ superfluidity is an absolutely novel state of quark matter that nobody had ever considered.  We discuss physical properties of this novel color-superconducting state and give an account of possible enhancement of tensorial $\langle dd\rangle$ due to Fierz mixing with the energy-momentum tensor.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yuki', 'last_name': 'Fujimoto', 'fullName': 'Fujimoto, Yuki', 'id': '4557767', 'affiliation': 'The University of Tokyo', 'emailHash': '6c38c581f800f3b0d85c424a53021da4', 'db_id': 4557767, 'person_id': 4585270}"
Parallel Session - QM & nuclear astrophysics,parallel,Measurement of the anti-deuteron nuclear inelastic cross section with ALICE and implications for indirect Dark Matter searches,"Vorobyev for the ALICE Collaboration, Ivan",Technische Universitaet Muenchen (DE),Unknown,"The measurement of low-energy cosmic anti-deuterons may reveal the existence of exotic processes such as dark-matter annihilation, since the production rate of these ions through ordinary secondary processes is very low. However, the lack of experimental data at low energies, where both the anti-deuteron production and inelastic cross sections are very poorly known, prevents precise predictions of anti-deuteron fluxes near Earth.

In ultra-relativistic collisions of protons and lead ions at the CERN LHC, matter and anti-matter is produced in almost equal abundances. This allows us to study the production cross sections of (anti-)deuterons with high precision as well as to measure the absorption process of produced (anti-)deuterons in the detector material.

In this talk we present the first results on the anti-deuteron absorption cross section in the ALICE detector material. The analysis is performed with p-Pb data collected $\sqrt{s_{\rm NN}}$ = 5.02 TeV. The reconstructed anti-deuteron to deuteron ratio is compared to the results from full-scale GEANT4 simulations of the ALICE detector. Experimental constraints on the anti-deuteron nuclear inelastic cross-section are extracted in the momentum range between 0.5 and 4.0 GeV/$c$. Finally, we discuss the implications of these results for indirect Dark Matter searches using cosmic anti-deuterons.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ivan', 'last_name': 'Vorobyev for the ALICE Collaboration', 'fullName': 'Vorobyev for the ALICE Collaboration, Ivan', 'id': '4596151', 'affiliation': 'Technische Universitaet Muenchen (DE)', 'emailHash': '6cf6459f05dfe9c90c94916a87c33be3', 'db_id': 4596151, 'person_id': 4692819}"
Parallel Session - Collective dynamics  III,parallel,Two-Pion Intensity-Interferometry in Collisions of Au+Au at 1.23A GeV with HADES,"Greifenhagen for the HADES Collaboration, Robert",HADES,Unknown,"We present results on azimuthally-integrated and azimuthally-dependent analyses of identical pion intensity interferometry (HBT) studied in collisions of Au+Au at $\sqrt{s_{NN}}=2.4$ GeV. The data are taken with the HADES spectrometer at SIS18/GSI Darmstadt. We study the dependence of the space-time extent of the pion emitting source on the pair transverse momentum and on the collision centrality. We observe a substantial charge sign difference of the source radii, most pronounced at low transverse momenta. The extracted source parameters do well complement the beam-energy dependences at higher energies. Furthermore, we study the evolution (with transverse momentum, centrality, and collision energy) of both, the eccentricity and the tilt angle, of the $\pi\pi$ emission ellipsoid.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Robert', 'last_name': 'Greifenhagen for the HADES Collaboration', 'fullName': 'Greifenhagen for the HADES Collaboration, Robert', 'id': '4574741', 'affiliation': 'HADES', 'emailHash': '508f0588082bc4dc82c3d493f26b4401', 'db_id': 4574741, 'person_id': 4587833}"
Poster Session,poster,Development of large area silicon pixel detector assembly for heavy-ion collision experiments,"Zhang, Biao",Central China Normal University  CCNU (CN),China,"Based on the state-of-the-art Monolithic Active Pixel Sensor (MAPS) technology, the silicon pixel detector has been successfully applied in the STAR Heavy Flavor Tracker (HFT) for the first time since early 2014. The HFT allows precise measurements of open heavy flavor hadron production in heavy-ion collisions over a wide range of transverse momentum at RHIC. After the 2$^{\rm{nd}}$ long shutdown (LS2) during 2019 to 2020, the ALICE detector will be upgraded to enable the read-out of all interactions and accumulate more than 10 nb$^{-1}$ of Pb+Pb collisions in Run 3 (2021 - 2023) and Run 4 (2026 - 2029). One of the key components of the ALICE LS2 upgrade programme is that a new low material and high-resolution silicon pixel detector for the Inner Tracking System (ITS) based on the next generation of MAPS technology will be built, which has been adopted by sPHENIX and NICA/MPD experiments for faster vertex detector development in coming years.
The Chinese group has constructed a complete assembly line and built an experienced team on large area pixel chip integration and testing at CCNU. As one of five ALICE ITS Outer Barrel (OB) Hybrid Integrated Circuit (HIC) construction sites, CCNU has completed the OB HIC construction with a yield of about 80\%, approximately 20\% of the ITS OB HIC modules (equal share planned over 5 sites). The positioning accuracies of chip alignment and wire-bonding are well controlled within 5 $\mu$s ($@3\sigma$). Development of the MAPS-based pixel detector for the HIC experiments at CCNU is introduced in this poster, and the advanced techniques involved in the detector assembly and test are described. We will also report the plan in China on the Inner Tracker (IT) construction for the NICA/MPD experiment, and the MAPS-based IT detector will enable MPD to measure charm production at NICA energies and benefit clean measurement of multi-strange hadron spectra.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Biao', 'last_name': 'Zhang', 'fullName': 'Zhang, Biao', 'id': '4548468', 'affiliation': 'Central China Normal University  CCNU (CN)', 'emailHash': '8c90ffe68d2b2b2314c0f0b50b245564', 'db_id': 4548468, 'person_id': 4586515}"
Poster Session,poster,Gluon propagator in two-color dense QCD: Massive Yang-Mills approach at one-loop,"Suenaga, Daiki",Central China Normal University,Unknown,"Motivated by the recent lattice result, we study the Landau gauge gluon propagators in dense two-color QCD at quark chemical potential. In order to take into account the non-perturbative effects in the infrared regime, we use the massive Yang-Mills theory which has successfully described the gluon and ghost propagators in the Landau gauge within the one-loop approximation. We couple quarks to this theory and compute the one-loop polarization effects. Dense matter in two-color QCD should possess the diquark condensate which is color-singlet, and hence neither electric nor magnetic screening effects appear at the scale less than the diquark gap. This infrared behavior explains the lattice results which show the insensitivity of screening masses to the quark density.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Daiki', 'last_name': 'Suenaga', 'fullName': 'Suenaga, Daiki', 'id': '4578658', 'affiliation': 'Central China Normal University', 'emailHash': 'df54affd665bf764d83072cfc4b9023a', 'db_id': 4578658, 'person_id': 4538606}"
Poster Session,poster,Polarization transfer in hyperon decays and its eﬀect in relativistic nuclear collisions,"Cao, Gaoqing",Sun Yat-sen University,Unknown,"We study the contribution to the polarization of $\Lambda$ hyperons in relativistic nuclear collisions at high energy from the decays of $\Sigma^*(1385)$ and $\Sigma^0$, which are the predominant sources of $\Lambda$ production besides the primary component, as a function of the $\Lambda$ momentum. Particularly, we determine the longitudinal component of the mean spin vector as a function of the azimuthal angle and show that it has a very similar pattern to the primary one, if primary $\Sigma^*$ and $\Sigma^0$ polarization follow the predictions of local thermodynamic equilibrium in a relativistic fluid. Therefore, we conclude that the secondary decays cannot account for the discrepancy between experimental data and hydrodynamic model predictions of the longitudinal polarization of $\Lambda$ hyperons recently measured by the STAR experiment at RHIC.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Gaoqing', 'last_name': 'Cao', 'fullName': 'Cao, Gaoqing', 'id': '4578663', 'affiliation': 'Sun Yat-sen University', 'emailHash': '6b167445938e82d2ceaa9c1e3b153dc4', 'db_id': 4578663, 'person_id': 4548417}"
