Session,Type,Title,Speaker,Institute,Country,Abstract,Raw_Speaker_Data
Poster Session,poster,Measurement of (anti-)$^{3}\mathrm{He}$ production in p--Pb collisions and of (anti-)$^{3}\mathrm{He}$ elliptic flow in Pb--Pb collisions with ALICE at the LHC,"Calivà, Alberto",GSI,Germany,"The formation of light nuclei and their antiparticles in high-energy hadronic and heavy-ion collisions can be described by two phenomenological models: the statistical hadronization model and the coalescence approach. The former assumes that light nuclei, as well as other hadrons, are produced thermally at the phase boundary in heavy-ion collisions, while the latter describes the light nuclei formation as the result of coalescence of nucleons which are close in the phase space.
\newline \indent
In this poster, results on the production yields of (anti-)$^{3}\mathrm{He}$ in p--Pb collisions at $\sqrt{s_{\mathrm{NN}}}$ =  5.02 TeV and elliptic flow measured in Pb--Pb collisions at $\sqrt{s_{\mathrm{NN}}}$ = 2.76 and $\sqrt{s_{\mathrm{NN}}}$ =  5.02 TeV for different centrality classes are presented.
\newline \indent
The attempt is to provide additional constraints to the coalescence model, thus contributing to an improved understanding of the process of formation of light nuclei in high-energy collisions. Integral part of this effort is the comparison of results in different collision systems such as p--Pb and Pb--Pb. 
The measurement of the elliptic flow of (anti-)$^{3}\mathrm{He}$ in Pb--Pb collisions complements the picture obtained from the elliptic flow measurements of (anti-)protons and (anti-)deuterons.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alberto', 'last_name': 'Calivà', 'fullName': 'Calivà, Alberto', 'id': '3513440', 'affiliation': 'GSI', 'emailHash': 'f3ff60b9d3fc9ff277f1c207d67deb58', 'db_id': 3513440, 'person_id': 3642336}"
Poster Session,poster,Strange and multi-strange particle production in pp collisions at √s = 13 TeV with ALICE at the LHC,"Kalinak, Peter",Slovak Academy of Sciences (SK),SK,"Strangeness production plays a crucial role in the understanding of the formation and the evolution of a fireball created in heavy-ion collisions. To better understand the effects of the collectivity and their interplay with the particle production mechanisms it is also necessary to study pp and p–Pb collisions. We report the measurements of the production of KS0 mesons and Λ, Ξ and Ω hyperons with the ALICE detector at the LHC energy √s = 13 TeV for minimum bias pp collisions. The results include Λ∕KS0 spectra ratio, pT-differential yields, ⟨pT⟩ and particle yield ratios compared to the measurements at lower energies. The results showcase the excellent tracking capabilities of the ALICE detector and of the particle identification methods using the topology of weakly decaying hadrons and serve as the support for the multiplicity dependent measurements.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Peter', 'last_name': 'Kalinak', 'fullName': 'Kalinak, Peter', 'id': '3513442', 'affiliation': 'Slovak Academy of Sciences (SK)', 'emailHash': 'c17616aad59e9f770dce76a08710f960', 'db_id': 3513442, 'person_id': 3645266}"
Poster Session,poster,PHENIX measurements of elliptic and triangular flow in $d$+Au collisions,"Greene, Victoria",Vanderbilt University (US),USA,"Results on azimuthal anisotropies in the particle production from $p+p$ and $p/d/^{3}$He+A at LHC and RHIC have raised the question of how small a system can be while still exhibiting collective behavior. In 2016, RHIC operations included $d$+Au collisions at $\sqrt{s_{NN}}=$ 200, 62.4, 39, and 19.6 GeV. In this poster we present results on elliptic and triangular flow at midrapidity as a function of transverse momentum in $d$+Au collisions. We compare these results with several theoretical predictions in scenarios including viscous hydrodynamic flow, partonic scattering, and purely hadronic scattering in order to assess the origin of collectivity in the smallest systems.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Victoria', 'last_name': 'Greene', 'fullName': 'Greene, Victoria', 'id': '3552576', 'affiliation': 'Vanderbilt University (US)', 'emailHash': '4521a3617647ad45ee10a9b6d37f76f4', 'db_id': 3552576, 'person_id': 3736374}"
Poster Session,poster,Measurement of the underlying event in the presence of high pileup at  ATLAS,"Milov, Alexander",Weizmann Institute of Science (IL),Unknown,"In meaurements of bulk charged-particle production, the kinematic characteristics of  produced hadrons and correlation between them in the presence of the hard scattering signatures is a very interesting topic for understanding the physics processes relevant in small collision systems. Extensive data samples  have been accumulated by the LHC experiments experiments to conduct these studies in $pp$ collisions. These measurements, however, are complicated by the presence of many pileup vertices in each bunch crossing which contaminate direct studies of the characteristics of the underlying event. This problem is addressed in the ATLAS detector using an event mixing technique which allows to correct for the presence of the pileup on a statistical basis. The implementation, result and limitations of the techniques are presented in this poster. The results use $\sqrt{s} = 8$ and 13 TeV data samples with a combined integrated luminosity exceeding 50 fb$^{-1}$.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alexander', 'last_name': 'Milov', 'fullName': 'Milov, Alexander', 'id': '3524969', 'affiliation': 'Weizmann Institute of Science (IL)', 'emailHash': 'dabec4a547e4b7726bba1e938754840e', 'db_id': 3524969, 'person_id': 3712472}"
Poster Session,poster,Femtoscopy with identified charged pions in $p$+Pb collisions at $\sqrt{s_{NN}}=5.02$ TeV with the ATLAS detector,"Cole, Brian",Columbia University (US),USA,"Hanbury Brown and Twiss (HBT) radii are measured as a function of centrality, transverse momentum, rapidity, and azimuthal angle with respect to the second-order event plane in central $p$+Pb collisions at $\sqrt{s_{NN}} = 5.02$ TeV with the ATLAS detector at the LHC. A total integrated luminosity of 28 nb$^{-1}$ is sampled. The radii are presented as a function of the local density dN/dy$^\star$ and the rapidity-dependence is shown to depend directly on the density. The radii and their relative azimuthal modulation are presented as a function of the magnitude of the flow vector $|q_2|$ measured in the ATLAS calorimeters in the lead-going direction, with pseudorapidity $\eta<-2.5$. Modulations of the transverse HBT radii are observed with the same orientation as in ion--ion collisions, in which they are attributed to hydrodynamic evolution from an elliptic initial geometry. This modulation is consistent with a hydrodynamic evolution of a short-lived medium.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Brian', 'last_name': 'Cole', 'fullName': 'Cole, Brian', 'id': '3604873', 'affiliation': 'Columbia University (US)', 'emailHash': '5ac89c43538af2f10d3ef24f9575e165', 'db_id': 3604873, 'person_id': 3645180}"
Poster Session,poster,Kaon Isospin Fluctuation in Pb-Pb collisions at $\sqrt{s_{NN}}$ = 2.76 TeV with ALICE at LHC,"Nayak, Ranjit",IIT Bombay,India,"The first measurement of isospin fluctuations in the kaon sector is reported in Pb-Pb collisions at $\sqrt{s_{NN}}=$ 2.76 TeV, recorded with the ALICE detector. A robust statistical observable $\nu_{dyn}$ was used to extract the novel isospin fluctuations from the distributions of neutral and charged kaons as a function of collision centrality. The results show a significant variation in the behaviour of $\nu_{dyn}$ in data when compared to existing Monte-Carlo models such as HIJING and AMPT. The details of the analysis and systematic studies in the extraction of $\nu_{dyn}$ and its centrality dependence in both data and Monte-Carlo models are reported.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ranjit', 'last_name': 'Nayak', 'fullName': 'Nayak, Ranjit', 'id': '3513474', 'affiliation': 'IIT Bombay', 'emailHash': '3a990fe0636867d9610f2cd25f2d3cfa', 'db_id': 3513474, 'person_id': 3641830}"
Poster Session,poster,"Production of pions, kaons and protons in p-Pb collisions at~$~\sqrt[]{s_{NN}}=$~8.16 TeV with ALICE at the LHC","Pisano, Silvia",INFN e Laboratori Nazionali di  Frascati (IT),Italy,"At the end of 2016 the ALICE detector, installed at the LHC, collected p-Pb data at a center of mass energy equal to $\sqrt[]{s_\textrm{\tiny{NN}}} =$~8.16 TeV.
These data represent an important chance to test the emergence of possible initial state effects, by comparing the spectra of identified light hadrons extracted in this dataset to the ones measured in previous pp and Pb-Pb data in a wide transverse momentum range.
In this poster, the first results on transverse momentum spectra for identified $\pi$, $K$ and p at $\sqrt[]{s_\textrm{\tiny{NN}}}=$~8.16 TeV measured through the capabilities of the ALICE \textrm{ITS}, \textrm{TPC} and \textrm{TOF} systems will be presented.
This analysis has been performed at midrapidity over a wide transverse-momenta range (100~MeV/$c$~$<$~\ensuremath{p_{\rm T}}~$<$~20~GeV/$c$) for different multiplicity classes ranging from central to peripheral ones.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Silvia', 'last_name': 'Pisano', 'fullName': 'Pisano, Silvia', 'id': '3513449', 'affiliation': 'INFN e Laboratori Nazionali di  Frascati (IT)', 'emailHash': '258f23b2d72b5a400d3d39248bfcdc3c', 'db_id': 3513449, 'person_id': 3645549}"
Poster Session,poster,STAR Measurements of Elliptic Flow in Small Collision Systems,"Sergeeva, Maria",UCLA,USA,"The coefficient of the second harmonic in azimuthal anisotropy ($v_2$) of produced particles gives insight to bulk properties of the medium being created in high-energy heavy-ion collisions. These measurements have provided important evidence of the partonic collective motion in the quark-gluon plasma (QGP). In recent years, the study of collective motion in small systems has gained increased attention. These studies aim to answer the questions of how small a QGP droplet can be and what is the boundary between a confined and deconfined medium. However, non-flow correlations, especially due to jets and di-jets, can influence the observed flow and may tend to dominate in small systems. Therefore, special care has to be taken to differentiate collectivity from non-flow contributions.

In this poster, we present the STAR measurements of charged-hadron elliptic flow, $v_2$, in p+Au collisions at $\sqrt{s_{NN}} = 200$ GeV, and in d+Au collisions at 200, 62.4, 39 and 19.6 GeV. Data analysis is done with the event plane method, and with 2-particle and 4-particle cumulants. The results will be shown as a function of multiplicity which provides control of the system size. This will be compared with peripheral Au+Au collisions with similar multiplicities at the same center of mass energies to determine whether or where the onset of the QGP exists in these small systems.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Maria', 'last_name': 'Sergeeva', 'fullName': 'Sergeeva, Maria', 'id': '3613328', 'affiliation': 'UCLA', 'emailHash': 'b7923dad4af669d349cabe6fce48e302', 'db_id': 3613328, 'person_id': 3796276}"
Poster Session,poster,Transverse sphericity dependence of di-hadron angular correlations in pp collisions with ALICE at the LHC,"Erhardt, Filip",University of Zagreb (HR),HR,"Two-particle angular correlations are a useful tool to study the mechanisms of particle production. Different structures in the $(\Delta \eta,\Delta \phi)$ space of the correlation function are caused by various modes of particle production and interactions between particles shortly after production. Examining these structures can give us insight into the nature of these interactions.

Transverse sphericity is a momentum space event shape variable giving a measure of how isotropically particles and their momenta are distributed within an event. This variable allows us to differentiate events containing jets produced in hard processes from those events containing multiple soft, non-perturbative QCD processes.

In this contribution, two-particle angular correlations from pp collisions at $\sqrt{s} =$ 7 TeV are analysed using transverse sphericity and multiplicity to isolate and study different structures in the correlation function.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Filip', 'last_name': 'Erhardt', 'fullName': 'Erhardt, Filip', 'id': '3513465', 'affiliation': 'University of Zagreb (HR)', 'emailHash': '8133a060ceb7b4ab0425178c5b15dcff', 'db_id': 3513465, 'person_id': 3644265}"
Poster Session,poster,Femtoscopic Measurements for Shape-engineered Events in Au+Au Collisions at STAR,"Schweid, Benjamin",Stony Brook University,USA,"Femptoscopic measurements allow access to the spatio-temporal characteristics of the systems produced in relativistic heavy-ion collisions. This poster presents new measurements of the two-pion HBT radii $\mathrm{R_{out}}$, $\mathrm{R_{side}}$ and $\mathrm{R_{long}}$ have been made for shape-engineered events by the STAR experiment. Shape selection was accomplished via cuts on the distributions of the second-order flow vector $Q_2$ \cite{timmins}\cite{lacey}. Selected events, characterized with larger magnitudes of $Q_{2}$, indicate a systematic decrease for $R_{long}$ and $R_{out}$ with little, if any, change for $R_{side}$. Results obtained as a function of collision centrality and average pair transverse momentum ($k_T$) will be presented for the full range of the Au+Au beam energy scan ($\sqrt{s_{NN}} = 7.7 - 200$ GeV). The implications of these results for expansion dynamics of the collision systems will be discussed.

References
[1] J. Schukraft, A. Timmins, and S. A. Voloshin, Phys. Lett. B719, 394 (2013).
[2] Roy. A Lacey, et. al., J.Phys. G 43 (2016) no.10, 10LT01, arXiv:1311.1728.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Benjamin', 'last_name': 'Schweid', 'fullName': 'Schweid, Benjamin', 'id': '3580605', 'affiliation': 'Stony Brook University', 'emailHash': '0b81766be936f5553644cdc2fc9603f6', 'db_id': 3580605, 'person_id': 3763582}"
Poster Session,poster,Event-by-Event fluctuations and consequences on experimental observable at CBM-FAIR and MPD-NICA energies,"Baban, Valerica","Constanta Maritime University, Romania",Unknown,"The evolution of strongly interacting matter created at the FAIR-NICA energies characterized by high net baryon densities and moderate temperatures is expected to occur near the boundary of the ﬁrst order phase transition and probable in vicinity of the critical QCD point. A large event-by-event fluctuations of hadronic observables are expected to be the signatures of this critical point. In this work we analyze event-by-event  fluctuations of several observables like multiplicity, particle ratio, pT, eliptic flow, other flow harmonics, strangeness ﬂuctuations, using different simulation codes . The initial state asymmetry and its effects is discussed based on Glauber model. The region of high density and small temperature of the nuclear matter at FAIR-NICA energies can be considered also in terms of dense local multinucleon ﬂuctuations that is a motivation to consider the possibility of the  cumulative processes.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Valerica', 'last_name': 'Baban', 'fullName': 'Baban, Valerica', 'id': '3513470', 'affiliation': 'Constanta Maritime University, Romania', 'emailHash': '382252ee40e4c29140fe1b638b3dde96', 'db_id': 3513470, 'person_id': 3645337}"
Poster Session,poster,Volume fluctuations in multi-particle flow correlation measurement,"Jia, Jiangyong",Stony brook Universty (US),USA,"Volume fluctuations are background for the event-by-event multiplicity fluctuation analysis, and its effects have been extensively studied for net-proton fluctuations in search of the QGP critical point.  In this poster, we show that the two major volume fluctuations effects, centrality bin width and centrality resolution effects, can be probed using flow fluctuation measurements. Using a Glauber model with particle production, we show that the recently observed sign-change of the $c_2\{4\}$ in ultra-central collisions by ATLAS is directly sensitive to the amount of centrality smearing. Therefore the pattern of $c_2\{4\}$ sign-change can be used to quantify the centrality resolution effect. Furthermore, we find that the volume fluctuation effects naturally evolves with rapidity, and therefore the sign-change pattern of $c_2\{4\}$ also expected to evolve with rapidity. We explore new approaches based on flow measurements to constrain the volume fluctuation.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jiangyong', 'last_name': 'Jia', 'fullName': 'Jia, Jiangyong', 'id': '3513485', 'affiliation': 'Stony brook Universty (US)', 'emailHash': '3d951a186ae4e1d5ce26f3dd3683cd17', 'db_id': 3513485, 'person_id': 3642836}"
Poster Session,poster,Measurement of the Sixth-order Cumulant of Net-charge Distributions in Au+Au Collisions at √sNN = 200 GeV by the STAR Experiment,"Sugiura, Tetsuro","University of Tsukuba, Japan",UK,"In heavy-ion collision experiments, the study of event-by-event fluctuations is a powerful tool to characterize the thermodynamic properties of the hot and dense QCD matter. According to the Lattice QCD calculations, an analytic cross-over exists at small $\mu_{B}$ regions but there is no experimental evidence for the location of predicted cross-over. Experimentally, it is thought that up to the sixth-order cumulant and the ratio to the variance may be the signal of the cross-over. The STAR experiment presented up to the fourth-order cumulant ratios of net-charge and up to the sixth-order of net-proton fluctuations at $\sqrt{s_{NN}}=200$ GeV. However, the fifth and sixth-order cumulant of net-charge have not been presented yet. This poster presents measurements of cumulants from the first- to sixth-order and the ratio to the variance of net-charge using particle species and $p_{T}$ dependent efficiency corrections for Au+Au collisions at $\sqrt{s_{NN}}=200$ GeV during Beam Energy Scan in 2010 and 2011.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Tetsuro', 'last_name': 'Sugiura', 'fullName': 'Sugiura, Tetsuro', 'id': '3708525', 'affiliation': 'University of Tsukuba, Japan', 'emailHash': '6f99a6e26bf527c699824237d2d89b39', 'db_id': 3708525, 'person_id': 3884437}"
Poster Session,poster,Pion-Kaon femtoscopy in Pb-Pb collisions at 2.76 TeV measured with ALICE,"Dash, Sadhana",IIT- Indian Institute of Technology (IN),India,Femtoscopic correlation between charged pions and kaons for different charge combinations are measured in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV with ALICE at the LHC. The three-dimensional pion-kaon correlation functions and double ratios in out-side-long pair rest frame are studied in different centrality bins. The $\pi$-K femtoscopic source size parameter ($R_{\pi K}$) and emission asymmetry ($\mu$) are extracted. It is observed that average source size of the system and emission asymmetry between pions and kaons increase from peripheral to central events.,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sadhana', 'last_name': 'Dash', 'fullName': 'Dash, Sadhana', 'id': '3586861', 'affiliation': 'IIT- Indian Institute of Technology (IN)', 'emailHash': '6067bd5ecee5cd7702e5f7d0804d498d', 'db_id': 3586861, 'person_id': 3769652}"
