Session,Type,Title,Speaker,Institute,Country,Abstract,Raw_Speaker_Data
Parallel 5C: High pt and Jets (Chair B. Cole),parallel,"R_CP and R_AA Measurements of Identified and Unidentified Charged Particles at High p_T in Au+Au Collisions at 7.7, 11.5, 19.6, 27, 39, and 62.4 GeV in STAR","Sangaline, Evan",UC Davis,Unknown,"The suppression of high $p_{T}$ hadrons in 200 GeV Au+Au collisions at RHIC has been seen as a signature for a partonic medium being formed. The evolution of this key QGP signature is a powerful tool for studying the QCD phase structure in the RHIC Beam Energy Scan (BES). In this talk, we will present measurements of identified $\pi^{\pm}$, $K^{\pm}$, and $p(\bar{p})$ and unidentified charged particles in Au+Au collisions at $\sqrt{s_{NN}}=$7.7, 11.5, 19.6, 27, 39, and 62.4 GeV. We will report nuclear modification factors $R_{CP}$ and $R_{AA}$ where published p+p references are available. These results offer insight into the $\sqrt{s_{NN}}$ dependence of high $p_{T}$ suppression in nuclear collisions.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Evan', 'last_name': 'Sangaline', 'fullName': 'Sangaline, Evan', 'id': '314733', 'affiliation': 'UC Davis', 'emailHash': '1a276a14c6e9f315b8928d0392ff4cd9', 'db_id': 314733, 'person_id': 343456}"
Poster Session Reception,poster,Event-by-event distribution of azimuthal asymmetries in ultrarelativistic heavy-ion collisions,"Niemi, Harri","University of Jyväskylä, Department of Physics",Unknown,"Nowadays, relativistic dissipative fluid dynamics is a common tool to
describe the space-time evolution of the quark-gluon plasma (QGP) 
created in ultrarelativistic heavy-ion collisions. The validity of the fluid-dynamical approach is experimentally confirmed by the fact that
initial-state anisotropies are directly converted into nonvanishing
(event-averaged) Fourier coefficients $\langle v_n \rangle$ of the 
decomposition of the single-inclusive momentum distribution of hadrons
with respect to the azimuthal angle. From the magnitude of the $\langle v_n \rangle$ one can obtain information about the size of dissipative corrections and thus infer the value of the viscous coefficients of the QGP.

It has been realized that, for a proper comparison to experimental data
and a reliable extraction of viscosity, fluid-dynamical calculations have to be performed on an event-by-event basis. Therefore, fluid dynamics should not only be able to predict the correct event-averaged $\langle v_n\rangle$, but also their distributions. In this paper, we investigate the event-by-event distribution of the initial-state eccentricities $\varepsilon_n$, and show how they correlate with the event-by-event distribution of the Fourier coefficients $v_n$. In order to generate the initial state, we use the Monte-Carlo Glauber model of Ref.\ [1]. For the fluid-dynamical evolution, we use the model of Refs.\ [2]. The final hadron spectra are calculated with the Cooper-Frye freeze-out procedure.

We demonstrate that the event-by-event distributions of the $v_n$,
and not only their average values, are promising observables to 
gain information about the initial state of the fluid-dynamical evolution and the transport properties of the hot and dense, strongly interacting matter created in heavy-ion collisions.

[1] H.~Holopainen, H.~Niemi, and K.~J.~Eskola,
Phys.\ Rev.\ {\bf C83}, 034901 (2011), 
[arXiv:1007.0368 [hep-ph]].

[2] H.~Niemi, G.~S.~Denicol, P.~Huovinen, E.~Molnar, and D.~H.~Rischke,
Phys.\ Rev.\ Lett.\  {\bf 106}, 212302 (2011), 
[arXiv:1101.2442 [nucl-th]];
H.~Niemi, G.~S.~Denicol, P.~Huovinen, E.~Molnar and D.~H.~Rischke,  
arXiv:1203.2452 [nucl-th].","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Harri', 'last_name': 'Niemi', 'fullName': 'Niemi, Harri', 'id': '314735', 'affiliation': 'University of Jyväskylä, Department of Physics', 'emailHash': '37027143c5efa41d188ba3fdcd297830', 'db_id': 314735, 'person_id': 343457}"
Poster Session Reception,poster,Relics of Quark Hadron Phase Transition in the Microsecond Universe with a “little inflation”,"Sinha, Bikash","Variable Energy Cyclotron Centre, Kolkata, India",Unknown,"The conventional scenario to date of the quark hadron phase transition in the microsecond old universe is essentially guided by lattice calculation leading to a cross over from quarks to hadrons.

    However, it is entirely possible that Affleck – Dine mechanism of baryogenesis leading to a large baryon asymmetry is more natural than in other models along the route baryogenesis via leptogenesis. In this model [1]  the universe is assumed to begin with a large baryon chemical potential through an Affleck – Dine mechanism and then undergoes a “little (or tepid) inflation” after crossing the QCD first-order phase transition line, while remaining in a deconfined and a chirally symmetric phase. We exploit first order phase transition [2] and examine critically what could be the relics. Candidates such as “Strange Quark Nuggets” (SQN), even Dark energy and floating “orphan” quarks are going to be discussed.

[1]  T. Boeckel and J. Schaffner – Bielich Phys. Rev. Letts 105, 041301 (2010).
[2]   P. Bhattacharya, J. Alam, S. Raha and B. Sinha, Phys. Rev. D 48, 4630 (1993) 
     A. Bhattacharya, J. Alam. S. Sarkar, P. Roy, B. Sinha, S. Raha and 
     P. Bhattacharya, Phys. Rev. D 61, 093509 (2000)","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Bikash', 'last_name': 'Sinha', 'fullName': 'Sinha, Bikash', 'id': '314741', 'affiliation': '', 'emailHash': '005118f79dda3baf8c7c40585b974130', 'db_id': 314741, 'person_id': 343460}"
Poster Session Reception,poster,The universality of eta/s,"Sinha, Bikash","Variable Energy Cyclotron Centre, Kolkata, India",Unknown,"ALICE, ATLAS and CMS detectors at LHC and previously PHENIX and STAR detectors at RHIC have provided
compelling evidence for higher order flow components apart from the elliptic flow v2. It is by now well established that
both RHIC and LHC have produced a ”perfect fluid” of Quark Gluon Plasma with eta/s close to zero, as predicted by
AdS/CFT limit. One expects that higher order harmonics and in particular triangular flow v3 will constrain eta/s more
precisely. Although, the particle density per participant pair at 2.76 TEV (LHC) is a factor of 2.15 higher than at
RHIC, eta/s remain almost the same going from RHIC to LHC. It is known that [1] eta/s / 1/g4 and 1/g2  [ln(T/T )]2,
thus /s becomes and increasing function of the temperature. However, a simple [2] estimate indicates, that the initial
temperature for eta/s 0.08 changes from 360 MeV for RHIC to 530 MeV for LHC. Given the logarithmic dependence
of /s on the temperature, it is almost natural that /s at LHC (2.76 TeV) does not changes perceptibly going from
RHIC to LHC [3]. Our prediction is that even for the highest energy of LHC, eta/s will not change perceptably.
The second great puzzle is the universality of /s  1/4, applicable across a large number of phenomena, dra-
matically different from each other. Ultracold quantum degenerate strongly interacting atomic Fermi gas, Graphene,
even Giant resonances in finite nuclei exhibit the same behavior of /s  1/4. It is remarkable that both the coldest
and hottest matter on earth are rather similar. This universaility is a direct consequence of strong coupling due to
many body interaction leading to observable correlation. This observation will be presented.
References:
[1] J. I. Kaputs, J. of Phys. G34 (2007)S295-S303 and references therein.
[2] A.K. Chaudhuri and Bikash Sinha, to be","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Bikash', 'last_name': 'Sinha', 'fullName': 'Sinha, Bikash', 'id': '314742', 'affiliation': '', 'emailHash': '005118f79dda3baf8c7c40585b974130', 'db_id': 314742, 'person_id': 343460}"
Poster Session Reception,poster,Jet measurements in proton-proton collisions at sqrt(s) = 7 TeV with ALICE experiment,"Vajzer, Michal",Acad. of Sciences of the Czech Rep. (CZ),CZ,"Collimated sprays of particles associated with hard partons, jets, are an important tool in testing QCD and probing the hot and dense nuclear matter created in high energy heavy-ion collisions. Jets enable to study hard scattering, fragmentation and hadronisation and their modification in presence of a partonic medium with respect to baseline vacuum measurements with proton-proton collisions.
We have analysed data from proton-proton collisions at sqrt(s) = 7 TeV measured by ALICE and reconstructed the inclusive spectra of charged particle jets at mid-rapidity using k_t and anti-k_t clustering algorithms. We will present the jet spectra corrected for detector effects using unfolding and the unfolding procedure will be discussed in detail. We will examine various properties of jets, such as their charged particle multiplicity or jet shapes, with comparison to theoretical predictions.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Michal', 'last_name': 'Vajzer', 'fullName': 'Vajzer, Michal', 'id': '314746', 'affiliation': 'Acad. of Sciences of the Czech Rep. (CZ)', 'emailHash': '1a8eb257a2a6192c62030606ae5fefa1', 'db_id': 314746, 'person_id': 343464}"
Poster Session Reception,poster,Exclusive photoproduction of rho0 mesons in ultra-peripheral Pb-Pb collisions at sqrt(s_NN) = 2.76 TeV,"Mayer, Christoph",Polish Academy of Sciences (PL),Unknown,"The strong electromagnetic fields generated in the collision of Pb ions at the LHC allow photon-photon and photonuclear interactions to be studied in a kinematic regime unexplored so far. The exclusive photoproduction of vector mesons was studied with the ALICE detector in ultra-peripheral PbPb collisions, where the impact parameter is larger than the sum of the nuclear radii and hadronic interactions are strongly suppressed.

A data sample corresponding to about 3.6 microb^-1 was collected during the 2010 LHC heavy-ion run at an energy sqrt(s_NN) = 2.76 TeV using triggers that select ultra-peripheral collisions.

In this data sample, Rho0 photoproduction at mid-rapidity corresponds to a photon-nucleon center of mass energy of 45 GeV, about 4 times higher than in previous experiments. The cross section for exclusive rho0 production was measured, and the relative contributions to the invariant mass distribution from resonant and non-resonant processes was evaluated.

The results are compared to calculations with different theoretical models.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Christoph', 'last_name': 'Mayer', 'fullName': 'Mayer, Christoph', 'id': '314748', 'affiliation': 'Polish Academy of Sciences (PL)', 'emailHash': 'd1ff151bf7367a945b8610a1833b2ae2', 'db_id': 314748, 'person_id': 343465}"
Poster Session Reception,poster,Charm production in the early phase and the charm baryon-to-meson ratios at LHC energies,"Levai, Peter",Hungarian Academy of Sciences (HU),Unknown,"The charm quark production will be reasonably large at LHC energies, both in p+p and Pb+Pb collisions. In heavy ion collisions even quark coalescence channels will strongly influence the charmed baryon and meson production. Furthermore, the formation of an intense coherent gluon field in Pb+Pb collisions results in additional heavy quark-antiquark pairs. Thus the primary charm quark momentum distribution will be modified, as well as the final state hadron distributions and the baryon-to-meson ratios in different momentum windows.  We performed calculations with time dependent strong color fields and studied the charm quark-antiquark pair production and charmed hadron production in the intermediate- and high-pT windows at LHC energies. The obtained numerical results are presented and discussed.

P. Levai, V.V. Skokov:
Nonperturbative enhancement of heavy quark-pair production in strong SU(2) color field
Phys. Rev. D82 (2010) 074014.

P. Levai, D. Berenyi, A. Pasztor, V.V. Skokov:
Anomalous baryon production and its interplay with jet energy loss at RHIC and LHC energies
J. Phys. G38 (2011) 124155.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Peter', 'last_name': 'Levai', 'fullName': 'Levai, Peter', 'id': '314753', 'affiliation': 'Hungarian Academy of Sciences (HU)', 'emailHash': '78136f4a40b45c8de65d0a17b6a03121', 'db_id': 314753, 'person_id': 343250}"
Poster Session Reception,poster,Is the event plane dependent modification to jet-like correlations due to analysis biases or jet-medium interactions?,"Konzer, Joshua",Unknown,Unknown,"The STAR results [1] from dihadron correlations as a function of the high-pt trigger azimuth relative to the event plane (phi_s) show a significant change from in-plane (phi_s~0) to out-of-plane direction (phi_s~90 degree). The near-side correlation is composed of two components: the jet-like correlation and the ridge; The former is found to be invariant over phi_s while the ridge is primarily observed in-plane. On the other hand, the away-side ""double hump"" is present only out-of-plane. It has been found that the recently characterized triangular flow does not change the qualitative conclusions [1]. However, the question remains, whether the observed phi_s dependent modification is due to analysis biases in flow background subtraction or jet-medium interactions.

In this talk we analyze high-pt triggered dihadron correlations relative to the event plane in the AMPT (A Multi-Phase Transport) parton cascade model. The AMPT model, with its string melting, has been previously shown to reproduce some of the global phenomena seen in heavy-ion collisions, specifically flow [2]. We first obtain the near-side jet-like correlations from the difference of large and small delta-eta azimuthal correlations and find AMPT does not reproduce the STAR data. We then analyze the large delta-eta azimuthal correlation by subtraction of v2, v3, and v4 harmonic flows. The vn harmonic flows are obtained from two- and four-particle cumulant method and compared to the true average<vn>   calculated using the initial geometry harmonic planes in AMPT. We assess the non-flow contributions in vn by the newly developed decomposition method [3], and address possible biases in our AMPT correlation analysis. We discuss their implications to the STAR data by comparing the vn subtracted event plane dependent dihadron correlations in AMPT to the STAR results. We discuss the remaining effects of jet-medium interactions in AMPT.

[1] H. Agakishiev et al. (STAR Colloaboration), arXiv:1010.0690 [nucl-ex].
[2] Z.-W. Lin and C.M. Ko, Phys. Rev. C 65, 034904 (2002).
[3] L. Xu, L. Yi, D. Kikola, J. Konzer, F. Wang, and W. Xie, arXiv:1204.2815 [nucl-ex].","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Joshua', 'last_name': 'Konzer', 'fullName': 'Konzer, Joshua', 'id': '314758', 'affiliation': '', 'emailHash': '6f6b7f7141e3549a0b53f76182b500d4', 'db_id': 314758, 'person_id': 343124}"
Poster Session Reception,poster,Hadronic calorimetry R&D for future PHENIX,"Kotchetkov, Dmitri",Ohio University (US),USA,"The PHENIX detector was designed and built at the Relativistic Heavy Ion Collider to explore matter created in collisions of heavy nuclei. PHENIX, as an infrastructure of technologically different systems, has been recording data since 2000. Research results by the PHENIX experiment have already made an impact on the broad field of 
experimental nuclear physics. Being in its second decade of research, PHENIX intends to expand its physics program; thus consideration of possible upgrades has recently started. Calorimetry detectors are expected to be part of the upgraded PHENIX in forward and central regions. We consider a sampling detector that uses plastic scintillator tiles for future PHENIX hadronic calorimeters. The R&D program has commenced and, as its first phase, a reconfigurable sampling scintillator prototype calorimeter is being fabricated. With its lateral active detection area of 35 cm x 35 cm, the calorimeter will be capable of taking data with electron and hadron beams. The fabricated prototype calorimeter will allow comprehensive test beam studies to research and optimize design and technical performance parameters of the possible future hadronic calorimeter. In addition, evaluated metrological limits and production costs will be used in the technical design of PHENIX upgrades.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Dmitri', 'last_name': 'Kotchetkov', 'fullName': 'Kotchetkov, Dmitri', 'id': '314775', 'affiliation': 'Ohio University (US)', 'emailHash': '4246a1c4cf97c365245ec98f434fceaf', 'db_id': 314775, 'person_id': 343485}"
Poster Session Reception,poster,Isolated photons in pp and Pb-Pb collisions at the LHC with the ALICE EMCal,"Cosentino, Mauro Rogerio",Lawrence Berkeley National Lab. (US),USA,"Photons are of great interest in relativistic heavy-ion collisions due to the fact that they
do not interact strongly, and thus are used to make a tomographic view of those collisions. 

Of special interest are the directly produced high-transverse momentum photons. 
The ratio of their yield in Pb-Pb to pp collisions is sensitive to initial state effects. 
Furthermore, direct photons can be used tag the away-side parton in photon-jet or photon-hadron 
correlations studies. The application of isolation criteria to the selected photon candidates 
is an important experimental tool to suppress the contamination from decay photon, but also 
from fragmentation and Bremstrahlung photons.

In this poster, we present isolated photon spectra in transverse momentum ranges between 15 and 
50 GeV/c in pp and Pb-Pb collisions at center-of-mass energies of 2.76 and 7 TeV. The isolated 
photons are reconstructed in datasets triggered by the ALICE Electromagnetic Calorimeter.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Mauro Rogerio', 'last_name': 'Cosentino', 'fullName': 'Cosentino, Mauro Rogerio', 'id': '314777', 'affiliation': 'Lawrence Berkeley National Lab. (US)', 'emailHash': 'c673d2ed38fb4a5bca116953c4bd0a0a', 'db_id': 314777, 'person_id': 343487}"
Poster Session Reception,poster,Charge dependent correlations relative to the fourth harmonic event plane and an estimate of the background effects in CME measurements,"Mlynarz, Jocelyn",Wayne State University (US),Unknown,"Charge dependent azimuthal correlations relative to the reaction plane  measured by the STAR collaboration at RHIC and ALICE at the LHC are consistent with expectations from the strong local parity violation in QGP manifesting itself via the Chiral Magnetic Effect. The background to these measurements comes from interplay of strong anisotropic flow and correlations not related to CME. In this study, we present results on charge dependent correlations relative to the fourth harmonic event plane measured with the ALICE detector at the LHC in Pb-Pb collisions at \sqrt{s_{NN}} = 2.76 TeV. These correlations, measured relative to the fourth harmonic event plane,  are insensitive to the presence of CME, unlike the ones measured relative to the second harmonic event plane, but include possible backgrounds due to anisotropic flow thus providing an estimate of the background effects affecting the previous measurements.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jocelyn', 'last_name': 'Mlynarz', 'fullName': 'Mlynarz, Jocelyn', 'id': '314781', 'affiliation': 'Wayne State University (US)', 'emailHash': '6000e6147a49ed98017203cda55d21fe', 'db_id': 314781, 'person_id': 343489}"
Parallel 1C: Correlations & Fluctuations (Chair J. Schukraft),parallel,Event shape engineering with ALICE,"Dobrin, Alexandru Florin",Wayne State University (US),RO,"Strong fluctuations of the anisotropic flow and the large acceptance of the ALICE detector allow an efficient selection of the events corresponding to a specific initial geometry. This opens many new possibilities to study the properties of the system created in ultra-relativistic nuclear collisions. In this talk, using the Pb-Pb collisions at $\sqrt{s_{NN}} = 2.76$~TeV data, we demonstrate the ability of the method to select events with anisotropic flow values significantly larger or smaller than the average. For those events we present results on centrality and momentum dependence of the anisotropic flow obtained with different methods including two- and many-particle correlations. We also investigate obtaining the full $v_2$ distribution via unfolding methods.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Alexandru Florin', 'last_name': 'Dobrin', 'fullName': 'Dobrin, Alexandru Florin', 'id': '314783', 'affiliation': 'Wayne State University (US)', 'emailHash': '51db426574081e366331fb1e6f9c51fb', 'db_id': 314783, 'person_id': 343490}"
Poster Session Reception,poster,Three-Particle Azimuthal Correlations with an Intermediate-$p_T$ Trigger in Pb-Pb at $\sqrt{s_{NN}}=2.76$ TeV in ALICE,"Ulery, Jason Glyndwr",Johann-Wolfgang-Goethe Univ. (DE),Unknown,"Tri-hadron azimuthal correlations are studied in Pb-Pb collisions at $\sqrt{s_{NN}}=2.76$ TeV in ALICE. They are analyzed with one intermediate $p_T$ trigger to preferentially select on jets and two lower $p_T$ associated particles. With these correlations interaction of the jets and the medium can be studied. Three-particle correlations can give insight into the sources of modification to the jet shape such as jet deflection by radial flow, $k_T$ broadening, path length dependent energy loss, or conical emission from either \v{C}erenkov gluon radiation or a Mach Cone. In addition, different background subtraction systematics allow us to study three-particle correlations in the $p_T$ region where the flow systematics are very large in two-particle correlations. The dependence of the results on collision centrality and on trigger and associated particle $p_T$ will be presented.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jason Glyndwr', 'last_name': 'Ulery', 'fullName': 'Ulery, Jason Glyndwr', 'id': '314786', 'affiliation': 'Johann-Wolfgang-Goethe Univ. (DE)', 'emailHash': '0751bfa391e7798fa0032c9d393021b2', 'db_id': 314786, 'person_id': 343492}"
Poster Session Reception,poster,Elliptic flow of strange and multi-strange hadrons in Pb-Pb collisions at $\sqrt{s_{NN}}$ = 2.76 TeV measured with ALICE,"Perez Lara, Carlos","Nikhef, Utrecht University",Unknown,Anisotropic flow of identified particles provides important information about the properties of the matter created in a heavy-ion collisions.We report the elliptic flow of strange (K$^0_s$ $\Lambda$) and multi-strange ($\Xi$ $\Omega$) hadrons measured at mid rapidity (|eta|<0.8) in Pb-Pb collisions at $\sqrt{s_{NN}}=2.76$ TeV. The results are compared to measurements at RHIC energies and available model calculations.,"{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Carlos', 'last_name': 'Perez Lara', 'fullName': 'Perez Lara, Carlos', 'id': '314789', 'affiliation': 'Nikhef, Utrecht University', 'emailHash': 'd6292936487aad2dda7b68185e6591e3', 'db_id': 314789, 'person_id': 343494}"
Poster Session Reception,poster,Suppression of D-mesons production at relativistic heavy ion collisions,"Begum, Umme Jamil","Debraj Roy College, Golaghat, Assam, India",Unknown,"Charm quarks/antiquarks produced in the initial stage of heavy ion collisions, would traverse the quark gluon plasma, colliding with quarks and gluons and radiating gluons before appearing as D-mesons. Thus the final spectra of D-mesons would contain information of the medium modification suffered by the charm quarks/antiquarks. We have made a detailed study for the nuclear modification factor of production of D-mesons from the initial fusion of partons in a nuclear collision at RHIC and LHC energies. 
As a first step, we made a comparative study of some of the energy loss formalisms of charm quarks/antiquarks available in the literature with the same initial conditions [1]. 
We consider both the radiative and collision energy loss along with longitudinal expansion of the plasma for the prediction of nuclear modification factor. As at RHIC and LHC energies, parton densities reach very high values leading to effective nuclear shadowing, we use the modified structure functions due to shadowing effect given by EKS98 group, in 1998 [2]. Peterson fragmentation function [3] is used for fragmentation of Charm quarks/antiquarks into D-mesons.
 We have seen that our result can satisfactorily explain the ALICE experimental data for nuclear modification of D-mesons at Pb+Pb collision @ 2.76 ATeV. The result with a recent radiative energy loss calculation [4] has an increasing trend at high transverse momentum and explains the nuclear modification for transverse momentum up to 15 GeV very well. The inclusion of collisional energy loss of charm quarks/antiquarks further suppresses the muclear modification factor of D-mesons.

1.    Umme Jamil and Dinesh K Srivastava,
            J. Phys. G: Nucl. Part. Phys. 37 (2010) 085106
2.    K. J. Eskola, V. J. Kolhinen and C. A. Salgado 
            Eur. Phys. J. C 9 (1999) 61 
3.    C. Peterson, D. Schlatter, I. Schmitt and P. Zerwas,
            Phys. Rev. D27 (1983) 105 
4.    R. Abir, U. Jamil, M. G. Mustafa and D. K. Srivastava,
            arXiv:1203.5221 [hep-ph].","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Umme Jamil', 'last_name': 'Begum', 'fullName': 'Begum, Umme Jamil', 'id': '314791', 'affiliation': 'Debraj Roy College, Golaghat, Assam, India', 'emailHash': '560d0bca60fe881d980e56f490e28aad', 'db_id': 314791, 'person_id': 343390}"
Parallel 5D: New Theoretical Developments (Chair B. Sinha),parallel,Shining a Gluon Beam through Quark-Gluon Plasma,"Rajagopal, Krishna",MIT,USA,"A holographic calculation of the quenching of a beam of gluons with typical momenta q shining through strongly coupled quark-gluon plasma shows that such a beam is attenuated rapidly over a distance of order q^{1/3} (pi T)^{-4/3} as it propagates at the speed of light, shedding trailing sound waves with momenta of order (pi T).  At larger and larger q, the trailing sound wave becomes less and less prominent.  The outward-going beam of gluon radiation itself shows no tendency to spread in angle or to shift toward larger wavelengths, even as it is completely attenuated.  In this regard, the behavior of the beam of gluons that we analyze is reminiscent of the behavior of jets produced in heavy ion collisions at the LHC that lose a significant fraction of their energy without appreciable change in their angular distribution or their momentum distribution as they plow through the strongly coupled quark-gluon plasma produced in these collisions.  However, we know that quark-gluon plasma must be weakly coupled at short enough distance scales.  This means that even if jet quenching typically occurs as in a strongly coupled plasma, there should be rare events in which a hard parton is scattered by a larger angle, picking up significant transverse momentum.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Krishna', 'last_name': 'Rajagopal', 'fullName': 'Rajagopal, Krishna', 'id': '314795', 'affiliation': 'MIT', 'emailHash': '2c68a5f0ec1dce250f21eee4b240232f', 'db_id': 314795, 'person_id': 343498}"
Poster Session Reception,poster,Quarkonium measurements with the proposed sPHENIX detector,"Rosati, Marzia",Iowa State University,USA,"The PHENIX collaboration is in the process of developing an ambitious upgrade plan (called sPHENIX) to significantly improve physics capabilities and make use of the full enhanced luminosity at RHIC. The sPHENIX design contains silicon tracking, electromagnetic  and hadronic calorimetry with large kinematic coverage and high data rate capabilities to sample 50 billion Au+Au collisions annually.

This poster will describe how additional tracking layers and a preshower detector, will enable us to measure and resolve the three bottomonium Y(1S), Y(2S) and Y(3S) states decaying into di-electrons. Expected mass resolution, signal to background ratios for various assumptions of pion rejection factors will be presented.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Marzia', 'last_name': 'Rosati', 'fullName': 'Rosati, Marzia', 'id': '314798', 'affiliation': 'Iowa State University', 'emailHash': '64f73fe4aa340e5f6c0d387ab4c3d161', 'db_id': 314798, 'person_id': 343501}"
Poster Session Reception,poster,How does longitudinal drag change the radiative energy loss rate?,"Qin, Guang-You",Duke University/Wayne State University,USA,"Jets propagating through dense matter are modified due to the scattering between the patrons of the jet with the constituents of the medium. Such scattering leads to an exchange of momenta between the medium and the jet, and has components that are both parallel and perpendicular to the direction of jet propagation. These scatterings introduce both drag and diffusion, and also change the rate of parton splitting leading to radiative energy loss. In all current calculations of jet modification, only the effect of transverse scattering (quantified by $\hat{q}$) on stimulated emission has been considered. The effect of longitudinal exchange, leading to a drag and diffusion of the produced patrons, is included separately. We compute, for the first time, the gluon emission rate from a hard quark in the presence of both transverse and longitudinal exchange. Depending on the size of the longitudinal drag and diffusion coefficients, longitudinal scattering is shown to influence the radiative energy loss of a hard quark in a dense medium in a non-intuitive way. Ramifications of this effect for the phenomenology of jet quenching in heavy-ion collisions will also be presented.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Guang-You', 'last_name': 'Qin', 'fullName': 'Qin, Guang-You', 'id': '314799', 'affiliation': 'Duke University/Wayne State University', 'emailHash': 'b77167f5003dd6c4fa8ec33458288bf1', 'db_id': 314799, 'person_id': 343502}"
Parallel 7D: Correlations & Fluctuations (Chair B. Wosiek),parallel,Anisotropic flow measured from multi-particle azimuthal correlations for Pb-Pb collisions at 2.76 TeV by ALICE at the LHC,"Bilandzic, Ante",Niels Bohr Institute (DK),Unknown,"The properties of the produced matter in a heavy-ion collision can be experimentally studied by measuring the azimuthal anisotropy in the momentum distribution of the produced particles. Quantified by the anisotropic flow coefficients, v_n, and corresponding symmetry planes, psi_n, such anisotropy is expected to reflect the shape of the initial energy density of the collision. We report on the measurement of various flow harmonics, v_n, with multi-particle cumulants, and present the results from a study of the inter-correlation among different order symmetry planes psi_n via multi-particle mixed harmonic correlations. This provides comprehensive experimental information on the fluctuating event-by-event shape of the initial conditions, which is currently among the main sources of large theoretical uncertainties in describing the evolution of the system created in heavy-ion collisions.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ante', 'last_name': 'Bilandzic', 'fullName': 'Bilandzic, Ante', 'id': '314801', 'affiliation': 'Niels Bohr Institute (DK)', 'emailHash': '65e58f83f1ec1a2bc937d4fa18424a31', 'db_id': 314801, 'person_id': 343503}"
Poster Session Reception,poster,Quantum Description of Impurities - Heavy Quarks and Quarkonia,"Akamatsu, Yukinao",Nagoya University,United States,"Single heavy quark system has been considered as a hard probe for dynamical information of quark-gluon plasma (QGP), namely drag force, while heavy quarkonium has been thought to probe static information, such as heavy quark potential. However, this intuitive picture is not correct, in particular for the latter. Recent theoretical developments have shown that dynamical feature is also important in the physics of heavy quarkonia through complex heavy quark potential [1]. This complex potential can be understood as stochastic process in the medium [2]. However, as pointed out in [2], complete description must also explain the irreversible process, which results in drag force in the classical limit. In other words, a unified description of heavy quark systems is required.
In this presentation, I will develop such a quantum description for heavy quark systems in QGP on the basis of closed-time formalism in non-equilibrium field theory. In this description, I will explain how we can obtain the stochastic process and the drag force from the first principle and derive the master equation for quantum evolution of the heavy quark systems.

[1] M. Laine et al., JHEP 0703 (2007) 054; JHEP 0705, 028(2007).
A. Beraudo, J. P. Blaizot and C. Ratti, Nucl. Phys. A806, 312 (2008).
N. Brambilla, J. Ghiglieri, A. Vairo and P. Petreczky, Phys. Rev. D 78, 014017 (2008).
A. Rothkopf, T. Hatsuda and S. Sasaki, arXiv:1108.1579 [hep-lat].
[2] Y. Akamatsu and A.Rothkopf, arXiv:1110.1203 [hep-ph] (to be published in PRD).","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yukinao', 'last_name': 'Akamatsu', 'fullName': 'Akamatsu, Yukinao', 'id': '314804', 'affiliation': 'Nagoya University', 'emailHash': '1aea1b84374ed1d6715e8d7d81f55e82', 'db_id': 314804, 'person_id': 343505}"
